match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_unsuccessfulTouch,stat_wonContest,captain,stat_totalCross,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_penaltyWon,stat_totalOffside,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_penaltyConceded,stat_penaltyFaced
12624374,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,22.0,17.0,10.0,5.0,0.0,15.0,17.0,2.0,5.0,1.0,1.0,1.0,90.0,23.0,6.9,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624374,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177.0,404,M,,917035,EUR,938736000,D,27,27,False,33.0,25.0,3.0,1.0,0.0,8.0,12.0,17.0,21.0,5.0,,,81.0,56.0,6.9,10.0,2,1.0,5.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12624374,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200,D,3,3,False,37.0,33.0,4.0,3.0,0.0,22.0,24.0,11.0,13.0,4.0,,,70.0,50.0,8.9,6.0,2,,3.0,2.0,1.0,1.0,,3.0,3.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
12624374,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190.0,4099,M,merihdemiral,806968,EUR,889056000,D,28,28,False,63.0,56.0,2.0,1.0,0.0,41.0,42.0,15.0,21.0,3.0,,,90.0,71.0,7.0,8.0,0,1.0,1.0,5.0,,,,3.0,,1.0,,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,
12624374,home,Al-Ahli,Mohammed Sulaiman,,,sulaiman-mohammed,M. Sulaiman,D,5,180.0,243,M,,1854314,EUR,1081382400,D,5,5,False,49.0,45.0,1.0,1.0,0.0,26.0,29.0,19.0,20.0,5.0,,,90.0,59.0,7.2,5.0,0,,2.0,5.0,,2.0,,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
12624374,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,63.0,56.0,4.0,4.0,0.0,24.0,25.0,32.0,39.0,8.0,,,90.0,82.0,7.1,15.0,2,,5.0,6.0,,2.0,1.0,1.0,1.0,5.0,3.0,,1.0,1.0,,,3.0,1.0,,True,1.0,2.0,1.0,1.0,,,,,,,,,
12624374,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,,1048372,EUR,1005436800,M,30,30,False,59.0,51.0,6.0,2.0,0.0,25.0,28.0,26.0,31.0,6.0,,,90.0,66.0,6.6,9.0,0,1.0,6.0,2.0,,,,1.0,1.0,2.0,1.0,,6.0,,,,1.0,1.0,,,,,,,,,,,,,,,
12624374,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,45.0,40.0,2.0,2.0,3.0,14.0,14.0,30.0,37.0,7.0,,,90.0,65.0,10.0,10.0,4,2.0,4.0,4.0,,1.0,2.0,,2.0,1.0,,3.0,1.0,,1.0,1.0,4.0,2.0,,,6.0,,,1.0,4.0,3.0,1.0,1.0,,,,,
12624374,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184.0,5191,M,,1010505,EUR,1022457600,M,24,24,False,23.0,17.0,1.0,1.0,0.0,4.0,4.0,13.0,21.0,2.0,,,81.0,36.0,6.9,9.0,2,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,2.0,,,2.0,,,,,,,,,
12624374,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178.0,4322,M,w_galeno90,845754,EUR,877478400,M,13,13,False,23.0,18.0,2.0,2.0,0.0,7.0,7.0,12.0,18.0,3.0,,,70.0,35.0,7.3,9.0,0,,2.0,5.0,,4.0,,,,1.0,1.0,1.0,,1.0,,,2.0,1.0,2.0,,2.0,,,,1.0,1.0,,,,,,,
