match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_keyPass,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,stat_wasFouled,stat_dispossessed,stat_challengeLost,stat_goalAssist,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed
10385491,home,Leicester City,Danny Ward,danny-ward,D. Ward,G,21,191,698,M,197428,EUR,740707200,G,1,1,False,21.0,12.0,10.0,1.0,12.0,13.0,8.0,9.0,4.0,1.0,1.0,90.0,36.0,6.2,9.0,0.0,0.0,5.679e-05,0,-0.6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385491,home,Leicester City,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14604,M,923894,EUR,977011200,D,3,3,False,86.0,73.0,3.0,1.0,38.0,45.0,41.0,6.0,,,,90.0,99.0,7.0,14.0,0.0135,0.0,0.0145547,1,,,,wesley_fofana3,35.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10385491,home,Leicester City,Jonny Evans,jonny-evans,J. Evans,D,,188,4344,M,30144,EUR,568166400,D,6,6,False,63.0,61.0,1.0,,38.0,39.0,24.0,5.0,,,,90.0,71.0,6.5,3.0,0.0,0.0,0.00629524,0,,,,6jevans,23.0,1.0,1.0,1.0,1.0,,,,,5.0,,,,1.0,,True,,,,,,,,,,,,,,
10385491,home,Leicester City,Daniel Amartey,daniel-amartey,D. Amartey,M,,188,1219,M,308526,EUR,787968000,D,18,18,False,70.0,69.0,3.0,3.0,33.0,33.0,37.0,8.0,,,,90.0,77.0,6.7,3.0,0.0128,0.0,0.0174146,1,,,,,36.0,,,,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
10385491,home,Leicester City,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,M,27,27,False,42.0,35.0,1.0,,13.0,16.0,29.0,5.0,,,,90.0,63.0,7.1,11.0,0.1697,0.0837,0.0986981,1,,,,,23.0,5.0,4.0,8.0,4.0,2.0,,,,,1.0,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10385491,home,Leicester City,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,331737,EUR,862963200,M,8,8,False,73.0,66.0,3.0,2.0,22.0,23.0,50.0,8.0,,,,90.0,90.0,7.6,13.0,0.1205,0.2572,0.148377,4,,,,youritielemans,44.0,2.0,5.0,3.0,9.0,1.0,1.0,2.0,1.0,,,2.0,1.0,4.0,,,1.0,,,2.0,,,1.0,1.0,,,,,,
10385491,home,Leicester City,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,M,25,25,False,77.0,68.0,2.0,,24.0,27.0,50.0,10.0,,,,90.0,87.0,6.8,12.0,0.0,0.0,0.0241406,0,,,,,44.0,,,2.0,3.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,,,,,,,,,1.0,,1.0,,,,,
10385491,home,Leicester City,Kiernan Dewsbury-Hall,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178,10632,M,861970,EUR,905040000,M,22,22,False,44.0,40.0,5.0,5.0,10.0,11.0,34.0,2.0,,,,73.0,58.0,7.4,9.0,0.0179,0.4142,0.0307666,1,,,,kdh_8,30.0,,,4.0,3.0,1.0,1.0,,,,2.0,1.0,1.0,3.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,3.0,,,,
10385491,home,Leicester City,James Justin,james-justin,J. Justin,D,24,183,1165,M,827681,EUR,888192000,M,2,2,False,25.0,23.0,,,9.0,9.0,17.0,4.0,,,,90.0,52.0,6.8,11.0,0.0,0.0,0.0157665,0,,,,,15.0,1.0,,5.0,6.0,2.0,1.0,,,1.0,1.0,3.0,3.0,4.0,,,1.0,1.0,1.0,,,,,2.0,2.0,1.0,,,,
10385491,home,Leicester City,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,356398,EUR,848707200,F,10,10,False,64.0,54.0,5.0,4.0,11.0,13.0,56.0,,,,,90.0,88.0,7.7,19.0,0.2864,0.0197,0.182376,6,,,,Madders,44.0,1.0,,5.0,2.0,3.0,1.0,2.0,,1.0,,,,3.0,,,5.0,5.0,1.0,1.0,,,2.0,1.0,,,1.0,3.0,,
10385491,home,Leicester City,Jamie Vardy,jamie-vardy,J. Vardy,F,10,178,23077,M,173827,EUR,537321600,F,9,9,False,11.0,8.0,,,4.0,4.0,7.0,3.0,,,,90.0,22.0,6.8,8.0,0.0,0.0,0.00876282,0,,,,Vardy7,4.0,2.0,1.0,4.0,3.0,1.0,,,,3.0,,2.0,2.0,4.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,
10385491,home,Leicester City,Patson Daka,patson-daka,P. Daka,F,20,185,15501,M,865057,EUR,907891200,F,20,20,True,4.0,1.0,,,,,4.0,,,,,17.0,7.0,6.6,5.0,0.0,0.0,0.00118433,0,,,,patsondaka,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
