match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_ownGoals,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_penaltyMiss,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_goalAssist,stat_penaltyConceded,stat_bigChanceCreated,stat_totalOffside
10385404,home,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189,914,M,936719,EUR,1014163200,G,31,31,False,24.0,13.0,13.0,2.0,12.0,15.0,1.0,9.0,1.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,38.0,5.4,11.0,0.0,0.0,8.905e-05,0,-2.1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385404,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,D,2,2,False,27.0,23.0,,,9.0,12.0,15.0,16.0,1.0,4.0,,,,,,,90.0,46.0,6.0,9.0,0.0,0.0,0.0548439,0,,1.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10385404,home,Southampton,Lyanco,,,lyanco,Lyanco,D,4,187,2875,M,797893,EUR,854755200,D,4,4,False,38.0,28.0,11.0,3.0,12.0,14.0,16.0,24.0,3.0,7.0,,,,,,,90.0,50.0,6.7,11.0,0.0435,0.0,0.032701,1,,,,2.0,6.0,1.0,,1.0,1.0,2.0,1.0,,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385404,home,Southampton,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188,5721,M,946158,EUR,924307200,D,22,22,False,66.0,54.0,12.0,5.0,35.0,39.0,19.0,27.0,4.0,6.0,,,,,,,90.0,76.0,6.6,13.0,0.072,0.0,0.00720002,1,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,salisu_sarki,1.0,1.0,,,,,,,,,,,,,,,
10385404,home,Southampton,Romain Perraud,,,romain-perraud,R. Perraud,D,15,173,596,M,827519,EUR,874886400,D,15,15,False,16.0,12.0,2.0,1.0,5.0,5.0,7.0,13.0,1.0,,,,,,,,54.0,36.0,5.6,12.0,0.0,0.0,0.00399692,0,,2.0,,8.0,1.0,,3.0,,,,,,1.0,,,,,3.0,,2.0,,1.0,,,,,,,,,,,,,,
10385404,home,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,8,8,False,49.0,41.0,4.0,,20.0,22.0,23.0,33.0,,6.0,,,,,,,90.0,70.0,7.4,14.0,0.9858,1.0261,0.0747158,3,,6.0,2.0,3.0,6.0,1.0,,1.0,,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,,prowsey16,1.0,,,True,1.0,2.0,1.0,1.0,,,,,,,,,
10385404,home,Southampton,Ibrahima Diallo,,,diallo-ibrahima,I. Diallo,M,6,180,255,M,873050,EUR,920851200,M,27,27,False,20.0,16.0,1.0,,10.0,10.0,6.0,10.0,,7.0,,,,,,,45.0,23.0,6.4,5.0,0.0523,0.0,0.00265302,1,,,,1.0,2.0,,,,,,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,
10385404,home,Southampton,Moussa Djenepo,,,moussa-djenepo,M. Djenepo,F,12,177,2136,M,869910,EUR,897868800,M,19,19,False,7.0,7.0,1.0,1.0,1.0,1.0,6.0,8.0,,2.0,,,,,,,45.0,18.0,6.4,6.0,0.0,0.0,0.0179456,0,,2.0,,3.0,2.0,,,3.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10385404,home,Southampton,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,119151,EUR,775958400,M,24,24,False,7.0,5.0,1.0,,2.0,2.0,5.0,7.0,1.0,,,,,,,,78.0,19.0,7.1,3.0,0.2284,0.2228,0.111241,3,,2.0,2.0,4.0,4.0,1.0,,,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,2.0,,,,,,,,,,,
10385404,home,Southampton,Samuel Edozie,Samuel Edozie,,samuel-edozie,S. Edozie,M,23,181,769,M,1065214,EUR,1043712000,M,23,23,False,12.0,7.0,1.0,,2.0,2.0,6.0,12.0,,3.0,,,,,,,84.0,39.0,6.5,16.0,0.3362,0.0,0.086809,3,,2.0,1.0,9.0,8.0,1.0,,11.0,4.0,1.0,3.0,1.0,,1.0,1.0,,3.0,,,1.0,,,,,,,,2.0,1.0,,,,,,,
10385404,home,Southampton,Che Adams,,,che-adams,C. Adams,F,19,175,2940,M,773409,EUR,837216000,F,10,10,False,17.0,7.0,1.0,,1.0,3.0,6.0,14.0,1.0,3.0,,,,,,,90.0,22.0,6.6,12.0,0.1766,0.0,0.072042,1,,,,7.0,3.0,,1.0,,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,5.0,,,,,,,,,,,,,,,,
