match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,captain,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_goalAssist,stat_goals
10437927,home,Sporting Braga,Tiago Sá,tiago-sa,T. Sá,G,12,188,145,M,344159,EUR,789782400,G,12,12,False,24.0,21.0,6.0,4.0,20.0,22.0,1.0,2.0,1.0,7.0,1.0,90.0,28.0,6.4,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437927,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,42.0,34.0,8.0,3.0,14.0,16.0,22.0,33.0,1.0,6.0,,77.0,65.0,7.1,14.0,0,7.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
10437927,home,Sporting Braga,Vítor Tormena,vitor-tormena,V. Tormena,D,3,192,192,M,892426,EUR,820713600,D,3,3,False,77.0,63.0,9.0,4.0,36.0,38.0,27.0,39.0,1.0,8.0,,90.0,84.0,7.1,14.0,4,,,1.0,3.0,3.0,5.0,,,,,2.0,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,
10437927,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,79.0,69.0,8.0,3.0,44.0,48.0,25.0,31.0,2.0,9.0,,90.0,88.0,7.3,10.0,0,,,,5.0,3.0,9.0,,1.0,,,2.0,1.0,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10437927,home,Sporting Braga,Nuno Sequeira,nuno-sequeira,N. Sequeira,D,6,184,53,M,170117,EUR,651024000,D,6,6,False,78.0,67.0,17.0,9.0,18.0,19.0,53.0,73.0,,3.0,,90.0,113.0,7.3,25.0,1,14.0,4.0,1.0,,2.0,4.0,,3.0,,,,,,1.0,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
10437927,home,Sporting Braga,Diego Lainez,diego-lainez,D. Lainez,M,16,168,2266,M,874535,EUR,960508800,M,18,18,False,25.0,23.0,1.0,1.0,5.0,5.0,18.0,23.0,,6.0,,45.0,42.0,6.7,12.0,3,3.0,,,,6.0,3.0,,4.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,2.0,,,2.0,,,,,,,,,,
10437927,home,Sporting Braga,Uroš Račić,uros-racic,U. Račić,M,10,193,669,M,839909,EUR,890092800,M,19,19,False,35.0,32.0,5.0,5.0,11.0,11.0,21.0,24.0,1.0,7.0,,66.0,51.0,7.2,5.0,3,,,,1.0,1.0,4.0,,2.0,,,,,,1.0,1.0,,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,
10437927,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,67.0,62.0,4.0,3.0,13.0,14.0,54.0,66.0,,5.0,,85.0,87.0,7.9,14.0,2,13.0,5.0,1.0,,3.0,1.0,1.0,1.0,,,1.0,1.0,,6.0,1.0,,,,,1.0,,,,,,,,,,,,,,
10437927,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,42.0,36.0,1.0,1.0,5.0,5.0,32.0,41.0,,7.0,,90.0,70.0,7.4,14.0,5,4.0,1.0,,1.0,3.0,7.0,,1.0,,,3.0,1.0,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,3.0,True,,,,,,,,,
10437927,home,Sporting Braga,Simon Banza,simon-banza,S. Banza,F,9,189,10452,M,825945,EUR,839894400,F,23,23,False,16.0,10.0,1.0,1.0,2.0,2.0,8.0,14.0,,2.0,,90.0,33.0,7.2,8.0,5,,,6.0,7.0,8.0,10.0,,,1.0,,,,2.0,2.0,1.0,,,,3.0,4.0,1.0,,,1.0,,simbnz,1.0,,,,,,,
