match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_fouls,player_firstName,player_lastName,stat_accurateCross,captain,stat_lastManTackle,stat_totalOffside,stat_bigChanceMissed,stat_ownGoals,stat_crossNotClaimed,stat_punches,stat_errorLeadToAShot
12437630,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186.0,1488,M,358910,EUR,830822400,G,13,13,False,32.0,13.0,28.0,9.0,0.0,7.0,9.0,6.0,23.0,1.0,1.0,11.0,1.0,1.0,4.0,7.0,90.0,43.0,8.2,19.0,0.00124438,0,0.5896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437630,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183.0,8158,M,965031,EUR,898300800,D,2,2,False,38.0,35.0,3.0,2.0,0.0,12.0,12.0,23.0,31.0,,7.0,6.0,,,,,90.0,74.0,7.9,16.0,0.0239699,2,,Sonic,5.0,6.0,1.0,2.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0599,1.0,,,,,,,,,,,,,,,,
12437630,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190.0,1047,M,88528,EUR,674697600,D,24,24,False,47.0,39.0,9.0,4.0,0.0,23.0,25.0,16.0,22.0,2.0,7.0,7.0,,,,,90.0,63.0,7.8,8.0,0.0129233,2,,,,1.0,,,2.0,2.0,,,1.0,,5.0,2.0,3.0,2.0,,0.0919,,1.0,1.0,1.0,0.0934,,,,,,,,,,,,
12437630,home,Rayo Vallecano,Abdul Mumin,abdul-mumin,A. Mumin,D,16,188.0,1245,M,846147,EUR,897091200,D,16,16,False,10.0,8.0,1.0,,0.0,6.0,6.0,2.0,4.0,,,,,,,,22.0,12.0,3.9,2.0,0.00055494,1,,,,2.0,,,,,,1.0,,,1.0,,,,,0.0876,,1.0,,,,1.0,,,,,,,,,,,
12437630,home,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174.0,630,M,1010421,EUR,892166400,D,3,3,False,29.0,24.0,3.0,1.0,0.0,12.0,15.0,12.0,16.0,,1.0,3.0,1.0,,,,90.0,49.0,7.0,12.0,0.00334102,0,,,2.0,3.0,1.0,,,,,,,,3.0,1.0,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,
12437630,home,Rayo Vallecano,Jorge de Frutos,jorge-de-frutos,J. de Frutos,M,19,173.0,1878,M,900003,EUR,849312000,M,19,19,False,25.0,21.0,1.0,,0.0,7.0,7.0,16.0,21.0,1.0,9.0,4.0,,,,,84.0,47.0,7.3,15.0,0.377642,0,,,3.0,7.0,1.0,1.0,9.0,6.0,2.0,,,,1.0,,2.0,2.0,4.0,,2.0,,,,,2.0,,,2.0,,,,,,,,
12437630,home,Rayo Vallecano,Óscar Valentín,oscar-valentin,Ó. Valentín,M,23,177.0,443,M,900008,EUR,777340800,M,23,23,False,44.0,34.0,1.0,1.0,0.0,16.0,18.0,18.0,26.0,1.0,9.0,6.0,4.0,,,,90.0,60.0,7.4,10.0,0.0134065,1,,,,4.0,,,,,,,,,4.0,,4.0,2.0,,0.034,,2.0,1.0,1.0,0.0823,2.0,,,,True,,,,,,,
12437630,home,Rayo Vallecano,Unai López,unai-lopez,U. López,M,17,169.0,518,M,588566,EUR,815011200,M,17,17,False,45.0,43.0,5.0,4.0,0.0,22.0,22.0,21.0,24.0,,3.0,6.0,,,,,60.0,59.0,7.3,6.0,0.0220933,1,,,1.0,3.0,1.0,1.0,,,,1.0,,,,1.0,3.0,3.0,1.0,0.062,,,,,,1.0,,,,,1.0,,,,,,
12437630,home,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168.0,1132,M,345111,EUR,720144000,M,18,18,False,24.0,17.0,2.0,1.0,0.0,5.0,6.0,13.0,22.0,1.0,3.0,4.0,1.0,,,,84.0,40.0,7.2,14.0,0.230257,0,,,4.0,1.0,,1.0,,,,,,,,2.0,1.0,1.0,2.0,,3.0,,,,,,,,1.0,,,1.0,,,,,
12437630,home,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169.0,2151,M,899982,EUR,788486400,F,7,7,False,23.0,20.0,2.0,2.0,0.0,6.0,6.0,16.0,24.0,,5.0,3.0,3.0,,,,65.0,40.0,6.6,9.0,0.140716,2,,,7.0,2.0,,,1.0,,,1.0,,,,,2.0,2.0,,0.256,3.0,1.0,1.0,,0.1481,,,,2.0,,,,2.0,,,,
