match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass
12450971,FT,0.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,
12450971,,,,,90,0.0,,1,,,injuryTime,5.0,,,,
12450971,,,,,88,,,3,,,substitution,,123051395.0,True,False,injury
12450971,,,,,85,,,6,,,substitution,,123051365.0,False,True,regular
12450971,,,,,84,,,7,,,substitution,,123051366.0,False,True,regular
12450971,,,,,84,,,7,,,substitution,,123051364.0,False,True,regular
12450971,,,,,80,,,11,,,substitution,,123051328.0,False,False,regular
12450971,,,,,70,,,21,,,substitution,,123051273.0,False,True,regular
12450971,,,,,65,,,26,,,substitution,,123051215.0,True,False,injury
12450971,,,,,65,,,26,,,substitution,,123051214.0,False,False,regular
12450971,,,,,58,,,33,,,substitution,,123051137.0,False,True,regular
12450971,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,
12450971,,,,,45,0.0,,1,,,injuryTime,1.0,,,,
