match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_clearanceOffLine
12450971,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,31.0,23.0,14.0,6.0,0.0,21.0,22.0,2.0,9.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,90.0,37.0,7.4,8.0,0.00049225,0,0.2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450971,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,60.0,48.0,6.0,3.0,0.0,22.0,27.0,26.0,34.0,4.0,4.0,,,,,,90.0,78.0,7.4,15.0,0.0194605,2,,1.0,3.0,6.0,7.0,11.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.1148,0.8379,,,,,,,,,,,
12450971,home,RC Lens,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,1194333,EUR,1078012800,D,25,25,False,,52.0,44.0,5.0,1.0,0.0,26.0,29.0,18.0,23.0,5.0,7.0,,,,,,90.0,68.0,7.8,8.0,0.00729543,1,,,,4.0,,6.0,,,,,1.0,2.0,1.0,1.0,1.0,,0.0194,0.043,abdukodir_khusanov,2.0,,,,,,,,,
12450971,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,54.0,48.0,4.0,2.0,0.0,24.0,27.0,25.0,28.0,5.0,7.0,,,,,,90.0,77.0,7.7,10.0,0.09887,2,,1.0,,2.0,2.0,4.0,,1.0,,2.0,,4.0,2.0,1.0,,1.0,0.0877,,,,,,1.0,3.0,1.0,,,,
12450971,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,53.0,39.0,3.0,,0.0,15.0,19.0,26.0,42.0,3.0,2.0,,,,,,90.0,91.0,7.1,24.0,0.0629401,0,,8.0,,,3.0,3.0,1.0,2.0,1.0,,,,2.0,2.0,,1.0,,,przemek.franek_,,,,2.0,,1.0,1.0,,,
12450971,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,28,28,False,,49.0,42.0,1.0,,0.0,16.0,18.0,26.0,35.0,4.0,7.0,,,,,,84.0,78.0,7.1,16.0,0.56998,0,,4.0,,1.0,3.0,5.0,,1.0,,,,,2.0,1.0,2.0,2.0,,,,,,,,2.0,3.0,,1.0,,
12450971,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,False,,46.0,37.0,1.0,,0.0,10.0,13.0,27.0,33.0,,6.0,,,,,,85.0,66.0,6.9,15.0,0.0342262,0,,,1.0,,7.0,5.0,1.0,4.0,2.0,,,,1.0,1.0,2.0,1.0,,,,1.0,,,,,1.0,,2.0,,
12450971,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,M,3,3,False,,31.0,24.0,,,0.0,9.0,11.0,16.0,23.0,2.0,5.0,,,,,,90.0,57.0,7.0,16.0,0.182982,1,,3.0,1.0,,6.0,4.0,,3.0,2.0,,1.0,,1.0,1.0,1.0,1.0,0.0151,0.0385,,,,,1.0,2.0,2.0,2.0,3.0,,
12450971,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,F,10,10,False,,26.0,24.0,,,0.0,5.0,5.0,19.0,21.0,,2.0,,,,,,58.0,37.0,6.8,6.0,0.223024,1,,,,,3.0,1.0,,2.0,,,1.0,,,,1.0,1.0,0.4942,,,,,,,2.0,1.0,,,,
12450971,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,,33.0,31.0,2.0,2.0,0.0,7.0,7.0,26.0,32.0,2.0,4.0,,,,,,84.0,51.0,7.4,8.0,0.191263,1,,6.0,1.0,1.0,3.0,2.0,,1.0,1.0,1.0,,,,,,1.0,0.0285,,,1.0,,,2.0,1.0,,,1.0,,
