match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_errorLeadToAGoal,captain,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_punches,stat_goalAssist,stat_bigChanceCreated
11450083,home,Sivasspor,Bengali-Fodé Koita,bengali-fode-koita,B. Koita,M,186,217,M,51407,EUR,656467200,F,55,55,False,30.0,21.0,2.0,,3.0,3.0,18.0,28.0,,,,,75.0,45.0,7.0,15.0,0.0425536,1,,55,1.0,1.0,4.0,7.0,,2.0,1.0,1.0,,2.0,,,3.0,5.0,0.0226,1.0,,,,,1.0,,2.0,,,,,,,,,,
11450083,home,Sivasspor,Clinton N'Jie,clinton-njie,C. N'Jie,F,175,913,M,291665,EUR,745372800,F,10,10,True,12.0,10.0,,,3.0,3.0,7.0,11.0,2.0,,,,25.0,22.0,6.7,8.0,0.039744,0,,,2.0,,3.0,3.0,,4.0,2.0,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,
11450083,home,Sivasspor,Queensy Menig,queensy-menig,Q. Menig,F,174,209,M,232318,EUR,808790400,F,95,95,True,8.0,6.0,,,2.0,2.0,4.0,7.0,1.0,,,,25.0,15.0,6.9,6.0,0.0568756,1,,,1.0,1.0,,3.0,,2.0,2.0,1.0,,,,,3.0,,0.0238,1.0,,,,,,,,,,,,,,,,,
11450083,home,Sivasspor,Hakan Arslan,hakan-arslan,H. Arslan,M,186,42,M,60646,EUR,585187200,M,37,37,True,4.0,4.0,,,3.0,3.0,1.0,1.0,1.0,,,,15.0,6.0,6.4,1.0,0.00192575,1,,,,,4.0,,,,,1.0,,,,,1.0,,0.0647,,3.0,,,,,,1.0,,,,,,,,,,
11450083,home,Sivasspor,İbrahim Akdağ,ibrahim-akdag,İ. Akdağ,M,179,11,M,847053,EUR,680054400,M,12,12,True,16.0,13.0,2.0,2.0,4.0,4.0,9.0,12.0,,,,,15.0,22.0,6.8,4.0,0.00938333,3,,14,,,2.0,,,1.0,,2.0,,,,,,,0.1169,,1.0,,,,,,,,,1.0,0.1517,,,,,,
11450083,home,Sivasspor,Roman Kvet,roman-kvet,R. Kvet,M,187,93,M,858926,EUR,882316800,M,19,19,True,4.0,2.0,,,,,2.0,4.0,,,,,10.0,5.0,6.7,2.0,0.00102565,0,,16,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11450083,home,Sivasspor,Đorđe Nikolić,dorde-nikolic,Đ. Nikolić,G,195,79,M,797144,EUR,860889600,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450083,home,Sivasspor,Mehmet Albayrak,mehmet-albayrak,M. Albayrak,D,189,18,M,1141652,EUR,1073260800,D,69,69,True,,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,Mehmet Albayrak,,,,,,,,,
11450083,home,Sivasspor,Achilleas Poungouras,achilleas-poungouras,A. Poungouras,D,187,79,M,783466,EUR,818812800,D,44,44,True,,,,,,,,,,,,,,,,,,0,,15,,,,,,,,,,,,,,,,,,,,,,,,Achilleas,Poungouras,,,,,,,,
11450083,home,Sivasspor,Alaaddin Okumuş,alaaddin-okumus,A. Okumuş,D,175,23,M,844640,EUR,809136000,D,23,23,True,,,,,,,,,,,,,,,,,,0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450083,home,Sivasspor,Kerem Atakan Kesgin,kerem-atakan-kesgin,K. A. Kesgin,M,174,132,M,857745,EUR,973382400,M,20,20,True,,,,,,,,,,,,,,,,,,0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450083,away,Alanyaspor,Ertuğrul Taşkıran,ertugrul-taskiran,E. Taşkıran,G,191,137,M,105974,EUR,626227200,G,1,1,False,27.0,21.0,10.0,4.0,18.0,18.0,3.0,9.0,12.0,1.0,2.0,3.0,90.0,38.0,7.0,6.0,0.00279883,0,-0.4995,1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
11450083,away,Alanyaspor,Florent Hadergjonaj,florent-hadergjonaj,F. Hadergjonaj,D,183,410,M,354860,EUR,775612800,D,94,94,False,30.0,23.0,5.0,1.0,16.0,20.0,8.0,13.0,5.0,,,,90.0,56.0,7.3,13.0,0.488917,0,,94,3.0,,2.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,1.0,1.0
11450083,away,Alanyaspor,Furkan Bayır,furkan-bayir,F. Bayır,D,188,77,M,1003161,EUR,950054400,D,4,4,False,63.0,57.0,10.0,5.0,42.0,42.0,15.0,21.0,4.0,,,,90.0,76.0,7.0,6.0,0.00443068,0,,23,,,6.0,5.0,2.0,,,,5.0,,5.0,4.0,,,,,1.0,,,,,1.0,3.0,,,,,,,,,,
11450083,away,Alanyaspor,Fidan Aliti,fidan-aliti,F. Aliti,D,182,320,M,385296,EUR,749606400,D,5,5,False,53.0,49.0,3.0,,41.0,43.0,8.0,10.0,5.0,,,,90.0,61.0,6.6,4.0,0.0026591,0,,5,,1.0,5.0,3.0,,,,,3.0,2.0,2.0,2.0,,,,,3.0,,,,,,2.0,,,,,,,,,,
11450083,away,Alanyaspor,Jure Balkovec,jure-balkovec,J. Balkovec,D,185,292,M,171625,EUR,779068800,D,29,29,False,55.0,45.0,12.0,7.0,34.0,37.0,13.0,23.0,4.0,,,,90.0,67.0,6.8,15.0,0.260069,0,,29,5.0,1.0,3.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,2.0,,,2.0,,,,,,,,,,
11450083,away,Alanyaspor,Richard,richard-candido,Richard,M,191,349,M,897617,EUR,761529600,M,25,25,False,55.0,46.0,3.0,2.0,33.0,35.0,13.0,20.0,3.0,,,,90.0,76.0,7.3,11.0,0.00828784,0,,36,,4.0,4.0,5.0,2.0,,,,8.0,5.0,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,
11450083,away,Alanyaspor,Leroy Fer,leroy-fer,L. Fer,M,188,136,M,31821,EUR,631497600,M,8,8,False,39.0,35.0,7.0,6.0,20.0,20.0,15.0,19.0,4.0,,,,83.0,49.0,7.0,4.0,0.1024,2,,8,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.0352,,2.0,,,,,,1.0,,,1.0,0.4187,,,,,,
11450083,away,Alanyaspor,Oğuz Aydın,oguz-aydin,O. Aydın,M,183,3374,M,999396,EUR,972604800,M,11,11,False,27.0,21.0,5.0,3.0,11.0,11.0,10.0,21.0,4.0,,,,90.0,43.0,7.6,17.0,0.18116,1,,70,5.0,,5.0,2.0,1.0,1.0,,,,,1.0,1.0,4.0,1.0,0.0595,2.0,,,,,1.0,,2.0,,,1.0,0.372,,,1.0,,,
11450083,away,Alanyaspor,Efecan Karaca,efecan-karaca,E. Karaca,M,166,109,M,60510,EUR,627177600,M,7,7,False,35.0,29.0,3.0,2.0,18.0,19.0,11.0,16.0,2.0,,,,75.0,47.0,6.4,12.0,0.00472295,0,,7,,1.0,5.0,4.0,1.0,2.0,1.0,,,,1.0,,3.0,1.0,,,1.0,,True,,2.0,,,,,,,,,,,,
11450083,away,Alanyaspor,Yusuf Özdemir,yusuf-ozdemir,Y. Özdemir,M,181,157,M,1084884,EUR,979084800,M,88,88,False,20.0,17.0,1.0,,9.0,9.0,9.0,13.0,2.0,,,,83.0,38.0,6.6,8.0,0.0161714,2,,88,2.0,,7.0,7.0,2.0,1.0,,,1.0,1.0,5.0,1.0,2.0,2.0,0.1598,,1.0,,,1.0,1.0,,2.0,Yusuf Ozdemir,,1.0,0.2749,1.0,,,,,
11450083,away,Alanyaspor,Ahmed Hassan,ahmed-hassan,A. Hassan,F,191,1938,M,1143587,EUR,731289600,F,9,9,False,13.0,9.0,,,4.0,4.0,5.0,9.0,4.0,,,,89.0,21.0,7.2,8.0,0.00153445,1,,19,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,,0.6389,,,,,,,,1.0,,,1.0,0.9493,,,1.0,,,
11450083,away,Alanyaspor,Carlos Eduardo,carlos-eduardo,Carlos Eduardo,F,173,354,M,795295,EUR,844905600,F,28,28,True,5.0,2.0,1.0,,,2.0,3.0,4.0,3.0,,,,15.0,15.0,6.8,6.0,0.13679,0,,96,1.0,1.0,1.0,5.0,,2.0,1.0,,1.0,,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,1.0,,,,
11450083,away,Alanyaspor,Nuno Lima,nuno-lima,N. Lima,D,184,123,M,1133301,EUR,984700800,D,2,2,True,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,14.0,3.0,6.6,,0.00033858,0,,3,,,,,,,,,2.0,,,,,,,,,,,,,,,Nuno Lima,,,,,,,,,
11450083,away,Alanyaspor,João Novais,joao-novais,J. Novais,M,183,160,M,233370,EUR,742262400,M,10,10,True,3.0,1.0,,,,,1.0,3.0,1.0,,,,14.0,7.0,6.5,3.0,0.00026258,0,,7,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
11450083,away,Alanyaspor,Pione Sisto,pione-sisto,P. Sisto,M,171,409,M,287943,EUR,791856000,F,18,18,True,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,4.0,,1.0,0.00086576,0,,77,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11450083,away,Alanyaspor,Yusuf Karagöz,yusuf-karagoz,Y. Karagöz,G,195,33,M,1133582,EUR,939081600,G,99,99,True,,,,,,,,,,,,,,,,,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,Yusuf Karagoz,,,,,,,,,
11450083,away,Alanyaspor,Yunus Bahadir,yunus-bahadir,Y. Bahadir,D,170,42,M,964756,EUR,1028678400,D,42,42,True,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450083,away,Alanyaspor,Fatih Aksoy,fatih-aksoy,F. Aksoy,D,189,69,M,827922,EUR,878774400,D,20,20,True,,,,,,,,,,,,,,,,,,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450083,away,Alanyaspor,Nicolas Janvier,nicolas-janvier,N. Janvier,M,171,91,M,802150,EUR,902793600,M,17,17,True,,,,,,,,,,,,,,,,,,0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450083,away,Alanyaspor,Mert-Yusuf Torlak,mert-yusuf-torlak,M. Torlak,M,173,19,M,1015654,EUR,1026950400,M,37,37,True,,,,,,,,,,,,,,,,,,0,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450083,away,Alanyaspor,Anderson Silva,anderson-silva,A. Silva,F,186,521,M,892272,EUR,880070400,F,33,33,True,,,,,,,,,,,,,,,,,,0,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
