match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,captain,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
11396230,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,32.0,23.0,23.0,14.0,15.0,16.0,8.0,16.0,6.0,1.0,1.0,90.0,37.0,6.9,9.0,0.00373657,0,-0.3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396230,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,D,29,29,False,34.0,24.0,4.0,2.0,13.0,17.0,11.0,21.0,8.0,,,84.0,73.0,6.9,22.0,0.00574037,1,,4.0,2.0,1.0,7.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0255,,,,,,,,,,,,,,,,,,
11396230,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,41.0,32.0,11.0,4.0,24.0,29.0,8.0,13.0,9.0,,,90.0,64.0,7.3,10.0,0.00267828,1,,1.0,5.0,4.0,7.0,7.0,,,,,9.0,2.0,2.0,1.0,1.0,1.0,0.0274,1.0,1.0,2.0,,,,,,,,,,,,,,,
11396230,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,25.0,21.0,7.0,6.0,14.0,15.0,7.0,11.0,3.0,,,90.0,34.0,7.0,5.0,0.0244984,0,,1.0,,5.0,,6.0,,,,,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
11396230,home,1. FC Köln,Max Finkgräfe,Max Finkgräfe,,finkgrafe-max,M. Finkgräfe,D,35,183,310,M,1146250,EUR,1080345600,D,35,35,False,27.0,22.0,7.0,4.0,6.0,6.0,16.0,25.0,,,,90.0,52.0,7.1,13.0,0.0289688,1,,4.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,0.029,,,2.0,2.0,2.0,,,,,,,,,,,,,
11396230,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,17.0,12.0,2.0,1.0,6.0,8.0,6.0,9.0,4.0,,,63.0,34.0,6.8,7.0,0.0197864,1,,,5.0,2.0,10.0,7.0,,1.0,,,2.0,4.0,2.0,2.0,3.0,3.0,0.0736,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
11396230,home,1. FC Köln,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,False,32.0,28.0,3.0,3.0,6.0,9.0,23.0,25.0,3.0,,,90.0,47.0,7.1,7.0,0.136381,1,,2.0,,,5.0,2.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,4.0,0.0301,,,,1.0,2.0,1.0,1.0,0.022,,,,,,,,,,
11396230,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,16.0,10.0,1.0,1.0,4.0,6.0,6.0,11.0,4.0,,,63.0,34.0,6.6,12.0,0.00550735,4,,1.0,2.0,,6.0,2.0,,4.0,,2.0,1.0,,1.0,1.0,1.0,,0.1851,,1.0,,1.0,,,1.0,0.1804,,,,,,,,,,
11396230,home,1. FC Köln,Sargis Adamyan,,,sargis-adamyan,S. Adamyan,F,22,184,434,M,129927,EUR,738115200,M,23,23,False,19.0,10.0,,,1.0,1.0,9.0,18.0,2.0,,,84.0,41.0,6.6,20.0,0.0584106,3,,,3.0,3.0,8.0,6.0,2.0,4.0,1.0,1.0,3.0,,1.0,1.0,1.0,,0.4108,,,,4.0,1.0,,2.0,0.1168,1.0,,,,,,,,,
11396230,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,25.0,19.0,4.0,1.0,4.0,6.0,18.0,37.0,3.0,,,90.0,51.0,7.4,22.0,0.230963,0,,18.0,2.0,1.0,5.0,4.0,,,,,,1.0,2.0,1.0,2.0,1.0,,2.0,,,1.0,5.0,3.0,,,,True,1.0,1.0,,,,,,
11396230,home,1. FC Köln,Davie Selke,,,davie-selke,D. Selke,F,9,195,1255,M,187437,EUR,790560000,F,27,27,False,13.0,6.0,,,1.0,3.0,5.0,10.0,,,,68.0,19.0,6.5,9.0,0.0313761,1,,,6.0,7.0,10.0,7.0,,2.0,,1.0,1.0,,,,,3.0,0.1015,,,,,,,,,,,,,,,,,,
11396230,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,True,20.0,18.0,3.0,3.0,6.0,7.0,12.0,14.0,3.0,,,27.0,26.0,7.0,4.0,0.0311483,0,,1.0,,,,3.0,,,,,,,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
11396230,home,1. FC Köln,Faride Alidou,,,alidou-faride,F. Alidou,F,10,186,307,M,994197,EUR,995414400,F,40,40,True,9.0,5.0,1.0,,,2.0,5.0,7.0,1.0,,,27.0,19.0,7.2,7.0,0.0600592,2,,,,3.0,,4.0,,1.0,1.0,1.0,2.0,,,,,,0.0527,,1.0,,3.0,2.0,,,,,,,,1.0,,,,,
11396230,home,1. FC Köln,Luca Waldschmidt,,,luca-waldschmidt,L. Waldschmidt,F,7,181,704,M,319861,EUR,832464000,F,9,9,True,10.0,9.0,,,6.0,7.0,4.0,4.0,1.0,,,22.0,17.0,7.6,3.0,0.0486007,3,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,1.0,1.0,0.0841,,1.0,,1.0,1.0,1.0,2.0,0.3548,,,,,,1.0,,,,
