match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_challengeLost,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wonContest,stat_penaltyConceded,stat_keyPass,captain,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoalsOnTarget,stat_clearanceOffLine,stat_penaltyWon,stat_accurateCross,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAShot,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
14065112,home,1. FSV Mainz 05,Lasse Riess,,,lasse-riess,L. Riess,G,1,191,83,M,1069252,EUR,996192000,G,1,1,False,29.0,18.0,15.0,4.0,0.0,13.0,15.0,5.0,14.0,1.0,2.0,1.0,8.0,3.0,1.0,3.0,90.0,37.0,6.6,11.0,0.00844274,0.6963,0,-0.7185,0.04,0.05,-0.29,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065112,home,1. FSV Mainz 05,Danny da Costa,,,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,False,51.0,39.0,13.0,4.0,0.0,27.0,28.0,12.0,23.0,2.0,5.0,10.0,2.0,,,,90.0,70.0,6.5,12.0,0.0130485,,0,,0.17,0.11,-0.16,,2.0,5.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065112,home,1. FSV Mainz 05,Stefan Bell,,,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,False,36.0,24.0,9.0,3.0,0.0,19.0,21.0,5.0,15.0,2.0,2.0,5.0,1.0,,,,65.0,47.0,6.1,13.0,0.00356946,,0,,0.0,0.06,-0.44,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065112,home,1. FSV Mainz 05,Dominik Kohr,,,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,39.0,30.0,5.0,2.0,0.0,19.0,24.0,11.0,15.0,2.0,4.0,8.0,3.0,,,,90.0,57.0,4.9,10.0,0.00641043,,1,,-0.02,0.07,-1.0,,1.0,7.0,,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0305,-0.21,,,,,,,,,,,,,,,,,,,,,
14065112,home,1. FSV Mainz 05,Nikolas Veratschnig,Nikolas Veratschnig,,nikolas-veratschnig,N. Veratschnig,D,22,178,239,M,1138150,EUR,1043366400,M,22,22,False,25.0,21.0,,,0.0,10.0,10.0,11.0,15.0,1.0,5.0,2.0,3.0,,,,65.0,37.0,6.4,6.0,0.0973934,,0,,0.26,0.07,-0.33,,1.0,6.0,1.0,,1.0,2.0,1.0,,,,2.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14065112,home,1. FSV Mainz 05,Nadiem Amiri,,,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,10,10,False,49.0,41.0,8.0,2.0,1.0,17.0,17.0,24.0,32.0,1.0,4.0,1.0,5.0,,,,90.0,68.0,8.1,15.0,0.797654,,6,,0.72,0.39,-0.2,,,3.0,,,1.0,1.0,1.0,2.0,,,1.0,0.9784,0.36,2.0,1.0,1.0,,3.0,True,2.0,2.0,2.0,1.0,1.0,0.8703,,,,,,,,,
14065112,home,1. FSV Mainz 05,Kaishu Sano,,,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,40.0,29.0,2.0,,0.0,6.0,9.0,23.0,31.0,5.0,7.0,2.0,6.0,,,,90.0,50.0,7.8,14.0,0.0980214,,0,,0.22,0.16,0.31,,,1.0,1.0,,1.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,
14065112,home,1. FSV Mainz 05,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,32.0,22.0,3.0,1.0,0.0,8.0,10.0,14.0,22.0,,2.0,1.0,9.0,,,,90.0,55.0,6.4,17.0,0.0327656,,0,,-0.1,0.19,-0.31,,4.0,11.0,1.0,2.0,,3.0,3.0,,,,2.0,,,1.0,1.0,,,,,2.0,,,,,,,1.0,,,,,,,
14065112,home,1. FSV Mainz 05,Paul Nebel,,,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,F,8,8,False,33.0,24.0,1.0,,0.0,5.0,5.0,19.0,28.0,,1.0,,6.0,,,,90.0,50.0,6.2,19.0,0.275986,,0,,0.26,-0.43,-0.12,,2.0,8.0,,,,1.0,2.0,,,5.0,,,,2.0,2.0,1.0,,2.0,,4.0,,,,,,,,2.0,1.0,1.0,,,,
14065112,home,1. FSV Mainz 05,Jae-sung Lee,,,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,19.0,9.0,1.0,,0.0,3.0,6.0,6.0,13.0,3.0,5.0,1.0,6.0,,,,81.0,30.0,6.9,14.0,0.0135615,,2,,-0.21,0.19,-0.27,,5.0,9.0,,,1.0,2.0,,1.0,1.0,1.0,,0.3161,0.5,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,0.6015,,,,,,,,,
