match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_penaltyConceded,captain,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_dispossessed,stat_errorLeadToAShot,stat_penaltyWon,stat_penaltyMiss
10389733,home,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,27.0,18.0,13.0,5.0,18.0,24.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,34.0,7.7,9.0,0.0,0.0,8.68e-05,0,1.3477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389733,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,796279,EUR,907027200,D,23,23,False,54.0,46.0,1.0,1.0,23.0,26.0,30.0,1.0,14.0,,,,,,,,90.0,89.0,7.5,16.0,0.0227,0.0,0.0758896,1,,,,23.0,2.0,1.0,7.0,17.0,1.0,12.0,9.0,1.0,4.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,
10389733,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,69.0,61.0,8.0,3.0,47.0,49.0,20.0,,12.0,,,,,,,,90.0,84.0,7.5,8.0,0.211,0.0,0.020312,2,,,,14.0,,,2.0,4.0,1.0,,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,
10389733,home,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,61.0,51.0,14.0,7.0,38.0,41.0,22.0,4.0,2.0,,,,,,,,90.0,73.0,7.4,12.0,0.0298,0.0,0.0135009,1,,,,13.0,2.0,,1.0,6.0,,1.0,1.0,1.0,2.0,,,2.0,1.0,1.0,,,,,True,,,,,,,,,,,
10389733,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,D,26,26,False,40.0,31.0,4.0,1.0,12.0,15.0,27.0,1.0,8.0,,,,,,,,90.0,64.0,7.6,13.0,0.1501,0.0,0.0324735,1,,,,19.0,2.0,,1.0,5.0,,3.0,2.0,1.0,3.0,1.0,,,,,,,4.0,,,1.0,,,,,,,,,,
10389733,home,Nice,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,10,182,2882,M,23571,EUR,662169600,M,16,16,False,56.0,49.0,8.0,6.0,17.0,17.0,43.0,,5.0,,,,,,,,76.0,69.0,7.6,12.0,0.0328,0.0,0.193363,1,,,,32.0,4.0,,,,,,,,,,1.0,,,,,1.0,,,,3.0,2.0,1.0,,,,,,,,
10389733,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,985923,EUR,938044800,M,28,28,False,48.0,40.0,3.0,2.0,18.0,19.0,31.0,,5.0,,,,,,,,90.0,61.0,7.1,11.0,0.0144,0.0,0.0258102,1,,,,23.0,2.0,1.0,4.0,6.0,1.0,3.0,2.0,,4.0,3.0,1.0,,2.0,,,,,,,1.0,,1.0,hicham_boudaoui,1.0,,,,,,
10389733,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,904832,EUR,985564800,M,19,19,False,39.0,32.0,3.0,2.0,13.0,16.0,24.0,1.0,3.0,,,,,,,,89.0,62.0,7.2,11.0,0.4132,0.1228,0.0331735,4,,,,19.0,1.0,,2.0,8.0,1.0,6.0,5.0,2.0,,,2.0,2.0,,1.0,1.0,,2.0,,,1.0,,1.0,k_thuram,,1.0,1.0,,,,
10389733,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,149730,EUR,767923200,F,24,24,False,16.0,14.0,1.0,1.0,3.0,3.0,18.0,,3.0,,,,,,,,76.0,27.0,7.1,6.0,0.0765,0.0,0.359901,2,,,,13.0,5.0,3.0,6.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,3.0,1.0,,,,,,2.0,1.0,2.0,,2.0,,,,,,
10389733,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,894396,EUR,927590400,F,9,9,False,17.0,12.0,,,5.0,5.0,12.0,,,,,,,,,,89.0,29.0,6.0,13.0,0.1952,0.0,0.0470286,1,,,,7.0,,1.0,8.0,1.0,2.0,3.0,1.0,1.0,,,2.0,,,,1.0,,,,,2.0,,,,,,,3.0,,,
