match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_accurateLongBalls,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_clearanceOffLine
12134231,home,Chicago Fire FC II,Spencer Richey,,,spencer-richey,S. Richey,G,185.0,18,M,845679,EUR,707184000,G,18,18,False,9.0,8.0,1.0,8.0,8.0,1.0,2.0,1.0,1.0,45.0,12.0,6.7,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134231,home,Chicago Fire FC II,Giovanni Granda,Giovanni Granda,,giovanni-granda,G. Granda,F,,5,M,1823702,EUR,1183680000,D,67,67,False,19.0,15.0,1.0,5.0,7.0,16.0,1.0,,,45.0,36.0,7.6,11.0,1,67,10.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12134231,home,Chicago Fire FC II,Wyatt Omsberg,,,omsberg-wyatt,W. Omsberg,D,193.0,13,M,930419,EUR,811641600,D,16,16,False,45.0,44.0,5.0,33.0,34.0,11.0,3.0,,,45.0,49.0,6.8,1.0,0,16,11.0,,1.0,3.0,2.0,,,,,,2.0,,,,,True,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12134231,home,Chicago Fire FC II,Diego Konincks,Diego Konincks,,diego-konincks,D. Konincks,D,185.0,27,M,1479637,EUR,975542400,D,42,42,False,82.0,69.0,6.0,36.0,37.0,45.0,9.0,,,90.0,87.0,7.0,15.0,0,40,33.0,,1.0,3.0,2.0,1.0,2.0,1.0,,,2.0,,,,1.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,
12134231,home,Chicago Fire FC II,Dylan Borso,Dylan Borso,,dylan-borso,D. Borso,M,182.0,17,M,1807973,EUR,1149206400,D,62,62,False,32.0,28.0,,9.0,10.0,24.0,1.0,,,74.0,56.0,7.4,8.0,2,27,19.0,2.0,,2.0,6.0,,3.0,1.0,,,2.0,4.0,1.0,,3.0,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,
12134231,home,Chicago Fire FC II,David Poreba,David Poreba,,david-poreba,D. Poreba,F,182.0,124,M,1157631,EUR,1038700800,M,48,48,False,60.0,52.0,3.0,15.0,15.0,46.0,4.0,,,90.0,78.0,9.4,13.0,6,48,37.0,1.0,,3.0,6.0,1.0,,,5.0,1.0,,2.0,2.0,3.0,5.0,,2.0,1.0,,,4.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,
12134231,home,Chicago Fire FC II,Javier Casas,,,javier-casas,J. Casas,M,162.0,23,,1023157,EUR,1052870400,M,37,37,False,50.0,43.0,3.0,22.0,23.0,27.0,3.0,,,45.0,58.0,6.9,10.0,0,,21.0,,1.0,1.0,3.0,,,,,,,,,2.0,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,
12134231,home,Chicago Fire FC II,Harold Osorio,Harold Osorio,,osorio-harold,H. Osorio,M,179.0,106,M,1135923,EUR,1061337600,M,45,45,False,62.0,51.0,3.0,19.0,21.0,45.0,6.0,,,90.0,85.0,8.7,17.0,7,45,34.0,4.0,1.0,3.0,5.0,1.0,4.0,3.0,4.0,1.0,,,,1.0,3.0,,2.0,,,3.0,1.0,1.0,,1.0,,,,2.0,2.0,,,,,,,,
12134231,home,Chicago Fire FC II,Michael Nesci,Michael Nesci,,michael-nesci,M. Nesci,F,,3,M,1807950,EUR,1129420800,F,58,58,False,53.0,38.0,,6.0,7.0,46.0,7.0,,,90.0,74.0,9.3,19.0,9,,32.0,,,6.0,6.0,,4.0,2.0,2.0,1.0,,3.0,2.0,2.0,5.0,,,1.0,2.0,,1.0,1.0,1.0,5.0,,1.0,,2.0,,1.0,,,,,,,
12134231,home,Chicago Fire FC II,Jason Shokalook,Jason Shokalook,,jason-shokalook,J. Shokalook,F,185.0,26,M,1807962,EUR,1033344000,F,44,44,False,16.0,13.0,1.0,2.0,3.0,13.0,1.0,,,90.0,24.0,7.1,6.0,3,44,11.0,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,2.0,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,,
