match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_wasFouled,stat_errorLeadToAShot,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_hitWoodwork,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12499447,home,Borussia M'gladbach,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,396,M,571622,EUR,758160000,G,1,1,False,True,27.0,24.0,8.0,5.0,0.0,24.0,24.0,3.0,2.0,12.0,1.0,2.0,5.0,1.0,90.0,43.0,8.0,4.0,0.00026558,0,0.7181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,447,M,113920,EUR,714873600,D,22,22,False,,26.0,22.0,4.0,3.0,0.0,10.0,12.0,16.0,5.0,1.0,,,,,67.0,51.0,6.8,11.0,0.0142881,0,,12.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,,64.0,55.0,3.0,,0.0,32.0,34.0,32.0,2.0,3.0,,,,,90.0,79.0,6.6,13.0,0.106629,1,,24.0,2.0,3.0,2.0,6.0,2.0,,2.0,3.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0227,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,,72.0,68.0,3.0,2.0,0.0,53.0,55.0,17.0,10.0,3.0,,,,,90.0,86.0,6.9,5.0,0.00637337,0,,15.0,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Lukas Ullrich,lukas-ullrich,L. Ullrich,D,26,177,362,M,1083382,EUR,1079395200,D,26,26,False,,45.0,41.0,7.0,3.0,0.0,19.0,22.0,27.0,3.0,7.0,,,,,90.0,64.0,6.9,9.0,0.0189295,0,,22.0,4.0,,,2.0,1.0,1.0,,,1.0,1.0,,,,Lukas Ullrich,,,,,1.0,,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,27,27,False,,58.0,46.0,5.0,1.0,0.0,26.0,30.0,29.0,4.0,5.0,,,,,82.0,83.0,7.3,18.0,0.0178337,1,,20.0,1.0,,1.0,1.0,6.0,,,3.0,5.0,3.0,4.0,,,,,,1.0,1.0,1.0,0.0888,,1.0,,,,,,,,,,
12499447,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,,60.0,55.0,6.0,2.0,0.0,25.0,28.0,32.0,2.0,4.0,,,,,90.0,68.0,6.8,5.0,0.118907,1,,30.0,,,,2.0,2.0,,,1.0,2.0,1.0,,,,,,,1.0,1.0,,0.0689,,1.0,2.0,,,,,,,,,
12499447,home,Borussia M'gladbach,Philipp Sander,philipp-sander,P. Sander,M,16,185,246,M,939880,EUR,888019200,M,16,16,False,,34.0,32.0,,,0.0,18.0,19.0,17.0,1.0,2.0,,,,,67.0,44.0,7.1,4.0,0.0195832,3,,15.0,2.0,,1.0,,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,0.1632,,,,2.0,1.0,0.2111,,,,,,
12499447,home,Borussia M'gladbach,Franck Honorat,franck-honorat,F. Honorat,M,9,180,718,M,280453,EUR,839721600,F,9,9,False,,32.0,23.0,,,0.0,3.0,6.0,34.0,,3.0,,,,,82.0,53.0,7.4,19.0,0.188678,1,,22.0,8.0,1.0,2.0,6.0,7.0,1.0,3.0,,2.0,1.0,,,4.0,,,2.0,,,1.0,0.0363,2.0,,1.0,1.0,,0.0564,1.0,,,,,
12499447,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,F,14,14,False,,34.0,26.0,3.0,1.0,0.0,9.0,11.0,25.0,,3.0,,,,,90.0,44.0,7.1,12.0,0.191056,2,,17.0,2.0,,,2.0,,1.0,,,,,1.0,1.0,2.0,,,,2.0,,,0.3122,,,1.0,,,,,,,,,
12499447,home,Borussia M'gladbach,Robin Hack,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,F,25,25,False,,34.0,28.0,2.0,1.0,0.0,10.0,13.0,22.0,,1.0,,,,,67.0,51.0,7.1,11.0,0.273439,3,,19.0,1.0,1.0,,4.0,5.0,1.0,3.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,2.0,,1.0,0.1031,1.0,,,,1.0,,2.0,,,,,
12499447,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,True,,18.0,15.0,,,0.0,7.0,9.0,10.0,,1.0,,,,,23.0,24.0,6.8,3.0,0.0771833,0,,9.0,1.0,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,True,,13.0,11.0,1.0,,0.0,3.0,3.0,13.0,,3.0,,,,,23.0,23.0,6.6,8.0,0.061793,1,,9.0,3.0,,,4.0,1.0,2.0,1.0,,,,2.0,,,,,1.0,1.0,,1.0,0.0441,,,1.0,,,,1.0,1.0,,,,
12499447,home,Borussia M'gladbach,Tomáš Čvančara,tomas-cvancara,T. Čvančara,F,11,190,835,M,929163,EUR,966124800,F,31,31,True,,2.0,2.0,,,0.0,1.0,1.0,1.0,,,,,,,23.0,4.0,6.7,,0.00015289,1,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,0.0671,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,10,10,True,,16.0,16.0,,,0.0,6.0,6.0,11.0,,,,,,,8.0,17.0,6.7,1.0,0.00969852,0,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Shio Fukuda ,shio-fukuda,S. Fukuda ,F,13,178,926,M,1493496,EUR,1081382400,F,13,13,True,,2.0,,1.0,,0.0,,,2.0,,,,,,,8.0,4.0,6.8,2.0,,2,,,,1.0,1.0,1.0,1.0,,,,,,,,,Shio Fukuda ,,,2.0,,,0.0889,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Tiago Pereira Cardoso,cardoso-tiago-pereira,T. P. Cardoso,G,42,190,441,M,1149294,EUR,1144368000,G,42,42,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Tiago,Pereira Cardoso,,,,,,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Fabio Chiarodia,fabio-chiarodia,F. Chiarodia,D,2,186,609,M,1130067,EUR,1117929600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Fabio Chiarodia,,,,,,,,,,,,,,,,,,
12499447,home,Borussia M'gladbach,Charles Herrmann,charles-herrmann,C. Herrmann,F,11,180,342,M,1470008,EUR,1137801600,M,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Charles Herrmann,,,,,,,,,,,,,,,,,,
12499447,away,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3175,M,902080,EUR,915753600,G,1,1,False,,30.0,22.0,17.0,9.0,0.0,13.0,13.0,17.0,1.0,5.0,3.0,2.0,4.0,,90.0,40.0,8.1,8.0,0.00273658,0,0.2675,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499447,away,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,D,16,16,False,,30.0,22.0,5.0,2.0,0.0,12.0,14.0,18.0,1.0,7.0,,,,,90.0,43.0,7.1,10.0,0.00640691,1,,10.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,,,1.0,,,0.0306,,,,,,,1.0,,jakub.kaminskii,,,
12499447,away,VfL Wolfsburg,Denis Vavro,denis-vavro,D. Vavro,D,3,187,674,M,293127,EUR,829094400,D,18,18,False,,27.0,24.0,5.0,2.0,0.0,19.0,19.0,8.0,7.0,,,,,,90.0,43.0,7.4,3.0,0.00622948,0,,5.0,,,,,3.0,,,3.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,
