match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_clearanceOffLine,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_aerialLost,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon,stat_penaltySave,stat_penaltyFaced,stat_accurateKeeperSweeper,stat_ownGoals,stat_errorLeadToAShot,stat_penaltyConceded
12437674,home,Villarreal,Diego Conde,,,diego-conde,D. Conde,G,13,188,451,M,951008,EUR,909532800,G,13,13,False,16.0,15.0,5.0,4.0,0.0,13.0,13.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,90.0,22.0,6.1,1.0,0.00033243,0,-0.2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437674,home,Villarreal,Kiko Femenía,,,kiko-femenia,K. Femenía,D,17,176,444,M,53739,EUR,665452800,D,17,17,False,62.0,56.0,5.0,2.0,0.0,19.0,19.0,39.0,48.0,1.0,,6.0,2.0,,,,,,90.0,89.0,7.2,11.0,0.17733,1,,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0287,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437674,home,Villarreal,Raúl Albiol,,,raul-albiol,R. Albiol,D,39,190,1235,M,3041,EUR,494640000,D,3,3,False,42.0,42.0,1.0,1.0,0.0,25.0,25.0,17.0,17.0,1.0,,7.0,5.0,,,,,,90.0,53.0,7.1,,0.00661417,0,,,,3.0,,,,,1.0,,1.0,,1.0,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12437674,home,Villarreal,Eric Bailly,,,eric-bailly,E. Bailly,D,2,187,4273,M,606346,EUR,766108800,D,4,4,False,36.0,33.0,2.0,2.0,0.0,13.0,14.0,20.0,22.0,3.0,1.0,1.0,2.0,,,,,,58.0,44.0,6.5,4.0,0.00627426,1,,,,2.0,,,,1.0,,1.0,1.0,1.0,2.0,0.0572,,,1.0,,,,ericbailly,,,,,,,,,,,,,,,,,
12437674,home,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,23,23,False,41.0,34.0,4.0,1.0,1.0,15.0,15.0,21.0,29.0,4.0,3.0,1.0,2.0,,,,,,90.0,60.0,8.8,9.0,0.298695,3,,3.0,2.0,5.0,,,,2.0,1.0,1.0,3.0,1.0,1.0,1.0467,3.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.9947,,,,,,,,,,,,
12437674,home,Villarreal,Yéremy Pino,,,yeremy-pino,Y. Pino,M,10,172,6120,M,984624,EUR,1035072000,M,21,21,False,24.0,23.0,1.0,1.0,0.0,3.0,3.0,20.0,23.0,,,,1.0,,,,,,58.0,31.0,6.9,5.0,0.112859,2,,2.0,,2.0,,,,1.0,,,1.0,2.0,,0.2894,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
12437674,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,14,14,False,61.0,57.0,3.0,2.0,0.0,19.0,20.0,38.0,41.0,4.0,,1.0,11.0,,,,,,90.0,79.0,7.1,7.0,0.0579397,2,,,,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,0.0825,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,
12437674,home,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180,1999,M,39182,EUR,608688000,M,10,10,False,55.0,51.0,4.0,3.0,0.0,16.0,18.0,35.0,38.0,3.0,3.0,3.0,5.0,,,,,,90.0,68.0,7.2,7.0,0.0254372,2,,1.0,,4.0,,1.0,1.0,,1.0,,2.0,1.0,,0.929,1.0,,,,1.0,1.0,,,2.0,1.0,,1.646,,,,1.0,1.0,,,,,,,
12437674,home,Villarreal,Alejandro Baena,,,alejandro-baena,A. Baena,M,10,174,9564,M,910031,EUR,995587200,M,16,16,False,25.0,16.0,2.0,1.0,0.0,4.0,4.0,17.0,31.0,2.0,,,4.0,,,,,,72.0,48.0,7.9,18.0,0.746484,4,,10.0,5.0,4.0,1.0,1.0,,2.0,,1.0,,2.0,,0.5059,8.0,,2.0,,,2.0,alexbaena,1.0,2.0,,,0.2249,,,,1.0,,,,,,,,
12437674,home,Villarreal,Gerard Moreno,,,gerard-moreno,G. Moreno,F,7,180,4001,M,146866,EUR,702604800,F,7,7,False,22.0,18.0,2.0,1.0,1.0,5.0,6.0,13.0,16.0,1.0,,,2.0,,,,,,45.0,27.0,7.9,5.0,0.13868,3,,,,2.0,1.0,,,1.0,,,1.0,,,0.176,3.0,,1.0,,1.0,,GerardMoreno9,2.0,1.0,,,0.826,1.0,,,,,,,,,,,
