match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,captain,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_errorLeadToAGoal,stat_errorLeadToAShot
14065712,home,Le Havre,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,50.0,30.0,30.0,11.0,1.0,22.0,26.0,8.0,24.0,1.0,1.0,15.0,4.0,2.0,2.0,90.0,63.0,7.0,20.0,0.00694444,0.0752,1.0,0,0.1499,0.15,0.01,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065712,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,D,7,7,False,30.0,25.0,7.0,4.0,0.0,15.0,18.0,10.0,12.0,,6.0,2.0,,,,90.0,59.0,7.2,8.0,0.107709,,1.0,0,,0.34,0.24,-0.09,,,,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14065712,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,45.0,37.0,7.0,2.0,0.0,30.0,33.0,7.0,12.0,,3.0,1.0,,,,90.0,55.0,7.2,8.0,0.00243576,,,0,,0.06,0.04,0.66,,,,,,4.0,8.0,,,,3.0,True,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
14065712,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,48.0,48.0,2.0,2.0,0.0,38.0,38.0,10.0,10.0,,7.0,3.0,,,,90.0,60.0,7.0,1.0,0.00576486,,,0,,0.1,0.18,0.3,,,,,,3.0,3.0,,,,1.0,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14065712,home,Le Havre,Yanis Zouaoui,yanis-zouaoui,Y. Zouaoui,D,18,183,294,M,1397882,EUR,893721600,D,18,18,False,27.0,21.0,9.0,5.0,0.0,14.0,16.0,7.0,11.0,,4.0,2.0,,,,67.0,48.0,6.3,15.0,0.00415095,,,0,,0.1,0.02,-0.15,,Yanis Zouaoui,,3.0,,6.0,2.0,,2.0,,,,1.0,2.0,,,,,2.0,1.0,,1.0,,,,,,,,,,,
14065712,home,Le Havre,Ayumu Seko,ayumu-seko,A. Seko,D,15,186,730,M,873221,EUR,960336000,M,15,15,False,18.0,14.0,4.0,2.0,0.0,10.0,11.0,4.0,7.0,,1.0,3.0,,,,90.0,24.0,6.5,5.0,0.00163795,,,0,,-0.08,0.0,0.23,,,,,,4.0,2.0,,,,1.0,,1.0,,,,1.0,1.0,3.0,,,1.0,,,,,,,,,,,
14065712,home,Le Havre,Fodé Doucouré,fode-doucoure,F. Doucouré,M,13,172,1282,M,1035695,EUR,981158400,M,13,13,False,13.0,10.0,2.0,1.0,0.0,4.0,5.0,6.0,8.0,,1.0,2.0,,,,82.0,31.0,7.3,11.0,0.199134,,1.0,2,,0.46,0.02,-0.15,,,,7.0,2.0,5.0,3.0,2.0,1.0,1.0,,,1.0,2.0,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,0.871,0.9854,0.36,,,,,
14065712,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,13.0,11.0,1.0,1.0,0.0,7.0,9.0,4.0,4.0,,,1.0,,,,67.0,24.0,6.3,5.0,0.0113311,,,2,,0.13,0.02,-0.25,,,,2.0,,8.0,2.0,4.0,,,1.0,,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,0.1934,0.1462,-0.28,1.0,1.0,,,
14065712,home,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179,1884,M,992026,EUR,1008028800,M,14,14,False,14.0,12.0,1.0,1.0,0.0,5.0,5.0,7.0,9.0,,,2.0,,,,66.0,25.0,8.1,5.0,0.0032112,,,2,,0.03,0.19,-0.05,,,,1.0,,1.0,3.0,,1.0,1.0,2.0,,1.0,,,,,,,,,2.0,2.0,,1.0,0.5128,0.9582,0.49,,,,,
14065712,home,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182,607,M,1001458,EUR,971136000,M,45,45,False,24.0,18.0,2.0,2.0,1.0,9.0,10.0,9.0,14.0,2.0,1.0,3.0,,,,90.0,52.0,9.1,17.0,0.658016,,3.0,3,,0.76,0.42,-0.04,,,,6.0,2.0,7.0,8.0,1.0,5.0,3.0,2.0,,3.0,2.0,2.0,,1.0,,1.0,,,5.0,3.0,,1.0,0.7359,1.0939,0.5,,,,,
