match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_challengeLost,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_goals,captain,stat_hitWoodwork,stat_totalOffside
12513644,home,Estoril Praia,Kevin Chamorro,,,kevin-chamorro,K. Chamorro,G,22,183,263,M,905406,EUR,955152000,G,1,1,False,27.0,14.0,17.0,4.0,0.0,13.0,13.0,1.0,14.0,9.0,1.0,1.0,3.0,1.0,1.0,90.0,33.0,7.4,14.0,0.0002564,0,0.4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513644,home,Estoril Praia,Kévin Boma,Kévin Boma,,kevin-boma,K. Boma,D,44,193,411,M,1049465,EUR,1037750400,D,44,44,False,32.0,27.0,2.0,1.0,0.0,21.0,24.0,6.0,8.0,3.0,,,,,,90.0,52.0,7.6,5.0,0.00365521,2,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,9.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.2623,0.0759,,,,,,,,,,,,,,
12513644,home,Estoril Praia,Felix Bacher,,,felix-bacher,F. Bacher,D,25,190,92,M,943525,EUR,972432000,D,25,25,False,27.0,23.0,3.0,2.0,0.0,20.0,22.0,3.0,5.0,2.0,,,,,,90.0,45.0,7.2,6.0,0.00098347,0,,1.0,2.0,2.0,3.0,,,,6.0,1.0,2.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,
12513644,home,Estoril Praia,Pedro Amaral,,,amaral-pedro,P. Amaral,D,24,178,86,M,834247,EUR,872467200,D,24,24,False,25.0,22.0,,,0.0,15.0,16.0,7.0,9.0,2.0,,,,,,72.0,32.0,6.5,5.0,0.00442445,1,,4.0,2.0,5.0,3.0,,,,2.0,,,,,,1.0,1.0,0.0022,,2.0,1.0,1.0,,,,,,,,,,,
12513644,home,Estoril Praia,Pedro Carvalho,,,carvalho-pedro,P. Carvalho,D,22,169,64,M,1511977,EUR,1045180800,M,22,22,False,31.0,24.0,3.0,1.0,1.0,14.0,16.0,12.0,23.0,4.0,,,,,,90.0,54.0,7.8,15.0,0.199386,0,,,,3.0,3.0,,,,3.0,,1.0,1.0,,,,3.0,,,1.0,,,8.0,2.0,2.0,2.0,2.0,3.0,,,,,
12513644,home,Estoril Praia,Jordan Holsgrove,,,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,10,10,False,81.0,67.0,10.0,2.0,0.0,38.0,41.0,30.0,42.0,4.0,,,,,,90.0,96.0,6.8,18.0,0.031052,0,,1.0,,4.0,6.0,,,,2.0,,1.0,3.0,2.0,,2.0,,,,1.0,1.0,,2.0,1.0,3.0,1.0,,1.0,,,,,
12513644,home,Estoril Praia,Vinicius Zanocelo,,,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,577,M,973841,EUR,980812800,M,7,7,False,43.0,38.0,3.0,2.0,0.0,20.0,22.0,18.0,21.0,2.0,,,,,,90.0,56.0,6.9,6.0,0.0201772,0,,1.0,3.0,3.0,5.0,,,,6.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,
12513644,home,Estoril Praia,Gonçalo Costa,,,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,M,18,18,False,15.0,12.0,1.0,1.0,0.0,5.0,7.0,7.0,10.0,4.0,,,,,,72.0,39.0,6.6,12.0,0.0258725,0,,1.0,1.0,9.0,4.0,,,,2.0,,1.0,2.0,1.0,,,5.0,,,,1.0,,2.0,,2.0,1.0,,1.0,1.0,,,,
12513644,home,Estoril Praia,Yanis Begraoui,,,yanis-begraoui,Y. Begraoui,F,14,175,1812,M,930246,EUR,994204800,F,14,14,False,27.0,23.0,1.0,1.0,0.0,14.0,14.0,9.0,13.0,5.0,,,,,,78.0,42.0,9.8,7.0,0.158685,3,,,,2.0,3.0,,,3.0,,1.0,1.0,1.0,,,1.0,,1.2717,1.9173,2.0,1.0,,,,2.0,1.0,1.0,1.0,,3.0,,,
12513644,home,Estoril Praia,João Carvalho,,,joao-carvalho,J. Carvalho,F,12,170,372,M,548044,EUR,857865600,F,12,12,False,25.0,21.0,5.0,3.0,1.0,7.0,7.0,14.0,19.0,,,,,,,62.0,31.0,6.8,9.0,0.335067,0,,,,4.0,,,,,,,,,,,,1.0,,,,,,1.0,,3.0,,1.0,1.0,,,True,,
12513644,home,Estoril Praia,André Lacximicant,,,andre-lacximicant,A. Lacximicant,F,19,190,159,M,1120679,EUR,990230400,F,19,19,False,11.0,7.0,1.0,,1.0,2.0,3.0,5.0,8.0,5.0,,,,,,62.0,22.0,8.1,7.0,0.0115703,2,,1.0,1.0,6.0,3.0,,,2.0,1.0,1.0,,,,,2.0,2.0,0.7053,0.6693,,,,,,2.0,,1.0,1.0,1.0,1.0,,,
12513644,home,Estoril Praia,Rafik Guitane,,,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,M,99,99,True,13.0,11.0,,,0.0,6.0,6.0,5.0,7.0,2.0,,,,,,28.0,18.0,7.0,3.0,0.0731142,0,,,,2.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,,,,,
12513644,home,Estoril Praia,Alejandro Marqués,,,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,True,3.0,,,,0.0,,,,3.0,,,,,,,28.0,5.0,6.4,3.0,,1,,,,,1.0,1.0,1.0,,,,,,,,1.0,,0.0853,,,,,,,,,,,,,,1.0,
12513644,home,Estoril Praia,Tiago Parente,,,tiago-parente,T. Parente,D,5,180,85,M,1403144,EUR,1074038400,D,55,55,True,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,,,,,,,18.0,6.0,6.6,2.0,0.00022058,0,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
12513644,home,Estoril Praia,Tiago Brito,Tiago Brito,,tiago-brito,T. Brito,M,90,190,73,M,1651509,EUR,1082073600,M,90,90,True,23.0,22.0,1.0,1.0,0.0,15.0,16.0,7.0,7.0,1.0,,,,,,18.0,31.0,6.7,3.0,0.00852299,0,,,,3.0,4.0,,,,2.0,,,3.0,1.0,,1.0,2.0,,,1.0,,,,,1.0,,,,,,,,
