match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_unsuccessfulTouch,stat_totalCross,stat_dispossessed,stat_totalContest,stat_goals,stat_totalOffside,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_wonContest,stat_outfielderBlock,stat_accurateCross,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_hitWoodwork
14035965,home,Royale Union Saint-Gilloise,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205.0,781,M,852394,EUR,948585600,G,37,37,False,32.0,27.0,15.0,10.0,0.0,20.0,21.0,7.0,11.0,1.0,6.0,1.0,1.0,1.0,90.0,36.0,7.3,6.0,0.00302403,21.758135319563,3.0,-0.945,4.725,0,0.13,-0.06,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035965,home,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196.0,234,M,845558,EUR,922406400,D,26,26,False,46.0,27.0,13.0,4.0,0.0,16.0,17.0,11.0,29.0,6.0,5.0,,,,90.0,70.0,6.4,22.0,0.00415332,11.810391614875,3.0,3.36,2.94,1,-0.11,0.23,0.17,,,3.0,5.0,8.0,2.0,1.0,11.0,2.0,1.0,1.0,3.0,0.0095,0.3864,-0.09,,,,,,,,,,,,,,,,,,,,,,,,
14035965,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196.0,311,M,303634,EUR,686793600,D,16,16,False,52.0,39.0,10.0,4.0,0.0,33.0,37.0,6.0,15.0,9.0,8.0,2.0,,,90.0,71.0,7.6,13.0,0.00546079,49.407902717453,7.0,10.395,16.485,0,0.15,0.1,0.34,,,1.0,5.0,1.0,,,13.0,,2.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
14035965,home,Royale Union Saint-Gilloise,Fedde Leysen,fedde-leysen,F. Leysen,D,48,191.0,390,M,1088899,EUR,1057708800,D,48,48,False,49.0,43.0,3.0,2.0,0.0,32.0,36.0,11.0,13.0,4.0,7.0,,,,90.0,72.0,7.0,10.0,0.0103674,9.8388389399395,2.0,-2.73,-1.05,0,-0.16,0.03,0.23,Fedde Leysen,,1.0,1.0,1.0,,,9.0,,3.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
14035965,home,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183.0,2317,M,1403362,EUR,1094169600,M,25,25,False,26.0,18.0,2.0,1.0,0.0,9.0,13.0,9.0,13.0,1.0,3.0,,,,87.0,46.0,7.5,15.0,0.0130619,25.068167832059,2.0,23.835,17.535,1,-0.09,0.13,-0.01,,,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.1857,0.4966,0.51,,2.0,1.0,1.0,1.0,1.0,1.0,18.50608767406,1.0,,,,,,,,,,,,,,,
14035965,home,Royale Union Saint-Gilloise,Kamiel Van de Perre,van-de-perre-kamiel,K. V. D. Perre,M,6,181.0,375,M,1146316,EUR,1076544000,M,6,6,False,37.0,25.0,7.0,3.0,0.0,15.0,18.0,10.0,19.0,10.0,11.0,1.0,,,90.0,66.0,7.5,18.0,0.0138433,32.166046700676,4.0,6.51,7.455,0,-0.02,0.27,0.33,,,,,5.0,1.0,,2.0,3.0,7.0,5.0,1.0,,,,,,1.0,2.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,
14035965,home,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180.0,239,M,834244,EUR,880416000,M,4,4,False,42.0,34.0,5.0,2.0,0.0,16.0,18.0,18.0,24.0,7.0,6.0,,,,90.0,66.0,7.8,9.0,0.130235,16.821901021456,3.0,13.335,6.93,0,0.37,0.11,0.28,,,1.0,1.0,6.0,4.0,,4.0,1.0,6.0,3.0,2.0,,,,,,6.0,,,,,,,,2.0,5.0,3.0,,,,,,,,,,,
14035965,home,Royale Union Saint-Gilloise,Ousseynou Niang,ousseynou-niang,O. Niang,M,22,168.0,3149,M,880780,EUR,1002844800,M,22,22,False,33.0,26.0,4.0,1.0,1.0,15.0,17.0,11.0,16.0,7.0,5.0,2.0,,,87.0,53.0,8.0,12.0,0.616327,12.693844680466,2.0,4.935,8.4,1,0.67,0.16,-0.01,,,,,3.0,1.0,,2.0,1.0,2.0,2.0,1.0,0.0432,,0.01,,4.0,,1.0,3.0,,,,,3.0,,,2.0,1.0,1.0,,,,,,,,,
14035965,home,Royale Union Saint-Gilloise,Marc Giger,marc-giger,M. Giger,M,20,186.0,215,M,1406947,EUR,1080345600,F,20,20,False,10.0,9.0,,,0.0,4.0,4.0,5.0,6.0,3.0,1.0,1.0,,,70.0,24.0,6.0,9.0,0.00544694,13.161082352105,3.0,0.735,3.675,2,-0.48,0.32,-0.1,,,2.0,1.0,9.0,2.0,1.0,,,1.0,,2.0,0.6025,0.5553,-0.57,,3.0,1.0,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,
14035965,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167.0,2677,M,964764,EUR,1019260800,F,10,10,False,21.0,19.0,3.0,3.0,1.0,8.0,8.0,11.0,13.0,1.0,2.0,,,,69.0,34.0,6.9,10.0,0.156402,25.030779367994,3.0,-4.305,2.1,0,0.27,0.06,-0.11,,,,,5.0,3.0,,,2.0,1.0,1.0,1.0,,,,,5.0,3.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
