match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialWon,stat_interceptionWon,stat_aerialLost,captain,stat_clearanceOffLine,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed
12530818,home,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,187.0,62,M,94540,EUR,647568000,G,35,35,False,38.0,25.0,19.0,7.0,0.0,22.0,24.0,3.0,14.0,1.0,21.0,1.0,4.0,3.0,5.0,90.0,61.0,8.4,14.0,0.00209323,0,0.5688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530818,home,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,175.0,36,M,893014,EUR,776390400,D,7,7,False,34.0,29.0,2.0,1.0,0.0,18.0,20.0,13.0,17.0,7.0,5.0,4.0,,,,90.0,65.0,7.5,9.0,0.0642835,0,,7,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12530818,home,Sivasspor,Noah Sonko Sundberg,noah-sonko-sundberg,N. S. Sundberg,D,186.0,238,M,279541,EUR,834019200,D,27,27,False,55.0,49.0,8.0,6.0,0.0,34.0,35.0,15.0,20.0,7.0,2.0,,,,,90.0,64.0,7.8,6.0,0.00773553,0,,20,,,1.0,,,3.0,3.0,,,,1.0,,7.0,3.0,,,,,,,,,,,,,,,,
12530818,home,Sivasspor,Samba Camara,samba-camara,S. Camara,D,190.0,68,M,837301,EUR,721699200,D,14,14,False,52.0,45.0,9.0,7.0,0.0,28.0,31.0,17.0,21.0,4.0,2.0,,,,,90.0,62.0,7.4,8.0,0.0396299,0,,14,,,1.0,,,4.0,1.0,1.0,,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,,,,
12530818,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,180.0,65,M,142850,EUR,704937600,D,3,3,False,37.0,31.0,5.0,3.0,0.0,18.0,20.0,15.0,23.0,3.0,2.0,,,,,90.0,57.0,8.1,12.0,0.130011,0,,58,6.0,2.0,1.0,,,,2.0,2.0,1.0,,1.0,,1.0,,,True,1.0,2.0,,,,,,,,,,,,
12530818,home,Sivasspor,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,178.0,6621,M,892624,EUR,839808000,M,12,12,False,47.0,35.0,3.0,1.0,0.0,18.0,20.0,17.0,28.0,3.0,7.0,,,,,90.0,58.0,6.8,15.0,0.0247747,0,,92,1.0,,3.0,3.0,1.0,2.0,,2.0,1.0,,,,,,1.0,,,,Samuel,Moutoussamy,,,,,,,,,,
12530818,home,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,177.0,130,M,317297,EUR,789868800,M,8,8,False,32.0,29.0,4.0,2.0,0.0,11.0,12.0,19.0,21.0,5.0,5.0,2.0,,,,90.0,46.0,7.2,3.0,0.0765868,1,,8,1.0,1.0,3.0,,,1.0,,2.0,,,1.0,,1.0,4.0,,,,1.0,,,2.0,1.0,0.0268,,,,,,,
12530818,home,Sivasspor,Emrah Başsan,emrah-bassan,E. Başsan,M,177.0,60,M,174141,EUR,703468800,M,17,17,False,22.0,16.0,1.0,1.0,0.0,3.0,5.0,14.0,24.0,6.0,6.0,,,,,85.0,53.0,7.1,19.0,0.07529,3,,14,7.0,1.0,4.0,3.0,1.0,3.0,,4.0,2.0,3.0,1.0,,1.0,1.0,,,,,,,,,0.0789,1.0,2.0,1.0,0.1894,,,
12530818,home,Sivasspor,Alex Pritchard,alex-pritchard,A. Pritchard,M,171.0,97,M,180009,EUR,736387200,M,10,10,False,21.0,15.0,1.0,1.0,0.0,2.0,2.0,13.0,21.0,1.0,,,,,,73.0,29.0,6.6,10.0,0.0167493,1,,,2.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,0.0366,,,,,,,
12530818,home,Sivasspor,Garry Rodrigues,garry-rodrigues,G. Rodrigues,M,173.0,946,M,787429,EUR,659664000,M,24,24,False,17.0,15.0,,,0.0,5.0,5.0,10.0,12.0,1.0,2.0,1.0,,,,90.0,23.0,6.7,6.0,0.037784,1,,10,,,2.0,1.0,,,,,,3.0,1.0,,,,1.0,,,1.0,,,,,0.0364,,1.0,,,,,
