match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_aerialLost,captain,stat_dispossessed,stat_penaltyConceded,stat_accurateCross,stat_wonContest,stat_lastManTackle,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_penaltyWon,stat_hitWoodwork
10385638,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,40.0,30.0,11.0,1.0,29.0,29.0,1.0,11.0,1.0,2.0,1.0,9.0,1.0,2.0,7.0,1.0,7.0,1.0,1.0,90.0,53.0,7.9,10.0,0.00014892,0,1.1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385638,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,23.0,20.0,,,7.0,7.0,13.0,17.0,,6.0,2.0,2.0,2.0,,,,,,,90.0,46.0,6.6,7.0,0.00801642,1,,1.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0433,,,,,,,,,,,,,,,,,,,,,,
10385638,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,352668,EUR,875059200,D,4,4,False,38.0,33.0,7.0,4.0,22.0,24.0,11.0,14.0,1.0,4.0,9.0,5.0,1.0,,,,,,,90.0,51.0,6.8,5.0,0.0039003,0,,,3.0,,,,,2.0,,,,,tosinadarabioyo,3.0,,,,,,,,,,,,,,,,,,,,
10385638,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,118179,EUR,560390400,D,13,13,False,5.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,,,1.0,,,,,,,,,21.0,7.0,5.4,1.0,0.00226991,0,,,2.0,,,,,,,,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,,,,,
10385638,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,45.0,34.0,3.0,1.0,20.0,28.0,15.0,21.0,2.0,8.0,4.0,10.0,2.0,,,,,,,90.0,74.0,6.9,16.0,0.0626608,0,,4.0,5.0,1.0,1.0,,2.0,3.0,3.0,1.0,,,,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10385638,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,353,M,365802,EUR,791164800,M,6,6,False,21.0,18.0,1.0,1.0,9.0,11.0,9.0,10.0,1.0,3.0,3.0,3.0,,,,,,,,76.0,33.0,6.7,7.0,0.003421,0,,,1.0,,,,1.0,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
10385638,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,42.0,35.0,3.0,1.0,22.0,25.0,13.0,18.0,3.0,8.0,1.0,4.0,1.0,,,,,,,90.0,52.0,6.7,8.0,0.0131859,0,,1.0,4.0,4.0,1.0,,1.0,3.0,3.0,,,,Palhinha,,,,,,1.0,1.0,,,,,,,,,,,,,,
10385638,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,False,14.0,13.0,1.0,1.0,3.0,3.0,10.0,13.0,,1.0,,1.0,,,,,,,,76.0,19.0,6.9,5.0,0.0314252,0,,2.0,2.0,,,,,1.0,,1.0,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
10385638,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,19.0,13.0,1.0,,5.0,8.0,9.0,14.0,,,,3.0,,,,,,,,58.0,24.0,6.5,9.0,0.332352,0,,3.0,2.0,,,,1.0,,,,1.0,,andreaspereira,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
10385638,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,M,14,14,False,15.0,11.0,,,6.0,7.0,5.0,8.0,,1.0,1.0,2.0,,,,,,,,76.0,27.0,6.1,9.0,0.00272048,1,,,5.0,,1.0,,,1.0,1.0,1.0,,0.0266,,1.0,,3.0,,,,,,,,,,1.0,1.0,,,,,,,
