match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_penaltyWon,stat_keyPass,stat_aerialLost,stat_aerialWon,captain,stat_penaltyConceded,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_penaltyMiss,stat_errorLeadToAShot,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12499317,home,Fiorentina,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,43,43,False,31.0,15.0,21.0,5.0,0.0,11.0,13.0,4.0,18.0,1.0,7.0,1.0,1.0,5.0,2.0,2.0,7.0,90.0,44.0,9.1,17.0,0.00075538,0,2.2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499317,home,Fiorentina,Dodô,,,dodo,Dodô,D,2,166,3348,M,,822518,EUR,911260800,D,2,2,False,25.0,18.0,5.0,1.0,0.0,9.0,11.0,10.0,20.0,5.0,6.0,1.0,,,,,,90.0,55.0,7.3,15.0,0.137569,0,,6.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499317,home,Fiorentina,Pietro Comuzzo,Pietro Comuzzo,,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,,1210848,EUR,1108857600,D,15,15,False,33.0,27.0,4.0,1.0,0.0,24.0,27.0,3.0,6.0,4.0,1.0,3.0,,,,,,90.0,45.0,6.7,6.0,0.00190239,0,,,,2.0,,,,4.0,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
12499317,home,Fiorentina,Luca Ranieri,,,luca-ranieri,L. Ranieri,D,6,187,1115,M,,893998,EUR,924825600,D,6,6,False,24.0,21.0,5.0,4.0,0.0,17.0,19.0,4.0,5.0,2.0,2.0,1.0,,,,,,90.0,35.0,6.7,3.0,0.00319677,0,,,,4.0,,,,6.0,2.0,1.0,,,1.0,,,3.0,1.0,True,1.0,,,,,,,,,,,,,,,,,
12499317,home,Fiorentina,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,D,21,21,False,27.0,21.0,4.0,2.0,1.0,7.0,9.0,14.0,20.0,6.0,2.0,1.0,,,,,,90.0,50.0,7.3,10.0,0.0588783,0,,2.0,,2.0,,,,5.0,,1.0,1.0,,1.0,,2.0,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,
12499317,home,Fiorentina,Danilo Cataldi,,,danilo-cataldi,D. Cataldi,M,32,180,952,M,,317301,EUR,776131200,M,32,32,False,25.0,23.0,2.0,,0.0,10.0,10.0,13.0,15.0,,2.0,,,,,,,67.0,29.0,6.7,4.0,0.00931221,1,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,0.0288,,,,,,,,,,,,,,
12499317,home,Fiorentina,Yacine Adli,,,yacine-adli,Y. Adli,M,29,187,3790,M,adliyacine,859024,EUR,964828800,M,29,29,False,41.0,35.0,4.0,1.0,0.0,13.0,16.0,22.0,25.0,4.0,7.0,1.0,,,,,,77.0,48.0,7.4,6.0,0.0187321,1,,,,1.0,1.0,,,2.0,,,3.0,1.0,,,,,,,,,,0.0239,1.0,1.0,0.3906,,,,,,,,,,,
12499317,home,Fiorentina,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,23,23,False,11.0,11.0,1.0,1.0,0.0,5.0,5.0,6.0,9.0,2.0,1.0,1.0,,,,,,89.0,24.0,6.7,6.0,0.0152335,4,,3.0,,7.0,1.0,2.0,,,,,1.0,,2.0,,,2.0,,,,,,0.1787,,,,4.0,1.0,,,,,,,,,
12499317,home,Fiorentina,Albert Guðmundsson,,,albert-gudmundsson,A. Guðmundsson,F,10,178,3691,M,,804909,EUR,866332800,M,10,10,False,22.0,16.0,,,0.0,4.0,6.0,12.0,17.0,3.0,6.0,2.0,,,,,,77.0,29.0,7.3,7.0,0.00706352,1,,1.0,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,0.0589,1.0,1.0,0.2521,,,,,,,,,,,
12499317,home,Fiorentina,Edoardo Bove,,,edoardo-bove,E. Bove,M,15,181,2073,M,,986352,EUR,1021507200,M,4,4,False,31.0,26.0,,,0.0,14.0,14.0,12.0,18.0,10.0,4.0,4.0,,,,,,90.0,45.0,6.9,7.0,0.0080047,0,,1.0,,7.0,4.0,,,1.0,,,4.0,3.0,2.0,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,
12499317,home,Fiorentina,Moise Kean,,,moise-kean,M. Kean,F,20,183,15084,M,moise_kean,835601,EUR,951696000,F,20,20,False,9.0,8.0,,,1.0,3.0,3.0,5.0,7.0,8.0,1.0,2.0,,,,,,90.0,31.0,6.3,6.0,0.0149776,5,,1.0,,9.0,1.0,4.0,3.0,2.0,,,,,3.0,,2.0,3.0,3.0,,1.0,,,1.1762,1.0,,0.7597,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,
12499317,home,Fiorentina,Amir Richardson,Amir Richardson,,amir-richardson,A. Richardson,M,25,195,11630,M,ami2r,1121333,EUR,1011830400,M,24,24,True,7.0,7.0,,,0.0,3.0,3.0,4.0,4.0,4.0,,2.0,,,,,,23.0,14.0,6.9,,0.00905785,0,,,,1.0,1.0,,,3.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
12499317,home,Fiorentina,Cristiano Biraghi,,,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,,122848,EUR,715305600,D,3,3,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,,,,,,13.0,4.0,6.5,,0.0002482,0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12499317,home,Fiorentina,Christian Kouamé,,,christian-kouame,C. Kouamé,F,31,185,2375,M,christianmichael.11,812946,EUR,881366400,F,99,99,True,7.0,5.0,,,0.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,,,,,,13.0,15.0,6.5,4.0,0.00312317,0,,,,7.0,,,,1.0,,,1.0,1.0,1.0,,,4.0,,,,,,,,,,,,2.0,,,,,,,,
