match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_unsuccessfulTouch,stat_totalCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_accurateCross,player_sofascoreId,captain,stat_bigChanceCreated,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_ownGoals
13472613,home,Santos,Gabriel Brazão,,,gabriel-brazao,G. Brazão,G,77,191.0,3074,M,905448,EUR,970704000,G,77,77,False,15.0,11.0,7.0,3.0,0.0,9.0,9.0,2.0,6.0,3.0,1.0,2.0,90.0,18.0,7.1,5.0,0.00014687,6.3805193074704,2.0,2.205,1.26,0,0.4581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472613,home,Santos,Igor Vinícius,,,igor-vinicius,I. Vinícius,D,18,173.0,1630,M,840119,EUR,859939200,D,18,18,False,32.0,25.0,1.0,,0.0,9.0,10.0,16.0,22.0,3.0,,,90.0,52.0,7.9,7.0,0.0103029,230.2342283034,23.0,132.72,34.44,1,,1.0,3.0,8.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,2.0,0.038,,,,,,,,,,,,,,,,,,,,,
13472613,home,Santos,Adonis Frías,,,adonis-frias,A. Frías,D,98,189.0,703,M,940699,EUR,890092800,D,98,98,False,30.0,30.0,,,0.0,22.0,22.0,8.0,8.0,4.0,,,90.0,43.0,7.6,,0.0188482,106.20790468976,10.0,48.195,31.5,0,,,2.0,2.0,1.0,,,,3.0,3.0,2.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13472613,home,Santos,Zé Ivaldo,,,ze-ivaldo,Z. Ivaldo,D,2,185.0,1464,M,844602,EUR,856483200,D,27,27,False,40.0,35.0,4.0,1.0,0.0,28.0,30.0,7.0,10.0,5.0,,,90.0,50.0,6.8,8.0,0.00380839,87.71895667575,15.0,0.83999999999998,5.46,0,,2.0,6.0,1.0,,,,,4.0,1.0,,,,,1.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,
13472613,home,Santos,Souza,Souza,,souza,Souza,D,33,179.0,2869,M,1482340,EUR,1150416000,D,33,33,False,38.0,35.0,,,0.0,16.0,17.0,19.0,21.0,3.0,,,90.0,72.0,7.7,15.0,0.0193165,131.28972414432,16.0,92.4,37.695,1,,,3.0,6.0,,3.0,1.0,,3.0,2.0,1.0,1.0,2.0,0.0192,,1.0,2.0,2.0,,3.0,7.0,1.0,0.056,,,,,,,,,,,,
13472613,home,Santos,Willian Arão,,,willian-arao,Willian Arão,M,15,181.0,1888,M,242213,EUR,700358400,M,15,15,False,23.0,21.0,6.0,6.0,0.0,11.0,12.0,10.0,11.0,4.0,,,61.0,31.0,7.1,2.0,0.00512349,76.424931770976,10.0,41.37,12.075,1,,2.0,4.0,5.0,1.0,,,,,,1.0,,3.0,0.1107,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,
13472613,home,Santos,João Schmidt,,,joao-schmidt,J. Schmidt,M,5,183.0,1085,M,244591,EUR,737769600,M,5,5,False,59.0,52.0,7.0,6.0,0.0,23.0,25.0,29.0,34.0,12.0,,,90.0,83.0,8.9,9.0,0.113969,102.18150063846,17.0,31.71,13.335,2,,1.0,3.0,9.0,,2.0,2.0,1.0,1.0,7.0,4.0,3.0,1.0,0.1926,1.0,2.0,,2.0,,2.0,,1.0,0.6349,,,1.0,,,,,,,,,
13472613,home,Santos,Álvaro Barreal,,,alvaro-barreal,Á. Barreal,M,22,172.0,2811,M,949687,EUR,966470400,M,22,22,False,27.0,24.0,4.0,2.0,0.0,6.0,7.0,18.0,20.0,3.0,,,76.0,49.0,6.9,14.0,0.20182,94.74236545359,12.0,36.225,21.42,1,,,3.0,3.0,,2.0,,1.0,1.0,,2.0,,1.0,0.0258,,,2.0,,1.0,4.0,5.0,,,,,,2.0,,,,,,,,
13472613,home,Santos,Neymar,,,neymar,Neymar,F,10,175.0,1009791,M,124712,EUR,697248000,M,10,10,False,37.0,28.0,,,1.0,6.0,6.0,22.0,31.0,1.0,,,89.0,58.0,9.2,16.0,0.160046,213.59099518314,25.0,39.48,11.445,7,,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,0.5158,,,4.0,,1.0,,6.0,3.0,0.9722,3.0,,1.0,1.0,Neymar,True,,,,,,
13472613,home,Santos,Guilherme,,,guilherme,Guilherme,M,11,178.0,3515,M,844605,EUR,797731200,M,11,11,False,24.0,18.0,3.0,2.0,1.0,5.0,5.0,13.0,19.0,2.0,,,60.0,46.0,7.5,14.0,0.0674618,238.46701677444,22.0,149.94,39.585,1,,2.0,8.0,5.0,,6.0,1.0,,1.0,4.0,,,3.0,0.0595,,1.0,3.0,1.0,,2.0,1.0,1.0,0.0321,,,,,,,1.0,,,,,
