match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_fouls,stat_keyPass,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,captain,stat_accurateCross,stat_wasFouled,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_clearanceOffLine,stat_errorLeadToAShot,stat_totalOffside
12421104,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,38.0,34.0,8.0,4.0,0.0,33.0,34.0,1.0,4.0,1.0,7.0,1.0,1.0,3.0,7.0,90.0,53.0,6.9,4.0,0.00029234,0,0.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421104,home,KVC Westerlo,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180,747,M,1144138,EUR,1035849600,D,5,5,False,25.0,22.0,1.0,1.0,0.0,11.0,12.0,11.0,15.0,4.0,6.0,1.0,,,,58.0,51.0,6.5,11.0,0.00615911,0,,2.0,1.0,5.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12421104,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193,768,M,997153,EUR,1049241600,D,40,40,False,78.0,64.0,15.0,5.0,0.0,51.0,55.0,13.0,24.0,7.0,2.0,2.0,,,,90.0,86.0,6.2,16.0,0.0527221,0,,1.0,5.0,7.0,,,,3.0,,,1.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12421104,home,KVC Westerlo,Luka Vušković,,,luka-vuskovic,L. Vušković,D,44,193,11576,M,1405212,EUR,1172275200,D,44,44,False,41.0,35.0,5.0,3.0,0.0,24.0,25.0,11.0,16.0,3.0,6.0,,,,,90.0,45.0,6.7,6.0,0.0237283,1,,,3.0,3.0,,,,1.0,1.0,,,1.0,1.0,1.0,lukavuskovic,1.0,1.0,0.0408,0.0827,,,,,,,,,,,,,,,,,
12421104,home,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185,329,M,1130011,EUR,1048636800,D,25,25,False,25.0,14.0,4.0,,0.0,3.0,5.0,11.0,20.0,6.0,4.0,1.0,,,,90.0,48.0,6.7,17.0,0.00619143,2,,,3.0,5.0,1.0,2.0,2.0,2.0,,1.0,4.0,1.0,2.0,2.0,,1.0,1.0,0.1402,,1.0,,,,,,,,,,,,,,,,
12421104,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186,202,M,1149123,EUR,1107216000,M,46,46,False,12.0,8.0,,,0.0,2.0,5.0,6.0,7.0,4.0,,3.0,,,,73.0,23.0,6.4,8.0,0.00824155,1,,,,4.0,2.0,2.0,1.0,,,,,,1.0,1.0,,,,0.0355,,,1.0,2.0,,,,,,,,,,,,,,
12421104,home,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177,454,M,846087,EUR,950227200,M,34,34,False,27.0,20.0,6.0,2.0,0.0,8.0,10.0,15.0,22.0,4.0,4.0,2.0,,,,90.0,43.0,7.1,10.0,0.157346,0,,5.0,1.0,8.0,1.0,,,1.0,,5.0,,1.0,3.0,1.0,,3.0,,,,,,1.0,True,3.0,1.0,,,,,,,,,,,
12421104,home,KVC Westerlo,Adedire Mebude,Adedire Mebude,,adedire-mebude,A. Mebude,F,17,179,339,M,1144096,EUR,1085702400,M,47,47,False,20.0,16.0,,,0.0,5.0,9.0,11.0,12.0,7.0,6.0,,,,,90.0,40.0,6.9,13.0,0.0190094,1,,1.0,,4.0,,3.0,2.0,,,,5.0,1.0,,1.0,,2.0,1.0,0.0914,0.0521,,,,,,5.0,,,,,,,,,,,
12421104,home,KVC Westerlo,Alfie Devine,,,alfie-devine,A. Devine,M,21,182,1496,M,1049459,EUR,1091318400,M,10,10,False,33.0,26.0,4.0,,0.0,13.0,16.0,13.0,18.0,2.0,8.0,,,,,90.0,42.0,6.2,11.0,0.025568,2,,1.0,,4.0,1.0,4.0,2.0,1.0,,,,,1.0,,,,1.0,0.3893,0.3666,,1.0,,,,,1.0,,,,,,,,,,
12421104,home,KVC Westerlo,Allahyar Sayyadmanesh,,,allahyar-sayyadmanesh,A. Sayyadmanesh,M,7,182,1519,M,905474,EUR,993772800,M,7,7,False,13.0,6.0,1.0,,0.0,4.0,4.0,3.0,11.0,10.0,,3.0,,,,90.0,36.0,7.2,15.0,0.0133326,4,,2.0,5.0,5.0,2.0,1.0,1.0,1.0,,1.0,3.0,,1.0,,,2.0,1.0,1.2699,0.9235,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
