match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_wasFouled,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_challengeLost,stat_errorLeadToAShot,stat_outfielderBlock,stat_hitWoodwork
14109710,home,Fenerbahçe,Ederson,ederson,Ederson,G,31,188,48446,M,Ederson93,254491,EUR,745545600,G,31,31,False,16.0,14.0,3.0,1.0,0.0,13.0,13.0,1.0,3.0,8.0,2.0,1.0,1.0,90.0,24.0,6.9,2.0,0.00025904,0.3609,0,-0.0982,0.04,0.01,-0.15,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109710,home,Fenerbahçe,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7755,M,nelsonsemedo50,252821,EUR,753408000,D,27,27,False,40.0,35.0,2.0,,0.0,16.0,18.0,19.0,22.0,5.0,,,,68.0,57.0,6.6,8.0,0.0497048,,0,,0.27,0.18,-0.2,,1.0,1.0,2.0,4.0,5.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14109710,home,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187,9862,M,milanskriniar,187205,EUR,792460800,D,37,37,False,60.0,58.0,5.0,3.0,0.0,39.0,40.0,19.0,20.0,5.0,,,,90.0,72.0,6.5,3.0,0.00667977,,2,,0.15,0.16,-0.27,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,True,1.0,1.0,6.0,0.0342,-0.23,,,,,,,,,,,,,
14109710,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,,1048324,EUR,988243200,D,24,24,False,66.0,64.0,4.0,3.0,0.0,36.0,36.0,28.0,30.0,3.0,,,,90.0,76.0,6.7,2.0,0.0118725,,1,,0.28,0.23,-0.32,,,,1.0,2.0,6.0,,2.0,2.0,,1.0,,,1.0,,,,1.0,3.0,0.0248,-0.13,Jayden Oosterwolde,,2.0,1.0,,,,,,,,,
14109710,home,Fenerbahçe,Levent Mercan,munir-levent-mercan,L. Mercan,D,22,176,1693,M,,1085938,EUR,976406400,D,22,22,False,51.0,49.0,6.0,4.0,0.0,21.0,22.0,28.0,29.0,6.0,,,,85.0,69.0,6.8,8.0,0.0328793,,1,,0.21,0.18,-0.36,,2.0,,,1.0,5.0,,,,3.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,0.0256,-0.03,,,1.0,3.0,,,,,,,,,
14109710,home,Fenerbahçe,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10871,M,EdsonAlvarez19,847151,EUR,877651200,M,11,11,False,66.0,62.0,3.0,3.0,0.0,22.0,23.0,40.0,43.0,5.0,,,,85.0,79.0,7.2,7.0,0.0995598,,2,,0.44,0.3,-0.17,,,,2.0,6.0,5.0,,1.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,,1.0,,1.0,0.1158,-0.03,,,,,1.0,0.0788,,,,,,,
14109710,home,Fenerbahçe,Dorgeles Nene,nene-dorgeles,D. Nene,F,45,174,10361,M,d.nene10,1102788,EUR,1040601600,M,45,45,False,19.0,17.0,,,0.0,5.0,5.0,12.0,14.0,2.0,,,,61.0,29.0,8.7,6.0,0.0875962,,2,,0.26,0.03,-0.04,,2.0,1.0,,3.0,2.0,,,,,1.0,1.0,3.0,3.0,2.0,,,,,0.6744,0.87,Nene Dorgeles,,1.0,,2.0,1.4152,2.0,,,,,,
14109710,home,Fenerbahçe,Marco Asensio,marco-asensio,M. Asensio,F,21,182,31813,M,marcoasensio10,361004,EUR,822182400,M,21,21,False,44.0,42.0,2.0,2.0,0.0,9.0,10.0,33.0,34.0,4.0,,,,90.0,59.0,8.0,7.0,0.113378,,5,,0.28,0.51,-0.11,,5.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,,1.0,2.0,,0.2261,0.45,,,1.0,,2.0,0.4492,1.0,,,,,,
14109710,home,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,fred08,243623,EUR,731289600,M,7,7,False,67.0,59.0,1.0,1.0,2.0,16.0,17.0,43.0,50.0,9.0,,,,90.0,82.0,8.0,12.0,0.578303,,5,,0.66,0.39,-0.1,,2.0,,,3.0,4.0,,3.0,2.0,1.0,,,1.0,2.0,4.0,,2.0,2.0,,0.4649,0.06,,,,2.0,1.0,0.4327,,2.0,1.0,,,,
14109710,home,Fenerbahçe,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,9,9,False,41.0,37.0,1.0,1.0,1.0,11.0,11.0,26.0,30.0,3.0,,,,90.0,65.0,8.6,18.0,0.201624,,2,,0.65,0.08,-0.16,,6.0,,,3.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,,3.0,,,,,0.1182,0.51,,,,1.0,2.0,0.3498,1.0,1.0,,1.0,,,
14109710,home,Fenerbahçe,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191,20484,M,AndersonTalisca,329245,EUR,760060800,F,94,94,False,14.0,9.0,,,1.0,1.0,2.0,8.0,12.0,,,,,61.0,25.0,6.4,6.0,0.0593945,,6,,0.27,0.3,-0.03,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,3.0,3.0,1.0,0.4956,-0.83,,,,,,,,,1.0,1.0,,,
14109710,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,True,20.0,15.0,,,0.0,6.0,7.0,9.0,13.0,1.0,,,,29.0,24.0,6.2,7.0,0.00915233,,0,,-0.24,0.06,-0.08,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,
14109710,home,Fenerbahçe,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34492,M,ennesyri15,846470,EUR,865123200,F,19,19,True,9.0,8.0,1.0,1.0,0.0,4.0,4.0,4.0,5.0,,,,,29.0,10.0,6.2,1.0,0.0225594,,1,,-0.19,0.01,0.0,,,,3.0,3.0,,,,,,,,,,,,,1.0,,0.0291,-0.09,,,,,,,,,,,,,
