match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,stat_hitWoodwork,stat_wonTackle,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_totalOffside,player_sofascoreId,captain,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_lastManTackle,stat_penaltyConceded,stat_penaltyFaced
14572750,home,Basel,Marwin Hitz,marwin-hitz,M. Hitz,G,1,193,373,M,37813,EUR,558921600,G,1,1,False,23.0,21.0,3.0,1.0,0.0,21.0,22.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,6.0,90.0,33.0,7.7,2.0,8.12e-05,0.8994,0,0.6031,0.03,0.02,-0.03,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572750,home,Basel,Nicolas Vouilloz,vouilloz-nicolas,N. Vouilloz,D,3,184,98,M,965668,EUR,989539200,D,3,3,False,48.0,38.0,4.0,3.0,0.0,15.0,18.0,30.0,,1.0,3.0,5.0,,,,76.0,70.0,6.2,17.0,0.0229638,,0,,0.0,-0.47,-0.16,,23.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14572750,home,Basel,Adrian Leon Barišić,adrian-leon-barisic,A. L. Barišić,D,37,191,1032,M,959592,EUR,995500800,D,26,26,False,53.0,48.0,3.0,2.0,0.0,30.0,31.0,22.0,4.0,5.0,7.0,5.0,,,,90.0,69.0,6.5,6.0,0.0075234,,1,,0.22,0.16,-0.15,,18.0,,3.0,7.0,1.0,,1.0,,3.0,1.0,1.0,2.0,1.0,0.1532,-0.29,,,,,,,,,,,,,,,,,,,,
14572750,home,Basel,Flavius Daniliuc,flavius-daniliuc,F. Daniliuc,D,24,186,441,M,901885,EUR,988329600,D,24,24,False,69.0,65.0,1.0,1.0,0.0,38.0,38.0,31.0,2.0,5.0,2.0,12.0,,,,90.0,79.0,7.1,7.0,0.0473635,,0,,0.21,0.27,0.16,,27.0,,2.0,5.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
14572750,home,Basel,Moussa Cissé,moussa-cisse,M. Cissé,D,29,177,93,M,1139245,EUR,1051488000,D,29,29,False,49.0,39.0,5.0,4.0,0.0,15.0,18.0,31.0,1.0,7.0,,5.0,,,,90.0,73.0,6.8,14.0,0.0297433,,1,,-0.04,0.14,-0.05,,24.0,1.0,,6.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,5.0,0.0305,-0.07,,,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,
14572750,home,Basel,Metinho,metinho,Metinho,M,5,178,959,M,1106148,EUR,1051056000,M,5,5,False,86.0,80.0,2.0,,0.0,19.0,19.0,67.0,,7.0,1.0,6.0,,,,90.0,106.0,7.4,11.0,0.101029,,3,,0.37,0.37,-0.03,,61.0,,2.0,4.0,1.0,1.0,4.0,3.0,,,,2.0,4.0,0.1211,-0.51,Metinho,,,,,2.0,1.0,2.0,0.2477,1.0,,,,,,,,,,
14572750,home,Basel,Leo Leroy,leo-leroy,L. Leroy,M,22,185,167,M,976001,EUR,950486400,M,22,22,False,60.0,51.0,4.0,3.0,0.0,10.0,12.0,48.0,2.0,7.0,,5.0,,,,62.0,78.0,7.8,12.0,0.242177,,3,,0.67,0.3,-0.06,,41.0,3.0,1.0,4.0,,2.0,1.0,,2.0,,,1.0,4.0,0.0927,-0.19,,,,1.0,,3.0,1.0,2.0,0.1202,,2.0,,,,,,,,,
14572750,home,Basel,Bénie Traoré,benie-traore,B. Traore,M,11,172,1375,M,1099792,EUR,1038614400,M,11,11,False,25.0,15.0,,,0.0,1.0,2.0,23.0,,4.0,1.0,2.0,,,,76.0,49.0,6.1,21.0,0.111808,,1,,0.17,0.03,0.13,,14.0,,,11.0,,7.0,2.0,1.0,2.0,,,1.0,2.0,0.078,0.02,Benie Traore,,3.0,1.0,,2.0,,1.0,,2.0,,1.0,,,,,,,,
14572750,home,Basel,Xherdan Shaqiri,xherdan-shaqiri,X. Shaqiri,M,10,169,6845,M,65953,EUR,687052800,M,10,10,False,65.0,47.0,7.0,2.0,1.0,6.0,7.0,58.0,1.0,4.0,,4.0,,,,90.0,94.0,9.6,31.0,0.784691,,9,,1.0,0.57,-0.06,,41.0,7.0,,7.0,,,1.0,3.0,1.0,,,,,2.2157,0.45,,,6.0,,,,4.0,5.0,1.9166,4.0,2.0,,shaqirixherdan,True,2.0,2.0,,,,
14572750,home,Basel,Marin Šotiček,marin-soticek,M. Šotiček,M,19,183,848,M,1163364,EUR,1095465600,M,19,19,False,22.0,18.0,1.0,1.0,0.0,2.0,2.0,20.0,,4.0,,3.0,,,,62.0,39.0,6.8,11.0,0.0531315,,1,,0.01,0.39,-0.06,,16.0,,,6.0,,8.0,2.0,,1.0,1.0,,,1.0,0.0963,0.0,Marin Soticek,,,3.0,,1.0,,,,1.0,,,,,,,,,,
