match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_aerialLost,stat_shotOffTarget,stat_errorLeadToAShot,stat_fouls,stat_interceptionWon,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,player_sofascoreId,stat_accurateCross,stat_totalOffside,stat_goalAssist,stat_goals
10390046,home,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,24.0,15.0,15.0,7.0,13.0,16.0,2.0,8.0,1.0,6.0,1.0,1.0,1.0,90.0,29.0,5.8,10.0,0.0,0.0,0.00236683,0,-1.5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390046,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,796279,EUR,907027200,D,23,23,False,46.0,38.0,2.0,1.0,19.0,23.0,19.0,24.0,1.0,4.0,,,,90.0,70.0,6.4,12.0,0.0,0.0,0.0119622,0,,,,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
10390046,home,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,55.0,48.0,13.0,10.0,39.0,45.0,9.0,10.0,2.0,6.0,,,,90.0,60.0,6.2,7.0,0.043,0.0,0.00430387,1,,,,,2.0,3.0,2.0,,,,,,,,True,1.0,1.0,1.0,2.0,,,,,,,,,,
10390046,home,Nice,Mattia Viti,mattia-viti,M. Viti,D,2,190,528,M,1009268,EUR,1011830400,D,42,42,False,43.0,39.0,3.0,1.0,32.0,33.0,7.0,10.0,2.0,4.0,,,,90.0,52.0,6.4,5.0,0.0019,0.0,0.00271377,1,,,,,2.0,2.0,3.0,,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,
10390046,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,D,26,26,False,32.0,26.0,1.0,,16.0,20.0,10.0,12.0,2.0,4.0,,,,58.0,45.0,6.1,8.0,0.0,0.0,0.00985729,0,,,,,1.0,3.0,1.0,1.0,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,
10390046,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,804472,EUR,852595200,M,8,8,False,37.0,34.0,6.0,5.0,13.0,14.0,21.0,23.0,2.0,2.0,,,,90.0,42.0,6.8,3.0,0.0,0.0,0.10177,0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,3.0,,,,,,,,
10390046,home,Nice,Alexis Beka Beka,beka-beka-alexis,A. B. Beka,M,6,175,378,M,1001456,EUR,985824000,M,21,21,False,33.0,26.0,3.0,2.0,18.0,23.0,8.0,10.0,,8.0,1.0,,,58.0,49.0,7.1,10.0,0.0682,0.3798,0.021594,2,,,,,1.0,4.0,6.0,,2.0,1.0,1.0,1.0,3.0,2.0,,,,,2.0,4.0,1.0,1.0,1.0,1.0,,,,,
10390046,home,Nice,Nicolas Pépé,nicolas-pepe,N. Pépé,F,19,183,12582,M,593526,EUR,801705600,M,29,29,False,41.0,37.0,1.0,1.0,17.0,18.0,21.0,28.0,1.0,6.0,1.0,,,90.0,69.0,7.2,11.0,0.5196,0.2757,0.0922715,6,,,,5.0,,2.0,8.0,,1.0,1.0,,,2.0,1.0,,,1.0,,,,3.0,1.0,4.0,6.0,nicolas_pepe19,1.0,,,
10390046,home,Nice,Rareș Ilie,rares-ilie,R. Ilie,M,10,186,681,M,1092074,EUR,1050710400,M,18,18,False,10.0,7.0,,,7.0,7.0,,3.0,,1.0,1.0,,,45.0,20.0,6.0,8.0,0.1543,0.0,2.23469e-05,2,,,,,,5.0,2.0,1.0,3.0,1.0,,,2.0,2.0,,,1.0,,,,,,1.0,,,,,,
10390046,home,Nice,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,875,M,822877,EUR,897091200,M,10,10,False,19.0,15.0,1.0,,7.0,10.0,8.0,9.0,,1.0,1.0,,,45.0,31.0,6.7,7.0,0.0275,0.0,0.0192463,1,,,,,2.0,2.0,6.0,,2.0,,,,2.0,1.0,,,1.0,,,2.0,1.0,,,2.0,,,,,
