match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_wonContest,stat_wasFouled,stat_outfielderBlock,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,stat_goalAssist
11399395,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,True,42.0,25.0,29.0,13.0,15.0,19.0,10.0,23.0,19.0,3.0,3.0,5.0,1.0,1.0,90.0,60.0,7.9,17.0,0.0109055,0,0.6892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,,45.0,35.0,3.0,,14.0,18.0,22.0,32.0,4.0,,,,,,90.0,84.0,7.0,21.0,0.112805,0,,,,5.0,1.0,1.0,5.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,,66.0,55.0,11.0,7.0,37.0,43.0,18.0,23.0,5.0,,,,,,90.0,88.0,7.4,14.0,0.0106103,0,,,,,,2.0,4.0,11.0,1.0,2.0,9.0,3.0,3.0,3.0,2.0,,,,6.0,1.0,2.0,,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,3,3,False,,71.0,58.0,8.0,3.0,32.0,37.0,26.0,34.0,5.0,,,,,,90.0,85.0,6.8,14.0,0.0148583,0,,,,,,2.0,5.0,6.0,,2.0,4.0,1.0,2.0,1.0,,2.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Aaron Meijers,aaron-meijers,A. Meijers,D,14,176,30,M,32386,EUR,562377600,D,28,28,False,,57.0,45.0,9.0,3.0,28.0,31.0,17.0,32.0,3.0,,,,,,90.0,87.0,6.9,21.0,0.118399,0,,Aaron,Meijers,6.0,,3.0,5.0,5.0,,,2.0,1.0,4.0,3.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Godfried Roemeratoe,godfried-roemeratoe,G. Roemeratoe,M,6,178,106,M,825849,EUR,935020800,M,24,24,False,,28.0,21.0,1.0,1.0,9.0,15.0,12.0,13.0,7.0,,,,,,81.0,44.0,7.0,11.0,0.0225035,0,,,,,,,2.0,8.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,,,,3.0,,,1.0,1.0,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,6,6,False,,34.0,23.0,2.0,,10.0,15.0,13.0,19.0,5.0,,,,,,90.0,46.0,6.2,16.0,0.0191394,1,,,,,,1.0,8.0,9.0,1.0,3.0,1.0,,2.0,,2.0,4.0,,,6.0,1.0,1.0,,,1.0,0.0288,,,,,,,,,,
11399395,home,RKC Waalwijk,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,M,7,7,False,,20.0,17.0,2.0,,2.0,2.0,15.0,20.0,4.0,,,,,,57.0,46.0,6.8,15.0,0.0857652,0,,,,2.0,,1.0,9.0,9.0,4.0,8.0,,,1.0,1.0,2.0,,,2.0,,,4.0,4.0,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Reuven Niemeijer,reuven-niemeijer,R. Niemeijer,M,10,178,46,M,846202,EUR,796262400,M,27,27,False,,23.0,13.0,1.0,1.0,2.0,4.0,11.0,19.0,5.0,,,,,,89.0,34.0,6.9,13.0,0.286156,1,,,,,,2.0,7.0,3.0,,3.0,2.0,,1.0,1.0,1.0,1.0,,,,3.0,2.0,,,,0.0357,1.0,,,,,,,,,
11399395,home,RKC Waalwijk,Chris Lokesa,lokesa-chris,C. Lokesa,M,5,175,140,M,1126518,EUR,1099785600,M,14,14,False,,29.0,24.0,3.0,2.0,6.0,8.0,18.0,21.0,4.0,,,,,,90.0,46.0,6.7,8.0,0.0332289,1,,,,,,,7.0,6.0,,3.0,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,,,0.0192,1.0,,,,,,,,,
11399395,home,RKC Waalwijk,David Min,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,False,,13.0,7.0,,,2.0,3.0,5.0,10.0,3.0,,,,,,81.0,30.0,6.9,11.0,0.015044,2,,,,,,,5.0,8.0,2.0,2.0,1.0,,2.0,1.0,2.0,,,,2.0,2.0,1.0,3.0,,,0.1162,2.0,,,,,,,,,
11399395,home,RKC Waalwijk,Richonell Margaret,richonell-margaret,R. Margaret,F,18,191,393,M,973716,EUR,968284800,F,19,19,True,,4.0,3.0,,,,,4.0,5.0,2.0,,,,,,33.0,12.0,6.2,6.0,0.0186987,1,,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,2.0,2.0,,,,1.0,,1.0,,1.0,0.0159,,,,,,,,,,
11399395,home,RKC Waalwijk,Ilias Takidine,ilias-takidine,I. Takidine,F,29,171,223,M,996984,EUR,981331200,F,22,22,True,,5.0,4.0,,,1.0,1.0,3.0,4.0,1.0,,,,,,9.0,11.0,6.3,4.0,0.0116788,0,,,,,,,2.0,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,True,,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,,,,9.0,4.0,6.5,1.0,0.00356777,0,,,,,,5.0,6.0,2.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Filip Stevanović,filip-stevanovic,F. Stevanović,F,80,177,762,M,966503,EUR,1032825600,F,10,10,True,,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,9.0,4.0,6.5,1.0,0.00532674,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Jeroen Houwen,jeroen-houwen,J. Houwen,G,,188,36,M,339367,EUR,824601600,G,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Mark Spenkelink,mark-spenkelink,M. Spenkelink,G,16,196,33,M,875466,EUR,854323200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399395,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
