match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_dispossessed,stat_accurateCross,stat_wonContest,stat_goals,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded,stat_totalOffside,stat_bigChanceCreated
11157237,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,41.0,38.0,7.0,4.0,36.0,38.0,2.0,3.0,1.0,1.0,6.0,1.0,3.0,5.0,1.0,1.0,1.0,90.0,50.0,8.3,3.0,0.0,0.0,0.00075764,0,1.1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157237,home,Brighton & Hove Albion,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,987650,EUR,1004659200,D,25,25,False,58.0,50.0,5.0,4.0,29.0,31.0,21.0,28.0,4.0,,10.0,1.0,,,,,,90.0,80.0,7.5,11.0,0.0519,0.0,0.0131581,1,,,,MoisesCaicedo55,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11157237,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191,505,M,216308,EUR,789177600,D,4,4,False,86.0,77.0,8.0,6.0,54.0,55.0,23.0,31.0,6.0,,7.0,,,,,,,90.0,92.0,7.3,10.0,0.1671,0.0878,0.0669039,2,,,,,,1.0,5.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11157237,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,105.0,92.0,10.0,5.0,73.0,75.0,19.0,30.0,2.0,1.0,11.0,1.0,,,,,,90.0,111.0,6.5,15.0,0.0,0.0,0.0120819,0,,,,,,2.0,,7.0,3.0,,,,,1.0,1.0,,,,1.0,1.0,True,1.0,,,,,,,,,,
11157237,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,40.0,33.0,3.0,2.0,17.0,20.0,16.0,21.0,4.0,1.0,6.0,,,,,,,90.0,51.0,7.6,8.0,0.0164,0.0452,0.019107,1,,,,pervisestupinan,1.0,,2.0,,,,,,1.0,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,
11157237,home,Brighton & Hove Albion,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,27,27,False,43.0,40.0,2.0,1.0,20.0,21.0,20.0,23.0,2.0,,6.0,1.0,,,,,,75.0,54.0,6.8,7.0,0.0,0.0,0.0152207,0,,,,billygilmour,1.0,1.0,,3.0,,1.0,,1.0,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,
11157237,home,Brighton & Hove Albion,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,895324,EUR,914457600,M,10,10,False,59.0,54.0,6.0,4.0,32.0,33.0,24.0,30.0,8.0,,12.0,3.0,,,,,,90.0,82.0,8.2,12.0,0.86,1.1489,0.106546,3,,,,Macca10,4.0,1.0,,4.0,,3.0,,,,3.0,,3.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,
11157237,home,Brighton & Hove Albion,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,False,26.0,21.0,1.0,1.0,8.0,10.0,15.0,19.0,3.0,,1.0,2.0,,,,,,63.0,43.0,6.6,9.0,0.038,0.0,0.0419748,2,,Facundo Buonanotte,,facubuonanotte_,3.0,,,7.0,4.0,3.0,,,1.0,,1.0,,2.0,,,1.0,,,2.0,1.0,,1.0,,,,,,
11157237,home,Brighton & Hove Albion,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,M,20,20,False,23.0,16.0,,,4.0,5.0,12.0,19.0,7.0,,2.0,2.0,,,,,,90.0,47.0,6.6,16.0,0.1932,0.0,0.0193604,5,,,,julioenciso.33,1.0,,1.0,8.0,,6.0,2.0,,,1.0,1.0,2.0,3.0,,1.0,1.0,,4.0,,3.0,,,,,,,,
11157237,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,20.0,14.0,4.0,3.0,6.0,8.0,8.0,13.0,7.0,,9.0,1.0,,,,,,90.0,44.0,7.3,15.0,0.6676,0.8658,0.0544984,5,,,,KaoruM,1.0,,2.0,3.0,,4.0,1.0,,3.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,,,,1.0,,,1.0,,,,,
