match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_fouls,stat_totalOffside,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_wonContest,captain,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalsPrevented
11406803,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,28,28,False,15.0,14.0,1.0,14.0,15.0,6.0,1.0,90.0,21.0,6.9,1.0,0.00010118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,False,59.0,48.0,10.0,21.0,24.0,3.0,,90.0,85.0,8.5,14.0,0.578777,1,6.0,27.0,37.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.1386,4.0,,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,,898815,EUR,911260800,D,31,31,False,83.0,78.0,9.0,40.0,42.0,6.0,,90.0,90.0,7.2,5.0,0.176426,0,8.0,38.0,41.0,,3.0,1.0,5.0,1.0,,,,,3.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,94.0,86.0,7.0,43.0,43.0,7.0,,90.0,102.0,7.7,8.0,0.0349741,1,2.0,43.0,51.0,,2.0,1.0,2.0,4.0,,,,,1.0,1.0,1.0,2.0,0.0313,,,,1.0,1.0,2.0,0.0694,,,,,,,,,,,,,
11406803,home,Bologna,Victor Kristiansen,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,,1092409,EUR,1039996800,D,15,15,False,52.0,46.0,4.0,20.0,23.0,2.0,,90.0,65.0,7.1,10.0,0.0364411,0,,26.0,32.0,3.0,2.0,,4.0,2.0,,,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,8,8,False,61.0,55.0,2.0,18.0,21.0,5.0,,90.0,76.0,6.9,9.0,0.0400573,3,,37.0,40.0,,,,5.0,2.0,3.0,,,1.0,,1.0,1.0,1.0,0.2603,,2.0,,,,3.0,,1.0,2.0,3.0,,,,,,,,,,
11406803,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,M,7,7,False,32.0,23.0,1.0,5.0,6.0,3.0,,90.0,61.0,7.7,24.0,0.894461,6,,21.0,39.0,13.0,,,4.0,4.0,,3.0,2.0,1.0,,1.0,1.0,2.0,0.8687,4.0,1.0,,5.0,,,1.731,2.0,,1.0,3.0,1.0,1.0,,,,,,,
11406803,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,,850891,EUR,852508800,M,20,20,False,47.0,46.0,3.0,18.0,19.0,5.0,,90.0,53.0,7.0,5.0,0.0518754,0,3.0,28.0,30.0,2.0,,1.0,3.0,2.0,3.0,,,,,,,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,,
11406803,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,,907152,EUR,935452800,M,19,19,False,28.0,27.0,1.0,11.0,12.0,1.0,,62.0,38.0,6.4,3.0,0.146578,3,1.0,16.0,16.0,,,,5.0,4.0,,,,1.0,,,,4.0,0.6655,,4.0,,1.0,,,0.5864,2.0,1.0,1.0,,1.0,,True,,,,,,
11406803,home,Bologna,Kacper Urbański,kacper-urbanski,K. Urbański,M,82,182,5357,M,kacper_urbanski10,1012383,EUR,1094515200,M,82,82,False,34.0,27.0,,8.0,9.0,5.0,,90.0,49.0,7.1,11.0,0.131464,0,,19.0,25.0,,,,4.0,4.0,,2.0,,,1.0,1.0,1.0,2.0,,2.0,1.0,,,,,,,,1.0,,2.0,1.0,,,,,,,
11406803,home,Bologna,Joshua Zirkzee,joshua-zirkzee,J. Zirkzee,F,11,193,26112,M,JZirkzee,917007,EUR,990489600,F,9,9,False,24.0,18.0,,4.0,4.0,4.0,,90.0,47.0,7.2,13.0,0.0245511,2,,14.0,20.0,,,,4.0,9.0,,7.0,,1.0,,2.0,1.0,2.0,0.1286,,,,,,,,,1.0,3.0,,2.0,5.0,,,,,,,
11406803,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,,944327,EUR,972432000,F,11,11,True,6.0,5.0,,2.0,2.0,1.0,,28.0,14.0,6.7,5.0,0.00653426,1,,3.0,6.0,2.0,,,2.0,2.0,,,,1.0,,,,2.0,0.0213,1.0,1.0,,,,,,,,,,1.0,,,,,,,,
11406803,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,,850952,EUR,942278400,G,34,34,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185,372,M,,14718,EUR,580348800,D,29,29,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Mihajlo Ilić,mihajlo-ilic,M. Ilić,D,15,192,608,M,,1193085,EUR,1054684800,D,4,4,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,706,M,,98212,EUR,751248000,D,22,22,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,,1067204,EUR,1042502400,M,80,80,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Tommaso Corazza,corazza-tommaso,T. Corazza,M,27,174,263,M,,1137366,EUR,1088467200,D,16,16,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406803,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
