match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_challengeLost,stat_blockedScoringAttempt,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goalAssist
11406783,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,26.0,12.0,21.0,7.0,6.0,6.0,6.0,20.0,12.0,1.0,1.0,2.0,3.0,90.0,34.0,6.5,15.0,0.00449592,0,-0.5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406783,home,Udinese,Nehuén Pérez,,,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,27.0,21.0,5.0,4.0,12.0,15.0,9.0,12.0,,,,,,89.0,48.0,7.4,6.0,0.00325717,0,,1.0,1.0,2.0,7.0,3.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11406783,home,Udinese,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,19.0,13.0,2.0,,11.0,12.0,2.0,7.0,3.0,,,,,90.0,39.0,7.1,8.0,0.00047432,1,,,1.0,2.0,5.0,4.0,1.0,4.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,0.1081,,,,,,,,,,,,,,,,
11406783,home,Udinese,Thomas Kristensen,Thomas Kristensen,,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,25.0,17.0,5.0,1.0,11.0,15.0,6.0,10.0,1.0,,,,,90.0,43.0,6.7,10.0,0.00302095,0,,2.0,2.0,4.0,2.0,8.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11406783,home,Udinese,Kingsley Ehizibue,,,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,9.0,7.0,3.0,1.0,4.0,6.0,3.0,3.0,2.0,,,,,70.0,27.0,6.7,4.0,0.00389683,1,,2.0,1.0,7.0,4.0,5.0,,,2.0,2.0,,1.0,3.0,1.0,,,0.0357,1.0,1.0,1.0,,,,,,,,,,,,,
11406783,home,Udinese,Walace,,,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,32.0,22.0,5.0,2.0,12.0,14.0,10.0,18.0,6.0,,,,,90.0,47.0,6.5,12.0,0.012945,0,,,,5.0,4.0,3.0,,,2.0,2.0,,2.0,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,
11406783,home,Udinese,Martín Payero,,,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,32,32,False,30.0,24.0,2.0,1.0,10.0,13.0,15.0,18.0,5.0,,,,,90.0,45.0,6.4,10.0,0.0422215,0,,,,5.0,4.0,1.0,1.0,,4.0,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,3.0,,,,,,,,,,
11406783,home,Udinese,Hassane Kamara,,,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,M,12,12,False,14.0,12.0,1.0,,3.0,4.0,9.0,14.0,6.0,,,,,70.0,37.0,6.6,13.0,0.00365772,0,,,,4.0,5.0,3.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,3.0,,,,,4.0,,4.0,3.0,1.0,,,,,,,,
11406783,home,Udinese,Lazar Samardžić,,,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,F,24,24,False,34.0,26.0,1.0,,11.0,11.0,16.0,27.0,6.0,,,,,90.0,49.0,7.2,13.0,0.268203,1,,2.0,,5.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,0.0162,,,3.0,4.0,1.0,2.0,1.0,,lakisamar10,1.0,,,,,,
11406783,home,Udinese,Roberto Pereyra,,,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,F,37,37,False,22.0,19.0,1.0,1.0,6.0,6.0,13.0,19.0,4.0,,,,,90.0,36.0,7.6,10.0,0.0454738,3,,,1.0,4.0,2.0,1.0,,1.0,1.0,1.0,,,,2.0,,1.0,0.3696,1.0,2.0,1.0,3.0,,1.0,,,,1.0,True,1.0,1.0,0.7158,,
11406783,home,Udinese,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,17,17,False,10.0,7.0,,,3.0,3.0,4.0,7.0,1.0,,,,,90.0,25.0,6.1,7.0,0.0205485,3,,7.0,2.0,10.0,4.0,,,,,,,2.0,3.0,1.0,1.0,2.0,0.1139,,,,,,,,1.0,,,,2.0,,0.7301,2.0,
11406783,home,Udinese,João Ferreira,,,joao-ferreira,J. Ferreira,D,13,185,384,M,976401,EUR,985219200,D,13,13,True,7.0,5.0,,,3.0,5.0,3.0,3.0,2.0,,,,,20.0,10.0,6.1,2.0,0.00170005,0,,1.0,,4.0,,1.0,,,,,,,2.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,
11406783,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,D,33,33,True,5.0,3.0,1.0,,,,4.0,6.0,,,,,,20.0,9.0,6.7,2.0,0.0162862,0,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
11406783,home,Udinese,Christian Kabasele,,,christian-kabasele,C. Kabasele,D,27,186,477,M,58351,EUR,667353600,D,27,27,True,,,,,,,,,,,,,,1.0,1.0,,,,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11406783,home,Udinese,Daniele Padelli,,,daniele-padelli,D. Padelli,G,93,191,196,M,2899,EUR,499046400,G,93,93,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
