match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_errorLeadToAShot,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_penaltyConceded,captain,stat_accurateCross,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,stat_penaltyMiss
14429139,home,Al-Shabab,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400.0,G,43,43,False,25.0,21.0,5.0,2.0,0.0,21.0,22.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,90.0,31.0,7.1,4.0,2.725e-05,0.525,0,1.0403,-0.02,-0.03,-0.08,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000.0,D,94,94,False,30.0,18.0,2.0,1.0,0.0,7.0,11.0,19.0,3.0,2.0,2.0,,,,,74.0,56.0,6.7,19.0,0.00695569,,0,,-0.03,0.11,-0.19,,Mubarak Abdul Rahman Al Rajeh,,11.0,2.0,2.0,7.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Mohammed Al Shwirekh,mohammed-al-shwirekh,M. A. Shwirekh,D,2,179.0,63,M,1519331,EUR,883612800.0,D,2,2,False,32.0,29.0,4.0,3.0,0.0,25.0,27.0,5.0,4.0,2.0,3.0,,,,,89.0,45.0,6.7,5.0,0.00166264,,0,,0.03,0.07,-0.37,,Mohammed Al Shwirekh,,4.0,,2.0,8.0,,,,2.0,,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,4,188.0,354,M,336813,EUR,762912000.0,D,4,4,False,45.0,37.0,6.0,1.0,0.0,29.0,31.0,14.0,4.0,1.0,4.0,,,,,90.0,50.0,6.0,10.0,0.00618073,,0,,0.09,0.08,-0.37,,,,8.0,,2.0,2.0,1.0,1.0,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200.0,D,31,31,False,23.0,20.0,1.0,,0.0,8.0,8.0,15.0,3.0,1.0,3.0,,,,,90.0,42.0,6.3,6.0,0.037044,,1,,0.07,0.01,-0.38,,Saad Yaslam Balobaid,,12.0,2.0,,4.0,,2.0,1.0,1.0,,2.0,2.0,,1.0,,,1.0,3.0,,1.0,0.0211,0.0535,-0.02,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Unai Hernández,unai-hernandez,U. Hernández,M,7,171.0,2275,M,1170547,EUR,1102982400.0,M,7,7,False,37.0,34.0,1.0,1.0,0.0,11.0,12.0,25.0,3.0,,7.0,,,,,90.0,64.0,7.1,14.0,0.0502419,,4,,0.1,0.3,-0.1,,Unai Hernandez,,23.0,4.0,,7.0,1.0,4.0,3.0,,1.0,1.0,,4.0,3.0,,,1.0,3.0,,2.0,0.3628,0.8099,0.11,1.0,1.0,1.0,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Yacine Adli,yacine-adli,Y. Adli,M,29,187.0,3775,M,859024,EUR,964828800.0,M,29,29,False,52.0,41.0,8.0,3.0,0.0,20.0,23.0,29.0,6.0,4.0,7.0,,,,,89.0,66.0,6.1,15.0,0.0458479,,2,,0.28,0.15,-0.63,,,,21.0,1.0,,4.0,,4.0,3.0,,2.0,1.0,,2.0,,,,1.0,1.0,,,0.0776,,-0.25,,1.0,1.0,adliyacine,1.0,,,,,,,,,,,,
14429139,home,Al-Shabab,Vincent Sierro,vincent-sierro,V. Sierro,M,14,184.0,459,M,794412,EUR,813110400.0,M,14,14,False,46.0,39.0,3.0,1.0,0.0,19.0,21.0,25.0,3.0,,3.0,,,,,90.0,59.0,7.0,10.0,0.0584481,,1,,0.32,0.13,-0.09,,,,20.0,1.0,2.0,5.0,,2.0,1.0,1.0,2.0,1.0,,,1.0,,,2.0,1.0,,1.0,0.0212,0.1938,-0.06,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800.0,M,10,10,False,25.0,20.0,2.0,2.0,0.0,5.0,5.0,20.0,5.0,1.0,4.0,,,,,90.0,54.0,7.9,17.0,0.0655387,,5,,-0.02,0.55,-0.18,,,,15.0,8.0,,8.0,,8.0,5.0,1.0,,,,2.0,3.0,,,2.0,,,3.0,0.9509,1.1005,0.28,,2.0,,yannickferreiracarrasco,,True,1.0,1.0,1.0,,,,,,,,
14429139,home,Al-Shabab,Josh Brownhill,josh-brownhill,J. Brownhill,M,8,179.0,822,M,358394,EUR,819331200.0,F,8,8,False,16.0,13.0,1.0,,0.0,5.0,5.0,11.0,1.0,1.0,2.0,,,,,52.0,19.0,6.5,3.0,0.0259397,,2,,0.05,0.05,0.13,,,,8.0,,,,,,,,,,,,,,,,1.0,,1.0,0.0836,0.0738,-0.09,,1.0,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Carlos Junior,carlos-junior,C. Junior,M,13,176.0,437,M,555624,EUR,808444800.0,F,13,13,False,6.0,6.0,,,0.0,,,6.0,3.0,2.0,1.0,,,,,52.0,14.0,6.5,4.0,0.00977681,,1,,-0.09,0.08,-0.06,,,,6.0,,1.0,3.0,,1.0,,,,1.0,1.0,3.0,1.0,,,,1.0,,,0.082,,-0.21,,,1.0,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800.0,F,22,22,True,7.0,4.0,1.0,,0.0,,2.0,5.0,6.0,,4.0,,,,,38.0,21.0,6.5,9.0,0.00812655,,1,,0.03,0.21,0.0,,Hammam Al-Hammami,,4.0,1.0,,4.0,3.0,4.0,3.0,,,1.0,1.0,1.0,,,,2.0,,,,0.0201,,-0.18,,,1.0,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Abdulaziz Al-Othman,abdulaziz-al-othman,A. Al-Othman,F,91,182.0,92,M,1884430,EUR,1073001600.0,F,91,91,True,9.0,4.0,,,0.0,1.0,2.0,7.0,2.0,,,,,,,38.0,12.0,6.5,5.0,0.00344936,,0,,-0.24,,-0.01,,Abdulaziz Al-Othman,,3.0,,1.0,4.0,,,,,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Faisal Al-Sibyani,faisal-al-sibyani,F. Al-Sibyani,M,6,172.0,54,M,1217924,EUR,1057536000.0,M,6,6,True,11.0,7.0,3.0,,0.0,4.0,6.0,5.0,2.0,2.0,,,,,,16.0,16.0,6.3,5.0,0.00125276,,0,,-0.03,0.0,-0.13,,,,3.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Abdullah Matuq,abdullah-matuq,A. Matuq,M,37,172.0,40,M,2031044,EUR,1049241600.0,F,37,37,True,5.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,,,,,,,,1.0,8.0,,,0.0830538,,0,,,,,,Abdullah Matuq,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
14429139,home,Al-Shabab,Majed Abdullah,majed-abdullah,M. Abdullah,F,19,186.0,45,M,1847479,EUR,1139788800.0,F,19,19,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,,,,1.0,3.0,,,0.00312054,,0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Abdulaziz Rahma,abdulaziz-rahma,A. Rahma,G,23,,20,M,1429802,EUR,1017964800.0,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Abdulaziz Rahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Mohammed Essa Harbush,mohammed-essa-harbush,M. E. Harbush,D,38,170.0,36,M,1201501,EUR,1051142400.0,D,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Mohammed Essa Harbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Sultan Al Anzi,sultan,Sultan,D,34,,11,M,2234431,EUR,1060214400.0,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429139,home,Al-Shabab,Nawaf Al Sadi,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400.0,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Nawaf Alsadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429139,away,Al-Kholood,Juan Cozzani,juan-cozzani,J. Cozzani,G,31,184.0,130,M,874969,EUR,907891200.0,G,31,31,False,20.0,11.0,12.0,3.0,0.0,10.0,10.0,10.0,1.0,,8.0,3.0,,1.0,7.0,90.0,34.0,7.3,9.0,0.00044335,0.6435,0,1.2315,0.07,0.0,-0.36,0.5,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,
14429139,away,Al-Kholood,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000.0,D,8,8,False,18.0,14.0,1.0,,0.0,7.0,8.0,10.0,2.0,,1.0,,,,,70.0,28.0,6.4,5.0,0.0043743,,0,,0.06,0.02,-0.15,,,,7.0,,,3.0,,,,1.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14429139,away,Al-Kholood,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2266,M,338991,EUR,746841600.0,D,5,5,False,34.0,27.0,5.0,,0.0,24.0,24.0,10.0,3.0,2.0,3.0,,,,,90.0,46.0,6.2,8.0,0.00173894,,1,,-0.03,0.09,-0.16,,,,3.0,,,1.0,1.0,1.0,1.0,7.0,,,,,,,1.0,,,1.0,,0.2302,,-0.23,1.0,1.0,,,,True,,,,,,,,,,,
14429139,away,Al-Kholood,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,23,189.0,303,M,224456,EUR,710121600.0,D,23,23,False,33.0,31.0,4.0,3.0,0.0,21.0,22.0,11.0,4.0,2.0,4.0,,,,,90.0,49.0,6.7,4.0,0.00662923,,0,,0.17,0.01,-0.11,,,,10.0,,,2.0,,2.0,1.0,9.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14429139,away,Al-Kholood,Shaquille Pinas,shaquille-pinas,S. Pinas,D,38,182.0,296,M,867530,EUR,890265600.0,D,38,38,False,38.0,31.0,6.0,3.0,0.0,18.0,21.0,17.0,1.0,1.0,4.0,,,,,90.0,61.0,6.7,12.0,0.0119235,,1,,0.21,-0.04,-0.16,,,,13.0,1.0,,2.0,,,,2.0,1.0,2.0,1.0,3.0,,,,,,,,0.0364,,0.01,,,1.0,,,,,,,,,,,,,,
