match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_ownGoals,stat_totalContest,stat_wonContest,stat_fouls,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_accurateCross,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_punches,stat_clearanceOffLine,stat_totalOffside
10438026,home,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,32.0,29.0,7.0,4.0,27.0,28.0,2.0,4.0,12.0,4.0,2.0,3.0,1.0,1.0,90.0,46.0,7.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438026,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,48.0,40.0,4.0,2.0,26.0,32.0,14.0,16.0,2.0,,,,,,56.0,57.0,6.6,10.0,0,Ousmane,Diomande,ousdiomande,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10438026,home,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,56.0,47.0,5.0,2.0,37.0,42.0,10.0,14.0,5.0,,,,,,90.0,64.0,6.6,9.0,1,Sebastián,Coates,,2.0,4.0,3.0,5.0,3.0,,1.0,1.0,,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10438026,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,89.0,73.0,5.0,1.0,41.0,44.0,32.0,45.0,9.0,,,,,,90.0,97.0,6.9,16.0,0,Gonçalo,Inácio,goncaloinacio_25,1.0,3.0,2.0,6.0,1.0,3.0,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
10438026,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,M,47,47,False,45.0,36.0,3.0,1.0,14.0,16.0,22.0,31.0,2.0,,,,,,82.0,66.0,7.6,13.0,1,,,,,,2.0,5.0,1.0,1.0,5.0,4.0,,1.0,,,2.0,,,,,,,2.0,1.0,1.0,,,,,,,,,
10438026,home,Sporting CP,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,846425,EUR,986947200,M,15,15,False,38.0,35.0,2.0,1.0,18.0,19.0,17.0,19.0,4.0,,,,,,73.0,56.0,6.4,7.0,0,,,ugartemanu,,1.0,11.0,8.0,,4.0,3.0,3.0,,1.0,3.0,,5.0,,,,1.0,1.0,4.0,,,,2.0,,,,,,,,
10438026,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,49.0,42.0,4.0,2.0,18.0,22.0,24.0,27.0,5.0,,,,,,90.0,60.0,7.2,10.0,1,Hidemasa,Morita,,,1.0,4.0,5.0,,,3.0,2.0,,2.0,1.0,,1.0,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,
10438026,home,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,46.0,39.0,5.0,3.0,21.0,21.0,20.0,35.0,7.0,,,,,,90.0,80.0,7.7,16.0,2,Nuno,Santos,,,,1.0,6.0,1.0,1.0,2.0,2.0,,,2.0,,,2.0,,,2.0,2.0,1.0,10.0,,,,2.0,2.0,,,,,,
10438026,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,False,35.0,27.0,2.0,2.0,6.0,7.0,21.0,32.0,7.0,,,,,,90.0,52.0,7.8,18.0,3,,,,1.0,,7.0,4.0,,,1.0,1.0,,1.0,2.0,,1.0,2.0,,,4.0,1.0,,4.0,1.0,,2.0,,2.0,2.0,,,,,
10438026,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,19.0,16.0,1.0,1.0,7.0,8.0,9.0,12.0,2.0,,,,,,82.0,33.0,6.9,7.0,0,Francisco,Trincão,trincao,,,3.0,8.0,,,,,,1.0,5.0,,1.0,,,,4.0,3.0,,1.0,,,1.0,,1.0,,,,,,
10438026,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,28,28,False,24.0,16.0,2.0,1.0,7.0,10.0,10.0,16.0,2.0,,,,,,56.0,39.0,6.2,15.0,3,,,pedroogoncalves28,1.0,,5.0,2.0,,,1.0,,,2.0,,,,,,,3.0,1.0,,2.0,1.0,,2.0,1.0,,,1.0,2.0,,,
10438026,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,True,29.0,28.0,1.0,1.0,20.0,21.0,8.0,8.0,2.0,,,,,,34.0,32.0,6.5,1.0,0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
