match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_wasFouled,stat_totalCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyConceded,stat_keyPass,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_errorLeadToAShot,stat_totalOffside,stat_penaltyWon
12501507,home,Venezia,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,28,28,False,34.0,21.0,19.0,6.0,0.0,16.0,16.0,5.0,18.0,1.0,7.0,1.0,1.0,1.0,2.0,90.0,40.0,6.4,13.0,0.00385482,0,-1.6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501507,home,Venezia,Joel Schingtienne,schingtienne-joel,J. Schingtienne,D,3,188,258,M,1388438,EUR,1029283200,D,25,25,False,27.0,23.0,3.0,,0.0,14.0,16.0,9.0,11.0,1.0,2.0,,,,,90.0,45.0,6.7,6.0,0.0064414,0,,Joel Schingtienne,,2.0,5.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12501507,home,Venezia,Marin Šverko,marin-sverko,M. Šverko,D,33,186,248,M,822485,EUR,886550400,D,33,33,False,21.0,16.0,6.0,3.0,0.0,11.0,11.0,5.0,10.0,3.0,2.0,,,,,77.0,31.0,6.7,5.0,0.00606168,0,,,,2.0,2.0,7.0,,,1.0,,,3.0,3.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
12501507,home,Venezia,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,2,2,False,29.0,23.0,2.0,1.0,0.0,15.0,16.0,8.0,16.0,7.0,5.0,,,,,90.0,48.0,6.6,11.0,0.0102639,1,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,3.0,1.0,0.0539,,,,,,,,,,,,,,,,
12501507,home,Venezia,Alessio Zerbin,alessio-zerbin,A. Zerbin,M,7,182,1060,M,869888,EUR,920419200,M,24,24,False,25.0,17.0,5.0,2.0,0.0,7.0,9.0,11.0,19.0,,5.0,,,,,90.0,43.0,6.3,14.0,0.0661064,0,,,,,6.0,7.0,1.0,1.0,,,,2.0,,1.0,3.0,2.0,2.0,3.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
12501507,home,Venezia,Issa Doumbia,issa-doumbia,I. Doumbia,M,8,185,313,M,1141754,EUR,1066262400,M,97,97,False,14.0,11.0,1.0,,0.0,7.0,7.0,4.0,7.0,1.0,4.0,,,,,77.0,28.0,7.1,4.0,0.00610271,2,,,,2.0,4.0,5.0,2.0,,,2.0,,1.0,,1.0,,,2.0,,1.0,0.1294,,2.0,2.0,1.0,0.5194,,,,,,,,,,,
12501507,home,Venezia,Hans Nicolussi Caviglia,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184,1622,M,876259,EUR,961286400,M,14,14,False,51.0,44.0,5.0,3.0,0.0,14.0,16.0,30.0,38.0,1.0,5.0,,,,,90.0,67.0,6.9,11.0,0.142509,2,,,,1.0,4.0,6.0,,,1.0,1.0,,1.0,,,2.0,1.0,2.0,3.0,1.0,0.1561,,3.0,2.0,,,True,1.0,1.0,1.0,1.0,,,,,,
12501507,home,Venezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182,433,M,933203,EUR,1015804800,M,77,77,False,19.0,13.0,,,0.0,2.0,2.0,11.0,20.0,2.0,1.0,,,,,86.0,39.0,6.8,12.0,0.00992362,1,,,,,2.0,7.0,1.0,,,3.0,,1.0,,2.0,,2.0,3.0,3.0,1.0,0.0282,,2.0,1.0,,,,,,,1.0,,,,,,
12501507,home,Venezia,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175,339,M,250501,EUR,739843200,M,5,5,False,19.0,15.0,6.0,4.0,1.0,1.0,2.0,14.0,19.0,2.0,2.0,,,,,68.0,38.0,8.2,9.0,0.358972,2,,,,2.0,5.0,4.0,1.0,1.0,,,,2.0,1.0,1.0,,2.0,,2.0,,0.153,,1.0,,1.0,0.4683,,1.0,,,1.0,1.0,1.0,,,,
12501507,home,Venezia,John Yeboah,john-yeboah,J. Yeboah,F,10,170,3981,M,879802,EUR,961718400,F,10,10,False,28.0,20.0,,,0.0,6.0,7.0,14.0,23.0,,5.0,,,,,90.0,46.0,6.8,18.0,0.0557625,2,,,,1.0,8.0,4.0,,5.0,,,,1.0,,1.0,,,1.0,2.0,,0.064,,4.0,2.0,1.0,0.0812,,1.0,,,1.0,,,,,,
