match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_lastName,stat_aerialLost,stat_clearanceOffLine,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_wasFouled,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_interceptionWon,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_penaltyConceded,stat_errorLeadToAShot,stat_hitWoodwork
14053701,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187.0,465,M,809408,EUR,806716800,G,1,1,False,25.0,18.0,11.0,4.0,0.0,15.0,17.0,3.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,90.0,32.0,6.6,7.0,0.00053426,76.627135671896,11.0,55.86,8.715,0,0.03,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053701,home,FC Groningen,Tyrique Mercera,mercera-tyrique,T. Mercera,D,16,185.0,98,M,1592993,EUR,1071792000,D,16,16,False,31.0,24.0,1.0,1.0,0.0,6.0,8.0,18.0,23.0,1.0,3.0,3.0,4.0,,,90.0,46.0,7.0,9.0,0.120276,101.27247181914,14.0,17.535,15.435,2,0.34,0.08,0.14,Tyrique Mercera,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0846,1.0,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053701,home,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181.0,296,M,1121401,EUR,1109289600,D,3,3,False,82.0,76.0,7.0,4.0,0.0,36.0,37.0,40.0,45.0,2.0,2.0,3.0,6.0,,,90.0,87.0,7.6,6.0,0.0564056,309.07427261528,37.0,133.875,33.705,0,0.37,0.12,0.18,Thijmen Blokzijl,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053701,home,FC Groningen,Dies Janse,janse-dies,D. Janse,D,4,196.0,640,M,1470010,EUR,1137456000,D,4,4,False,61.0,56.0,6.0,4.0,0.0,30.0,31.0,26.0,30.0,1.0,2.0,3.0,2.0,,,90.0,68.0,8.1,6.0,0.0376193,158.75779352528,17.0,105.21,49.56,0,0.28,0.29,0.3,Dies Janse,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14053701,home,FC Groningen,Marvin Peersman,marvin-peersman,M. Peersman,D,43,185.0,131,M,76160,EUR,666144000,D,43,43,False,44.0,33.0,6.0,3.0,0.0,17.0,17.0,16.0,27.0,,2.0,1.0,8.0,,,85.0,62.0,6.7,19.0,0.0230479,138.38565333453,18.0,108.57,26.88,0,0.04,0.08,0.13,,1.0,5.0,1.0,,,1.0,,,,,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14053701,home,FC Groningen,Stije Resink,stije-resink,S. Resink,M,6,186.0,608,M,1090328,EUR,1053993600,M,6,6,False,68.0,61.0,1.0,,0.0,16.0,20.0,45.0,48.0,2.0,9.0,1.0,3.0,,,90.0,86.0,9.7,10.0,0.155542,206.7531601107,25.0,113.925,28.875,4,0.54,0.29,-0.02,Stije Resink,,4.0,,,,4.0,,0.9823,1.0,0.73,,1.0,,,2.0,,1.0,3.0,True,2.0,2.0,2.0,2.0,1.1568,,,,,,,,,,,,,,,
14053701,home,FC Groningen,Tika de Jonge,tika-de-jonge,T. d. Jonge,M,8,182.0,103,M,1121402,EUR,1047340800,M,8,8,False,35.0,29.0,2.0,,0.0,10.0,10.0,19.0,25.0,,2.0,,1.0,,,69.0,50.0,6.6,11.0,0.175077,106.87018755337,12.0,73.395,20.895,1,0.27,0.0,0.0,Tika de Jonge,7.0,6.0,2.0,,,2.0,2.0,0.0563,4.0,-0.03,,1.0,,,2.0,,1.0,,,,,1.0,,,4.0,1.0,,,,,,,,,,,,,
14053701,home,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,14,177.0,234,M,1424404,EUR,1094688000,M,14,14,False,33.0,32.0,,,0.0,5.0,5.0,27.0,28.0,1.0,6.0,,6.0,,,84.0,54.0,7.1,7.0,0.0966473,125.80013102373,15.0,61.425,29.61,2,-0.22,0.56,0.19,Jorg Schreuders,1.0,1.0,3.0,2.0,1.0,3.0,,0.3206,4.0,-0.53,,,,,2.0,3.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
14053701,home,FC Groningen,Thom van Bergen,thom-van-bergen,T. v. Bergen,F,26,180.0,457,M,1413536,EUR,1073347200,M,26,26,False,26.0,20.0,,,1.0,4.0,4.0,16.0,22.0,3.0,10.0,,4.0,,,90.0,54.0,6.0,14.0,0.0601009,259.27186353834,23.0,152.565,32.025,9,-0.64,0.56,0.14,Thom van Bergen,1.0,10.0,5.0,2.0,2.0,1.0,2.0,1.3418,2.0,-0.79,,3.0,,,1.0,1.0,,4.0,,3.0,2.0,5.0,,0.11,,,1.0,1.0,,,,,,,,,,,
14053701,home,FC Groningen,Younes Taha,younes-taha,Y. Taha,M,10,176.0,1453,M,1146623,EUR,1038355200,M,10,10,False,30.0,26.0,,,0.0,2.0,2.0,24.0,28.0,,3.0,,2.0,,,69.0,54.0,7.1,19.0,0.23516,174.66432177722,20.0,82.005,34.545,2,0.38,0.26,-0.04,Younes Taha,12.0,5.0,4.0,2.0,1.0,1.0,,0.0551,3.0,-0.08,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,
