match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,player_firstName,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_penaltyConceded,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches
11072242,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,36.0,29.0,16.0,9.0,25.0,26.0,4.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,41.0,7.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11072242,home,Beşiktaş JK,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175,795,M,842419,EUR,840412800,D,2,2,False,61.0,52.0,11.0,5.0,30.0,34.0,23.0,29.0,2.0,7.0,,,,,90.0,99.0,7.1,16.0,0,2.0,1.0,2.0,7.0,11.0,1.0,2.0,6.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11072242,home,Beşiktaş JK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188,911,M,851909,EUR,945388800,D,3,3,False,78.0,74.0,5.0,5.0,59.0,61.0,15.0,17.0,,3.0,,,,,90.0,86.0,7.4,5.0,0,,,1.0,3.0,6.0,,,1.0,1.0,3.0,3.0,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,
11072242,home,Beşiktaş JK,Romain Saïss,romain-saiss,R. Saiss,D,29,190,7929,M,187729,EUR,638409600,D,26,26,False,111.0,97.0,24.0,18.0,65.0,68.0,32.0,43.0,2.0,12.0,,,,,90.0,117.0,7.6,15.0,2,,,5.0,4.0,5.0,,,,,,,,,4.0,2.0,,,,romain_saiss27,1.0,1.0,,,,,,,,,,,,,
11072242,home,Beşiktaş JK,Umut Meraş,umut-meras,U. Meraş,D,77,178,154,M,609746,EUR,819417600,D,77,77,False,41.0,33.0,3.0,2.0,19.0,19.0,16.0,28.0,1.0,1.0,,,,,84.0,67.0,7.1,15.0,1,6.0,2.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,3.0,,,,,,1.0,2.0,,,,,,,,,,,,
11072242,home,Beşiktaş JK,Salih Uçan,salih-ucan,S. Uçan,M,8,182,1367,M,135695,EUR,757814400,M,8,8,False,54.0,46.0,7.0,5.0,31.0,33.0,16.0,22.0,1.0,11.0,,,,,90.0,70.0,7.4,9.0,3,1.0,1.0,2.0,5.0,4.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,2.0,1.0,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,
11072242,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,38.0,29.0,1.0,1.0,17.0,17.0,12.0,21.0,,5.0,,,,,90.0,67.0,7.3,19.0,0,,,1.0,4.0,12.0,,4.0,5.0,5.0,4.0,2.0,5.0,2.0,,,,,,gedson_83,,,1.0,,,,,,,,,,,,
11072242,home,Beşiktaş JK,Nathan Redmond,nathan-redmond,N. Redmond,M,,173,416,M,115346,EUR,762912000,M,15,15,False,41.0,33.0,8.0,6.0,11.0,12.0,27.0,41.0,,3.0,,,,,90.0,78.0,8.0,22.0,3,12.0,5.0,,6.0,9.0,,2.0,8.0,5.0,,,2.0,4.0,1.0,4.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,
11072242,home,Beşiktaş JK,Dele Alli,dele-alli,D. Alli,M,,188,9921,M,198028,EUR,829180800,M,11,11,False,15.0,13.0,,,5.0,5.0,8.0,10.0,,3.0,,,,,45.0,23.0,6.4,6.0,0,,,,4.0,2.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,,dele,,,1.0,,,1.0,,,,,,,,,
11072242,home,Beşiktaş JK,Cenk Tosun,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,M,9,9,False,15.0,10.0,2.0,1.0,6.0,7.0,4.0,11.0,1.0,5.0,,,,,90.0,35.0,7.0,11.0,6,3.0,,2.0,4.0,6.0,,1.0,,,,,,4.0,,1.0,3.0,,,,2.0,2.0,,,2.0,1.0,True,1.0,1.0,1.0,,,,,
11072242,home,Beşiktaş JK,Jackson Muleka,jackson-muleka,J. Muleka,F,40,180,3687,M,927649,EUR,938995200,F,40,40,False,11.0,7.0,,,5.0,6.0,2.0,5.0,,4.0,,,,,58.0,21.0,7.1,7.0,3,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,,1.0,,2.0,,2.0,1.0,,,,,,,,,
11072242,home,Beşiktaş JK,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180,459,M,255957,EUR,726710400,M,88,88,True,21.0,16.0,1.0,1.0,11.0,11.0,6.0,11.0,,1.0,,,,,45.0,32.0,6.9,7.0,0,1.0,1.0,1.0,1.0,3.0,,,2.0,2.0,,,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,
11072242,home,Beşiktaş JK,Semih Kılıçsoy,semih-kilicsoy,S. Kilicsoy,F,9,178,11924,M,1142606,EUR,1124064000,F,35,35,True,8.0,6.0,,,4.0,4.0,3.0,6.0,,4.0,,,,,32.0,17.0,6.4,8.0,1,2.0,1.0,,5.0,,,2.0,2.0,,,,1.0,,1.0,1.0,,,,semihkilicsoy9,1.0,,,,,,,,,,,,,,
11072242,home,Beşiktaş JK,Kerem Atakan Kesgin,kerem-atakan-kesgin,K. A. Kesgin,M,17,174,132,M,857745,EUR,973382400,M,17,17,True,5.0,4.0,,,1.0,1.0,3.0,5.0,,1.0,,,,,19.0,10.0,6.9,2.0,1,1.0,,,,3.0,,,2.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
11072242,home,Beşiktaş JK,Ersin Destanoğlu,ersin-destanoglu,E. Destanoğlu,G,30,195,1609,M,913656,EUR,978307200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
