match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_onTargetScoringAttempt,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_sofascoreId,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_goals,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
14572657,home,Real Betis,Pau López,pau-lopez,P. López,G,25,189,1238,M,548848,EUR,787276800,G,25,25,False,23.0,22.0,2.0,1.0,0.0,22.0,22.0,1.0,10.0,1.0,2.0,4.0,1.0,1.0,90.0,36.0,7.2,1.0,0.00011606,0.4409,0,-0.2231,0.01,0.01,-0.11,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572657,home,Real Betis,Angel Ortiz,angel-ortiz,Á. Ortiz,D,40,167,493,M,1152139,EUR,1090713600,D,40,40,False,44.0,39.0,4.0,1.0,0.0,23.0,23.0,21.0,6.0,,,,,,90.0,66.0,6.4,10.0,0.014552,,0,,0.06,0.08,-0.32,,,,16.0,2.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14572657,home,Real Betis,Natan,natan,Natan,D,4,188,3280,M,1015287,EUR,981417600,D,4,4,False,75.0,73.0,3.0,1.0,0.0,51.0,51.0,24.0,1.0,,,,,,90.0,88.0,6.0,6.0,0.0811279,,1,,0.25,0.16,-0.35,,,,22.0,,2.0,4.0,6.0,1.0,,,1.0,1.0,,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0294,0.0204,-0.14,,,,,,,,,,,,,
14572657,home,Real Betis,Valentín Gómez,diego-gomez,V. Gómez,D,16,181,2170,M,1186010,EUR,1056585600,D,16,16,False,82.0,76.0,6.0,3.0,0.0,55.0,56.0,26.0,3.0,,,,,,90.0,98.0,7.5,6.0,0.0104129,,0,,0.18,0.14,0.41,,Valentín,Gómez,21.0,,3.0,3.0,5.0,,,,3.0,2.0,1.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,
14572657,home,Real Betis,Junior Firpo,junior-firpo,J. Firpo,D,23,184,2244,M,914835,EUR,840672000,D,23,23,False,19.0,18.0,1.0,1.0,0.0,8.0,8.0,11.0,,,,,,,45.0,24.0,6.0,2.0,0.0061376,,0,,0.03,-0.09,-0.33,,,,10.0,,,3.0,1.0,,,,1.0,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,
14572657,home,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,6,188,1047,M,1137814,EUR,998697600,M,6,6,False,21.0,20.0,,,0.0,11.0,11.0,10.0,1.0,,,,,,45.0,29.0,6.3,5.0,0.0044969,,0,,0.0,0.0,-0.11,,,,9.0,,,1.0,,,,,,,2.0,,,4.0,,,,1.0,,,,,,,,,,,,,,,,
14572657,home,Real Betis,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27456,M,359272,EUR,840585600,M,14,14,False,54.0,51.0,4.0,3.0,0.0,25.0,26.0,28.0,4.0,,,,,,90.0,63.0,6.6,4.0,0.0662038,,0,,0.12,0.19,-0.15,,,,26.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,,1.0,3.0,,,1.0,1.0,,1.0,2.0,,,,sofyanamrabat,1.0,2.0,,,,,,,,,,
14572657,home,Real Betis,Antony,antony,Antony,M,7,172,218925,M,958380,EUR,951350400,M,7,7,False,45.0,37.0,2.0,2.0,1.0,12.0,15.0,30.0,6.0,,,,,,90.0,78.0,9.1,16.0,0.142541,,3,,0.43,0.38,-0.16,,,,25.0,3.0,,7.0,14.0,2.0,7.0,6.0,,,2.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,0.2127,0.4836,0.49,Antony,,2.0,2.0,2.0,1.0,,,,,,,
14572657,home,Real Betis,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15655,M,798835,EUR,829008000,M,20,20,False,41.0,38.0,1.0,1.0,0.0,13.0,13.0,28.0,4.0,,,,,,76.0,58.0,6.9,9.0,0.044782,,0,,0.15,0.15,-0.09,,,,25.0,3.0,,4.0,7.0,,1.0,1.0,,,,4.0,3.0,2.0,,,2.0,3.0,,,,locelso_giovani,,,1.0,,,True,,,,,,
14572657,home,Real Betis,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44706,M,1011375,EUR,1008547200,M,10,10,False,11.0,10.0,,,0.0,3.0,3.0,8.0,1.0,,,,,,45.0,21.0,6.5,5.0,0.00641995,,0,,0.01,0.0,-0.04,,,,7.0,,,3.0,3.0,,4.0,2.0,,1.0,1.0,1.0,,2.0,,,,1.0,,,,ez_abde,,,,,,,,,,,,
