match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_dispossessed,stat_totalCross,stat_shotOffTarget,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork,captain,stat_totalOffside,stat_ownGoals,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10433840,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,27.0,14.0,21.0,8.0,7.0,9.0,7.0,18.0,12.0,1.0,2.0,3.0,1.0,1.0,90.0,39.0,5.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433840,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,55,M,881213,EUR,907027200,D,23,23,False,49.0,38.0,11.0,3.0,26.0,28.0,12.0,21.0,7.0,,,,,,90.0,64.0,6.9,12.0,0,3,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10433840,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,9.0,7.0,1.0,1.0,6.0,8.0,1.0,1.0,,,,,,,44.0,10.0,6.1,2.0,0,21,2.0,3.0,2.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10433840,home,İstanbulspor,Tuncer Duhan Aksu,tuncer-duhan-aksu,T. D. Aksu,D,183,18,M,893007,EUR,873936000,D,3,3,False,41.0,31.0,9.0,2.0,23.0,27.0,8.0,14.0,5.0,,,,,,90.0,52.0,6.3,10.0,1,3,,3.0,2.0,,,,3.0,,1.0,2.0,2.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
10433840,home,İstanbulspor,Oğuzhan Berber,oguzhan-berber,O. Berber,D,176,11,M,148926,EUR,702864000,M,13,13,False,20.0,11.0,7.0,2.0,6.0,7.0,5.0,13.0,2.0,,,,,,60.0,40.0,6.5,14.0,0,13,1.0,3.0,4.0,,1.0,,1.0,,,3.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
10433840,home,İstanbulspor,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,178,97,M,828872,EUR,824601600,M,57,57,False,54.0,46.0,4.0,2.0,28.0,30.0,18.0,26.0,5.0,,,,,,90.0,68.0,6.4,13.0,1,6,,5.0,5.0,3.0,,,1.0,,,3.0,2.0,2.0,2.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,
10433840,home,İstanbulspor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,179,36,M,816571,EUR,886982400,M,24,24,False,54.0,43.0,10.0,6.0,18.0,19.0,25.0,36.0,9.0,,,,,,90.0,74.0,7.2,19.0,0,24,2.0,7.0,9.0,1.0,2.0,1.0,1.0,,1.0,2.0,,6.0,4.0,3.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,
10433840,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180,31,M,190815,EUR,794620800,M,66,66,False,33.0,23.0,10.0,3.0,12.0,15.0,12.0,24.0,9.0,,,,,,90.0,61.0,7.3,19.0,1,66,2.0,2.0,7.0,,,,4.0,,1.0,4.0,1.0,,1.0,,1.0,,,2.0,6.0,,,,1.0,1.0,1.0,,,,,,,,
10433840,home,İstanbulspor,Jetmir Topalli,jetmir-topalli,J. Topalli,M,180,102,M,987126,EUR,886809600,F,98,98,False,16.0,8.0,1.0,1.0,2.0,3.0,6.0,14.0,1.0,,,,,,60.0,27.0,6.5,14.0,1,98,1.0,4.0,2.0,1.0,3.0,,,,,1.0,1.0,2.0,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,
10433840,home,İstanbulspor,Emir Kaan Gültekin,emir-kaan-gultekin,E. K. Gültekin,F,180,80,M,903714,EUR,970444800,F,19,19,False,21.0,12.0,5.0,1.0,7.0,10.0,5.0,11.0,4.0,,,,,,82.0,29.0,6.6,14.0,1,9,,4.0,1.0,,,,,,,,,5.0,1.0,2.0,,2.0,,,,1.0,,,,,,1.0,,,,,,,
10433840,home,İstanbulspor,İbrahim Yilmaz,ibrahim-yilmaz,İ. Yilmaz,F,184,30,M,135689,EUR,760492800,F,9,9,False,26.0,21.0,,,7.0,7.0,14.0,20.0,1.0,,,,,,82.0,38.0,6.9,7.0,2,,4.0,6.0,10.0,,1.0,,2.0,,,2.0,2.0,,4.0,1.0,,4.0,1.0,,1.0,1.0,,,,,,,True,,,,,,
