match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_fouls,player_sofascoreId,stat_challengeLost,stat_wonContest,stat_accurateCross,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,player_firstName,player_lastName,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle
11396215,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,38.0,24.0,21.0,7.0,19.0,20.0,5.0,18.0,1.0,1.0,2.0,1.0,90.0,41.0,6.4,15.0,0.00092083,0,-0.3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396215,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,D,24,24,False,,87.0,77.0,2.0,1.0,41.0,45.0,36.0,45.0,3.0,6.0,9.0,,89.0,114.0,6.9,17.0,0.034871,3,,3.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0986,0.0679,,,,,,,,,,,,,,,,,,,,,
11396215,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,,83.0,74.0,5.0,1.0,51.0,54.0,23.0,30.0,3.0,5.0,2.0,,90.0,99.0,7.0,10.0,0.0115591,1,,1.0,5.0,,,,1.0,,7.0,1.0,,1.0,0.0456,0.0233,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11396215,home,Eintracht Frankfurt,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,3,3,False,,71.0,60.0,11.0,6.0,48.0,53.0,12.0,18.0,4.0,8.0,4.0,,90.0,85.0,7.2,11.0,0.0097805,0,,,2.0,,1.0,,,,6.0,3.0,1.0,,,,1.0,,,2.0,,pachowilliam,1.0,1.0,,,,,,,,,,,,,
11396215,home,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,D,31,31,False,,41.0,36.0,7.0,4.0,19.0,20.0,18.0,29.0,,2.0,4.0,,70.0,69.0,6.5,14.0,0.0947833,0,,8.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11396215,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,False,,38.0,25.0,2.0,,4.0,7.0,22.0,34.0,2.0,8.0,2.0,,78.0,53.0,7.5,16.0,0.687632,2,,3.0,3.0,1.0,,,2.0,,,2.0,2.0,4.0,0.0945,0.2598,1.0,1.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,
11396215,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,False,,87.0,77.0,6.0,2.0,40.0,40.0,37.0,50.0,,2.0,5.0,,89.0,103.0,6.6,15.0,0.0882324,0,,3.0,8.0,1.0,1.0,,,,1.0,,,2.0,,,2.0,,,1.0,1.0,MarioGotze,3.0,,,,,,,,,,,,,,
11396215,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,,54.0,48.0,5.0,2.0,31.0,32.0,17.0,22.0,1.0,3.0,5.0,,90.0,61.0,7.0,8.0,0.0164981,0,,,4.0,2.0,,,,,2.0,1.0,1.0,1.0,,,2.0,,,,,ellyes_skhiri,,,,,,,,,,,,,,,
11396215,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,M,8,8,False,,33.0,27.0,2.0,1.0,9.0,10.0,21.0,30.0,1.0,6.0,1.0,,90.0,55.0,8.3,11.0,0.247037,2,,7.0,3.0,,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,0.4389,0.4595,1.0,1.0,,1.0,,fareschaibi28,2.0,1.0,3.0,,1.0,4.0,,2.0,,,1.0,,,,
11396215,home,Eintracht Frankfurt,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,F,7,7,False,,20.0,16.0,2.0,2.0,3.0,3.0,13.0,17.0,1.0,5.0,5.0,,90.0,40.0,7.4,14.0,0.282081,3,,,12.0,2.0,6.0,2.0,1.0,,,,,3.0,1.1032,0.4507,3.0,,,,,OMarmoush,2.0,1.0,,,3.0,1.0,,,,,1.0,,,,
