match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_keyPass,captain,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,player_sofascoreId,stat_totalOffside
10388501,home,FC Schalke 04,Ralf Fährmann,ralf-fahrmann,R. Fährmann,G,196,176,M,14113,EUR,591321600,G,1,1,False,32.0,29.0,15.0,12.0,26.0,27.0,3.0,5.0,1.0,5.0,1.0,1.0,90.0,38.0,6.9,3.0,0.0,0.0,0.00135084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388501,home,FC Schalke 04,Cédric Brunner,cedric-brunner,C. Brunner,D,179,95,M,330689,EUR,761443200,D,27,27,False,29.0,15.0,9.0,3.0,10.0,12.0,5.0,20.0,9.0,5.0,,,90.0,68.0,7.4,26.0,0.0421,0.0,0.0659157,1,Cédric,Brunner,26,3.0,3.0,5.0,6.0,11.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
10388501,home,FC Schalke 04,Maya Yoshida,maya-yoshida,M. Yoshida,D,189,842,M,24248,EUR,588384000,D,4,4,False,57.0,40.0,18.0,6.0,33.0,36.0,7.0,21.0,3.0,7.0,,,90.0,69.0,6.9,19.0,0.0322,0.0,0.0127265,1,,,4,,3.0,3.0,5.0,3.0,,1.0,,,2.0,,2.0,3.0,,,,,,,,,,,,,,,,
10388501,home,FC Schalke 04,Moritz Jenz,jenz-moritz,M. Jenz,D,190,340,M,920525,EUR,925430400,D,25,25,False,56.0,40.0,6.0,1.0,33.0,43.0,7.0,13.0,1.0,4.0,,,90.0,63.0,7.1,16.0,0.0989,0.1412,0.00303689,1,,,15,,1.0,4.0,3.0,4.0,1.0,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
10388501,home,FC Schalke 04,Jere Uronen,jere-uronen,J. Uronen,D,177,224,M,138463,EUR,774057600,D,18,18,False,36.0,26.0,8.0,5.0,11.0,14.0,20.0,31.0,2.0,3.0,,,90.0,70.0,7.5,17.0,0.0,0.0,0.37982,0,Jere,Uronen,21,9.0,2.0,,5.0,3.0,,,1.0,1.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,4.0,,,,,,,,,,
10388501,home,FC Schalke 04,Danny Latza,danny-latza,D. Latza,M,180,38,M,40360,EUR,628992000,M,8,8,False,36.0,30.0,2.0,2.0,16.0,19.0,14.0,18.0,2.0,8.0,,,78.0,52.0,6.8,10.0,0.1419,0.0,0.0157675,3,,,46,1.0,1.0,,4.0,2.0,,1.0,1.0,1.0,,,,,,,,2.0,,,True,2.0,1.0,2.0,,,,,,
10388501,home,FC Schalke 04,Tom Krauß,tom-krauss,T. Krauß,M,182,398,M,930272,EUR,993168000,M,6,6,False,33.0,22.0,1.0,,10.0,13.0,12.0,21.0,1.0,10.0,,,90.0,46.0,6.8,13.0,0.4622,0.0,0.260508,1,,,5,1.0,2.0,2.0,5.0,6.0,1.0,,3.0,2.0,,1.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,
10388501,home,FC Schalke 04,Soichiro Kozuki,soichiro-kozuki,S. Kozuki,M,180,284,M,905353,EUR,977443200,M,38,38,False,17.0,11.0,5.0,3.0,7.0,10.0,6.0,12.0,1.0,6.0,,,90.0,47.0,6.8,16.0,0.178,0.4707,0.0377203,4,,,41,5.0,2.0,,9.0,4.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,,1.0,,3.0,1.0,1.0,,,,,,
10388501,home,FC Schalke 04,Marius Bülter,marius-bulter,M. Bülter,F,188,454,M,378340,EUR,733363200,M,11,11,False,24.0,13.0,,,3.0,5.0,11.0,22.0,1.0,4.0,,,68.0,37.0,6.9,16.0,0.0,0.0,0.0473464,0,,,30,3.0,3.0,3.0,4.0,6.0,,,2.0,,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,
10388501,home,FC Schalke 04,Tim Skarke,tim-skarke,T. Skarke,M,179,194,M,800252,EUR,842054400,M,20,20,False,26.0,17.0,2.0,,6.0,11.0,12.0,20.0,,7.0,,,78.0,48.0,6.7,19.0,0.0357,0.0,0.289778,1,,,21,5.0,2.0,1.0,6.0,6.0,2.0,,1.0,,4.0,3.0,,,,,1.0,2.0,,2.0,,1.0,1.0,1.0,,,,,,
