match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_shotOffTarget,stat_totalOffside,stat_dispossessed,stat_goals,captain,player_firstName,player_lastName,stat_goalAssist,stat_blockedScoringAttempt,stat_hitWoodwork,stat_wonContest,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_bigChanceMissed
11396465,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,41.0,21.0,37.0,17.0,10.0,11.0,11.0,30.0,2.0,7.0,2.0,2.0,2.0,90.0,46.0,6.9,20.0,0.0,0.0,0.00472704,1.0,0,-0.5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396465,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,17.0,10.0,4.0,3.0,6.0,8.0,4.0,9.0,4.0,7.0,,,,90.0,34.0,6.9,8.0,0.0225,0.2466,0.0050055,,1,,6.0,1.0,10.0,8.0,2.0,1.0,6.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11396465,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,28.0,18.0,7.0,2.0,8.0,10.0,10.0,18.0,8.0,8.0,,,,90.0,44.0,7.2,13.0,0.0287,0.0512,0.0102557,,1,,2.0,5.0,2.0,5.0,,1.0,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,
11396465,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,34.0,25.0,8.0,2.0,18.0,18.0,7.0,16.0,3.0,4.0,,,,90.0,51.0,6.8,11.0,0.0,0.0,0.00587643,,0,,3.0,4.0,4.0,5.0,,,1.0,1.0,1.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,
11396465,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,M,15,15,False,24.0,13.0,4.0,,1.0,2.0,13.0,25.0,3.0,2.0,,,,81.0,49.0,6.8,19.0,0.0288,0.0,0.13011,2.0,1,,2.0,2.0,5.0,4.0,,,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11396465,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,29.0,20.0,7.0,3.0,5.0,5.0,18.0,30.0,,8.0,,,,81.0,54.0,7.7,17.0,0.1619,0.7031,0.305859,3.0,3,,1.0,,10.0,3.0,,2.0,2.0,,,1.0,5.0,2.0,6.0,3.0,,1.0,,4.0,1.0,,,,,,,,,,,,,
11396465,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,23.0,19.0,2.0,,12.0,15.0,7.0,8.0,1.0,7.0,,,,90.0,36.0,7.1,5.0,0.0275,0.0,0.0706817,,1,,4.0,3.0,6.0,6.0,,,3.0,2.0,1.0,,2.0,3.0,,,,1.0,,,,True,,,,,,,,,,,,
11396465,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,False,12.0,10.0,4.0,3.0,7.0,8.0,3.0,4.0,2.0,5.0,,,,90.0,27.0,6.7,6.0,0.103,0.0,0.0216564,1.0,2,,3.0,,7.0,2.0,,,2.0,1.0,2.0,,3.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,
11396465,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,M,32,32,False,18.0,13.0,2.0,1.0,5.0,7.0,9.0,14.0,,7.0,,,,48.0,34.0,6.7,14.0,0.0,0.0,0.162718,2.0,0,,2.0,,7.0,,,,,,1.0,,1.0,1.0,3.0,1.0,2.0,,,2.0,,,,,1.0,,,,,,,,,
11396465,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,15.0,8.0,1.0,1.0,3.0,5.0,5.0,10.0,1.0,2.0,,,,59.0,26.0,7.2,10.0,0.3018,0.3152,0.0041096,1.0,3,,4.0,6.0,5.0,9.0,,1.0,1.0,,1.0,2.0,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,
11396465,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2035,M,309546,EUR,784425600,F,11,11,False,10.0,7.0,,,,1.0,7.0,9.0,,1.0,,,,59.0,25.0,7.3,7.0,0.1581,0.1598,0.0192839,3.0,4,,2.0,,5.0,4.0,1.0,2.0,1.0,,2.0,,,,,,4.0,1.0,3.0,1.0,,,,,,1.0,,3.0,,,,,,
