match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_totalOffside,stat_goals
12528200,home,Gaziantep FK,Sokratis Dioudis,sokratis-dioudis,S. Dioudis,G,13,189.0,266,M,173933,EUR,728697600,G,1,1,False,27.0,19.0,14.0,6.0,0.0,15.0,16.0,4.0,11.0,9.0,2.0,4.0,90.0,39.0,7.4,8.0,0.00116645,0,-0.0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,home,Gaziantep FK,Ömürcan Artan,omurcan-artan,Ö. Artan,D,2,179.0,17,M,1016384,EUR,933033600,D,27,27,False,14.0,11.0,1.0,1.0,0.0,3.0,5.0,8.0,10.0,2.0,,,45.0,25.0,6.3,6.0,0.00536682,0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12528200,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187.0,127,M,904228,EUR,908409600,D,4,4,False,53.0,41.0,9.0,3.0,0.0,27.0,32.0,14.0,21.0,2.0,,,90.0,68.0,7.5,15.0,0.00560881,2,,,,,1.0,9.0,,,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1039,0.1457,2.0,,,,,,,,,,,
12528200,home,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,5,185.0,89,M,355004,EUR,855792000,D,5,5,False,22.0,19.0,4.0,2.0,0.0,14.0,15.0,5.0,7.0,3.0,,,45.0,27.0,6.5,3.0,0.00160666,0,,,,,3.0,3.0,1.0,,,1.0,,1.0,2.0,,,3.0,,1.0,,,,1.0,1.0,,,,,,,,,,
12528200,home,Gaziantep FK,Godfrey Bitok Stephen,godfrey-bitok-stephen,G. Bitok Stephen,D,,185.0,51,M,988050,EUR,966902400,D,15,15,False,26.0,19.0,3.0,1.0,0.0,9.0,11.0,10.0,20.0,6.0,,,84.0,50.0,6.7,14.0,0.00920339,0,,,,5.0,3.0,3.0,,,1.0,3.0,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,
12528200,home,Gaziantep FK,Cyril Mandouki,cyril-mandouki,C. Mandouki,M,14,180.0,38,M,821461,EUR,682732800,M,14,14,False,10.0,8.0,1.0,,0.0,6.0,6.0,2.0,4.0,2.0,,,45.0,16.0,6.8,3.0,0.00080111,1,,,,,2.0,4.0,,,,,1.0,2.0,2.0,,,2.0,,,,0.0352,,,,2.0,2.0,1.0,,,,,,,
12528200,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177.0,793,M,180511,EUR,647395200,M,44,44,False,50.0,42.0,9.0,5.0,0.0,20.0,22.0,26.0,35.0,8.0,,,90.0,67.0,6.9,14.0,0.225882,1,,,,7.0,6.0,4.0,2.0,,2.0,,,1.0,2.0,,,,,,2.0,0.0177,,3.0,,3.0,,1.0,True,4.0,,,,,
12528200,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175.0,704,M,797602,EUR,872812800,M,18,18,False,26.0,16.0,2.0,1.0,0.0,3.0,6.0,13.0,24.0,2.0,,,90.0,47.0,6.5,17.0,0.0269266,3,,,,4.0,4.0,2.0,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,0.1153,,,,2.0,,2.0,,,,,,,
12528200,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182.0,3151,M,984602,EUR,1066262400,M,10,10,False,16.0,12.0,2.0,1.0,0.0,2.0,3.0,10.0,13.0,3.0,,,69.0,30.0,6.2,13.0,0.0233828,1,,,,,8.0,1.0,,1.0,1.0,,4.0,2.0,,,1.0,,,,1.0,0.102,0.153,1.0,1.0,4.0,,,,,,,,,
12528200,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175.0,571,M,899069,EUR,862790400,M,7,7,False,29.0,22.0,3.0,2.0,0.0,6.0,7.0,17.0,23.0,3.0,,,90.0,48.0,7.6,11.0,0.246105,3,,,,1.0,8.0,8.0,,2.0,1.0,,,3.0,1.0,1.0,1.0,,,,3.0,0.1231,0.1067,5.0,1.0,6.0,4.0,1.0,,1.0,1.0,,,,
12528200,home,Gaziantep FK,Kenan Kodro,kenan-kodro,K. Kodro,F,19,187.0,435,M,591140,EUR,745718400,F,19,19,False,16.0,15.0,,,0.0,7.0,7.0,8.0,9.0,,,,90.0,27.0,6.3,5.0,0.0242268,4,,,,,6.0,3.0,1.0,1.0,,,3.0,4.0,1.0,,3.0,,,,1.0,0.5682,0.8119,1.0,2.0,1.0,1.0,1.0,,,,2.0,,,
12528200,home,Gaziantep FK,Enric Saborit,enric-saborit,E. Saborit,D,26,186.0,78,M,253303,EUR,704332800,D,13,13,True,43.0,35.0,4.0,2.0,0.0,21.0,22.0,14.0,21.0,4.0,,,45.0,45.0,6.8,8.0,0.205656,0,,,,,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
12528200,home,Gaziantep FK,Salem M'Bakata,salem-mbakata,S. M'Bakata,D,22,177.0,65,M,940367,EUR,892944000,D,22,22,True,22.0,15.0,3.0,2.0,0.0,9.0,10.0,6.0,13.0,1.0,,,45.0,33.0,6.8,9.0,0.0116961,0,,,,1.0,2.0,4.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,
12528200,home,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,33,175.0,70,M,226992,EUR,802915200,M,8,8,True,14.0,12.0,,,0.0,5.0,5.0,7.0,9.0,3.0,,,45.0,23.0,6.7,4.0,0.0218093,1,,,,,6.0,4.0,2.0,2.0,,1.0,,1.0,2.0,1.0,,1.0,,1.0,1.0,0.0449,,1.0,2.0,,,,,,,,,,
12528200,home,Gaziantep FK,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176.0,74,M,190191,EUR,807840000,D,3,3,True,12.0,8.0,2.0,1.0,0.0,4.0,5.0,5.0,10.0,,,,21.0,21.0,6.8,7.0,0.0213328,1,,,,3.0,1.0,2.0,,,,1.0,,,1.0,,,,,1.0,1.0,0.0327,,,1.0,,,1.0,,1.0,,,,,
12528200,home,Gaziantep FK,İlker Karakaş,ilker-karakas,İ. Karakaş,F,61,187.0,26,M,921406,EUR,916012800,F,23,23,True,2.0,,1.0,,0.0,,,,2.0,,,,12.0,3.0,6.3,3.0,,0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
12528200,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196.0,106,M,934201,EUR,966988800,G,71,71,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,home,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,61,172.0,50,M,859783,EUR,917136000,M,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,home,Gaziantep FK,Mirza Cihan,mirza-cihan,M. Cihan,M,8,175.0,29,M,909289,EUR,972518400,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,home,Gaziantep FK,Eren Cakir,eren-cakir,E. Çakir,M,87,,15,M,1393995,EUR,1077062400,M,87,87,True,,,,,,,,,,,,,,,,,,0,,Eren Çakir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,home,Gaziantep FK,Eren Erdoğan,eren-erdogan,E. Erdoğan,F,77,175.0,26,M,997699,EUR,990489600,F,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,away,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187.0,288,M,190179,EUR,806803200,G,1,1,False,28.0,11.0,22.0,5.0,0.0,7.0,10.0,4.0,18.0,17.0,5.0,6.0,90.0,46.0,8.4,18.0,0.00113471,0,1.2174,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,
12528200,away,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178.0,205,M,140735,EUR,684028800,D,18,18,False,37.0,28.0,6.0,3.0,0.0,9.0,12.0,19.0,27.0,4.0,,,90.0,54.0,7.3,13.0,0.0449641,1,,,,2.0,4.0,4.0,3.0,,3.0,2.0,,,2.0,1.0,,1.0,,1.0,,0.0342,,2.0,1.0,,,,True,,,,,,
12528200,away,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185.0,294,M,187231,EUR,817862400,D,37,37,False,31.0,28.0,4.0,2.0,0.0,23.0,23.0,5.0,8.0,2.0,,,90.0,37.0,7.1,3.0,0.00513431,0,,,,,2.0,3.0,,,1.0,3.0,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,
12528200,away,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185.0,365,M,803023,EUR,914112000,D,4,4,False,46.0,39.0,4.0,,0.0,24.0,27.0,15.0,19.0,5.0,,,90.0,60.0,7.5,7.0,0.0523719,0,,,,,2.0,9.0,,,,1.0,,1.0,7.0,,,10.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,
12528200,away,Samsunspor,Marc Bola,marc-bola,M. Bola,D,16,185.0,262,M,862083,EUR,881625600,D,16,16,False,32.0,27.0,5.0,2.0,0.0,13.0,14.0,14.0,19.0,2.0,,,90.0,61.0,8.1,6.0,0.0205052,1,,,,1.0,,4.0,,,5.0,1.0,,,1.0,,1.0,3.0,3.0,,,0.0127,0.1365,,,2.0,2.0,,,,,,,,
12528200,away,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184.0,426,M,802850,EUR,836697600,M,6,6,False,53.0,46.0,7.0,4.0,0.0,22.0,24.0,24.0,29.0,7.0,,,90.0,71.0,7.5,8.0,0.0205095,1,,,,,5.0,9.0,2.0,,1.0,4.0,,2.0,2.0,1.0,,4.0,2.0,2.0,3.0,0.0245,,,1.0,,,,,,,,,,
12528200,away,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179.0,869,M,169113,EUR,742435200,M,17,17,False,15.0,12.0,1.0,1.0,0.0,6.0,6.0,6.0,9.0,1.0,,,60.0,28.0,7.1,7.0,0.00747796,3,,,,,5.0,2.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,1.0,0.253,0.4159,1.0,1.0,2.0,,,,,,,,1.0,
12528200,away,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177.0,634,M,837012,EUR,928281600,M,21,21,False,29.0,25.0,2.0,1.0,0.0,12.0,13.0,14.0,17.0,2.0,,,79.0,46.0,7.5,9.0,0.169846,3,,,,1.0,6.0,5.0,,1.0,,3.0,2.0,1.0,2.0,,2.0,1.0,,,,0.61,0.4237,3.0,2.0,2.0,,1.0,,1.0,,,,2.0,1.0
12528200,away,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180.0,800,M,352676,EUR,823824000,M,10,10,False,64.0,56.0,2.0,1.0,1.0,21.0,24.0,35.0,40.0,10.0,,,89.0,76.0,7.8,11.0,0.272992,2,,,,,6.0,4.0,1.0,,,2.0,2.0,3.0,,2.0,,,,1.0,,0.0467,,3.0,1.0,3.0,2.0,,,,1.0,,,,
12528200,away,Samsunspor,Arbnor Muja,arbnor-muja,A. Muja,M,7,179.0,523,M,890695,EUR,912297600,M,7,7,False,43.0,39.0,3.0,1.0,0.0,11.0,11.0,28.0,34.0,7.0,,,89.0,59.0,7.1,12.0,0.0415632,0,,Arbnor,Muja,2.0,4.0,5.0,1.0,1.0,,2.0,4.0,1.0,,,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,
12528200,away,Samsunspor,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190.0,1402,M,943593,EUR,885427200,F,9,9,False,24.0,13.0,,,0.0,5.0,5.0,8.0,19.0,1.0,,,89.0,34.0,6.7,14.0,0.011784,2,,,,,10.0,4.0,1.0,1.0,,,1.0,6.0,3.0,1.0,,,1.0,,,0.0772,,,1.0,2.0,1.0,1.0,,,,,,1.0,
12528200,away,Samsunspor,Landry Dimata,landry-dimata,L. Dimata,F,10,185.0,507,M,826944,EUR,873072000,F,14,14,True,11.0,8.0,,,0.0,3.0,5.0,5.0,7.0,1.0,,,30.0,17.0,6.7,4.0,0.0239989,0,,,,1.0,2.0,2.0,,,1.0,,,1.0,1.0,,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
12528200,away,Samsunspor,Celil Yüksel,celil-yuksel,C. Yüksel,M,5,165.0,84,M,806972,EUR,883612800,M,5,5,True,8.0,8.0,,,0.0,2.0,2.0,6.0,6.0,,,,11.0,12.0,6.6,2.0,0.0715098,0,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,
12528200,away,Samsunspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181.0,117,M,69351,EUR,663033600,M,8,8,True,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,,1.0,1.0,,,2.92e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,away,Samsunspor,Gaëtan Laura,gaetan-laura,G. Laura,F,,185.0,104,M,1004042,EUR,807580800,F,27,27,True,1.0,,,,0.0,,,,1.0,,,,1.0,1.0,,1.0,,0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12528200,away,Samsunspor,Ercan Kara,ercan-kara,E. Kara,F,9,192.0,254,M,843039,EUR,820627200,F,29,29,True,,,,,0.0,,,,,,,,1.0,3.0,,1.0,,0,,,,,2.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,
12528200,away,Samsunspor,Halil Yeral,halil-yeral,H. Yeral,G,45,190.0,27,M,897441,EUR,946684800,G,45,45,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,away,Samsunspor,Haluk Mustafa Tan,tan-haluk-mustafa,H. M. Tan,D,72,181.0,39,M,1605311,EUR,1114560000,D,72,72,True,,,,,,,,,,,,,,,,,,0,,Haluk Mustafa Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,away,Samsunspor,Bedirhan Çetin,bedirhan-cetin,B. Çetin,D,96,182.0,57,M,1215897,EUR,1151539200,D,96,96,True,,,,,,,,,,,,,,,,,,0,,Bedirhan Çetin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528200,away,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177.0,49,M,867727,EUR,865987200,D,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
