match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateCross,captain,stat_challengeLost,player_firstName,player_lastName,player_sofascoreId,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_penaltyWon,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside,stat_bigChanceCreated
12763970,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3216,M,865646,EUR,962409600,G,29,29,False,39.0,18.0,28.0,9.0,0.0,11.0,14.0,7.0,25.0,1.0,5.0,1.0,2.0,1.0,90.0,43.0,7.1,21.0,0.00126871,0,1.1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763970,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2164,M,151003,EUR,730080000,D,19,19,False,61.0,52.0,3.0,1.0,0.0,20.0,25.0,32.0,38.0,3.0,,,,,90.0,68.0,7.0,11.0,0.0545399,0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763970,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2307,M,1157713,EUR,916185600,D,4,4,False,73.0,64.0,3.0,1.0,0.0,42.0,46.0,22.0,27.0,3.0,8.0,,,,90.0,81.0,7.3,10.0,0.00831628,2,,,2.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,
12763970,home,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3300,M,142148,EUR,740534400,D,23,23,False,57.0,52.0,1.0,1.0,0.0,32.0,33.0,20.0,24.0,3.0,4.0,,,,90.0,74.0,7.4,8.0,0.00705073,0,,,2.0,2.0,5.0,8.0,2.0,,,,,1.0,4.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12763970,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2129,M,132318,EUR,708220800,M,77,77,False,25.0,23.0,1.0,,0.0,3.0,3.0,21.0,26.0,,1.0,,,,70.0,37.0,6.7,5.0,0.0149905,0,,4.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12763970,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1875,M,100389,EUR,670204800,M,15,15,False,61.0,54.0,4.0,,0.0,20.0,24.0,34.0,37.0,2.0,3.0,,,,90.0,67.0,6.8,7.0,0.0217368,0,,,,,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,True,1.0,,,,,,,,,,,,,,,,,
12763970,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7727,M,946888,EUR,931305600,M,13,13,False,51.0,44.0,5.0,1.0,0.0,13.0,14.0,31.0,38.0,,3.0,,,,90.0,62.0,7.3,10.0,0.036289,1,,1.0,,1.0,3.0,8.0,,,,,0.0192,,1.0,,1.0,4.0,2.0,,,,,,ederson99,3.0,2.0,1.0,1.0,1.0,,,,,,,,,
12763970,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2530,M,965011,EUR,1026345600,M,22,22,False,39.0,31.0,3.0,1.0,0.0,7.0,10.0,26.0,32.0,1.0,1.0,,,,89.0,51.0,6.8,11.0,0.190773,0,,3.0,,1.0,,2.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,
12763970,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14750,M,960441,EUR,984182400,F,17,17,False,21.0,17.0,,,0.0,3.0,3.0,14.0,19.0,1.0,3.0,,,,60.0,30.0,6.8,10.0,0.0127133,1,,1.0,1.0,1.0,3.0,2.0,,1.0,,,0.0496,,1.0,1.0,5.0,,1.0,,,1.0,,,cdk,,,,,,,,,,,,,,
12763970,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,86126,M,824200,EUR,877305600,F,11,11,False,25.0,24.0,,,0.0,5.0,5.0,22.0,24.0,,3.0,,,,89.0,44.0,7.0,9.0,0.126001,0,,4.0,1.0,,8.0,6.0,3.0,,,,,,4.0,4.0,1.0,,,3.0,,1.0,,,molalookman,5.0,2.0,,,2.0,,,,,,,,,
12763970,home,Atalanta,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186,15780,M,914501,EUR,925344000,F,32,32,False,12.0,8.0,,,0.0,1.0,3.0,7.0,9.0,,1.0,,,,70.0,19.0,6.1,5.0,0.0495978,2,,,1.0,1.0,2.0,3.0,,,,,0.8941,,1.0,1.0,1.0,1.0,1.0,,,,,,mateoretegui,,,,,1.0,2.0,2.0,1.471,1.0,,,,,
12763970,home,Atalanta,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,11,179,11258,M,47743,EUR,580608000,M,7,7,True,15.0,13.0,2.0,1.0,0.0,1.0,2.0,12.0,14.0,,1.0,,,,30.0,25.0,6.8,3.0,0.0090936,2,,1.0,2.0,,3.0,3.0,,2.0,,,0.0511,,1.0,,,2.0,1.0,,,,,,cuadrado,,,,,,,,,,,,,,
12763970,home,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2482,M,826185,EUR,958521600,M,16,16,True,11.0,10.0,1.0,,0.0,6.0,6.0,4.0,5.0,,1.0,,,,20.0,13.0,6.5,1.0,0.00158567,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763970,home,Atalanta,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189,9108,M,864898,EUR,930873600,F,10,10,True,4.0,4.0,,,0.0,,,4.0,6.0,,1.0,,,,20.0,11.0,6.6,5.0,0.00406539,0,,2.0,1.0,,1.0,1.0,,,,,,,1.0,,3.0,,,,,,,,nicolozaniolo,,,,,,,,,,,,,,
12763970,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,8,189,7391,M,190437,EUR,792288000,M,8,8,True,1.0,,,,0.0,,,,1.0,,,,,,1.0,1.0,,1.0,,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,pasalicmario,,,,,,,,,,,,,,
12763970,home,Atalanta,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4808,M,980624,EUR,1014508800,M,24,24,True,1.0,,,,0.0,,,,1.0,,,,,,1.0,3.0,,2.0,,0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,lakisamar10,,,,,,,,,,,,,,
