match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wasFouled,stat_aerialLost,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_penaltyMiss,stat_penaltyWon
12745313,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,24.0,22.0,7.0,5.0,0.0,20.0,21.0,2.0,3.0,9.0,2.0,1.0,1.0,3.0,2.0,2.0,90.0,29.0,7.2,2.0,0.0109003,0,-0.0866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12745313,home,Trabzonspor,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,79,179,416,M,1131249,EUR,980035200,D,79,79,False,,53.0,47.0,3.0,1.0,0.0,19.0,19.0,29.0,40.0,5.0,,,,,,,90.0,82.0,6.5,16.0,0.406539,2,,,,6.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0611,2.0,,,,,,,,,,,,,,,,,,,,
12745313,home,Trabzonspor,Stefan Savić,stefan-savic,S. Savić,D,15,186,1710,M,76265,EUR,663292800,D,15,15,False,,11.0,9.0,1.0,,0.0,4.0,5.0,5.0,6.0,,,,,,,,14.0,12.0,6.3,3.0,0.00567681,0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
12745313,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,False,,41.0,37.0,2.0,1.0,0.0,18.0,19.0,19.0,22.0,4.0,,,,,,,90.0,50.0,7.3,4.0,0.0143607,2,,,,,,2.0,4.0,,1.0,,1.0,,1.0,1.0,,0.5568,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7565,,,,,,,,,,
12745313,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,46.0,39.0,4.0,2.0,0.0,22.0,25.0,19.0,24.0,9.0,,,,,,,90.0,68.0,7.4,9.0,0.11889,1,,,,3.0,2.0,1.0,8.0,,3.0,,1.0,,2.0,3.0,1.0,0.0328,4.0,1.0,3.0,,,,,2.0,,,,1.0,1.0,,,,,,,,
12745313,home,Trabzonspor,Okay Yokuşlu,okay-yokuslu,O. Yokuşlu,M,5,190,809,M,97967,EUR,763171200,M,35,35,False,,68.0,59.0,2.0,,0.0,19.0,22.0,40.0,46.0,4.0,,,,,,,64.0,79.0,7.0,12.0,0.05286,1,,,,,,5.0,5.0,3.0,1.0,,,1.0,2.0,1.0,,0.0639,2.0,2.0,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,
12745313,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1292,M,859021,EUR,947635200,M,6,6,False,,75.0,71.0,7.0,3.0,0.0,26.0,27.0,47.0,50.0,3.0,,,,,,,90.0,89.0,7.6,4.0,0.140566,3,,,,2.0,2.0,1.0,2.0,,,,1.0,1.0,,,,0.086,2.0,1.0,,1.0,,1.0,2.0,,,,0.0208,,1.0,1.0,,,,,,,
12745313,home,Trabzonspor,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,M,61,61,False,,42.0,38.0,,,0.0,8.0,8.0,31.0,41.0,3.0,,,,,,,90.0,71.0,7.0,17.0,0.124933,2,,Cihan Canak,,7.0,1.0,7.0,8.0,3.0,6.0,,1.0,,,1.0,2.0,0.2296,,,5.0,1.0,,,,1.0,,1.0,0.0341,2.0,2.0,1.0,1.0,,,,,,
12745313,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,8,8,False,,16.0,14.0,1.0,1.0,0.0,6.0,7.0,10.0,14.0,1.0,,,,,,,45.0,37.0,7.0,11.0,0.109023,5,,,,5.0,2.0,6.0,5.0,4.0,2.0,,2.0,2.0,,1.0,1.0,0.1912,,2.0,1.0,1.0,,,,1.0,,,0.0352,1.0,1.0,,,1.0,,,,,
12745313,home,Trabzonspor,Mislav Oršić,mislav-orsic,M. Oršić,M,17,178,6128,M,88645,EUR,725587200,M,99,99,False,,20.0,16.0,1.0,1.0,0.0,8.0,9.0,8.0,13.0,2.0,,,,,,,45.0,32.0,6.7,8.0,0.0535469,2,,,,2.0,,4.0,3.0,1.0,1.0,,,1.0,,3.0,,0.0205,1.0,,,1.0,,,,1.0,,,0.0512,1.0,,1.0,,,orsic99,,,,
