match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_wonContest,captain,stat_goalAssist,stat_totalCross,stat_goals,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_outfielderBlock
10389971,home,Toulouse,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186,170,M,96542,EUR,731203200,G,30,30,False,20.0,17.0,5.0,2.0,16.0,17.0,1.0,3.0,4.0,1.0,1.0,90.0,26.0,6.7,4.0,0.0,0.0,0.00022176,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389971,home,Toulouse,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,12,12,False,47.0,36.0,4.0,3.0,16.0,18.0,20.0,29.0,12.0,,,90.0,78.0,7.1,19.0,0.0914,0.1685,0.0221354,2,Issiaga,Sylla,ISylla,3.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10389971,home,Toulouse,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186,600,M,991479,EUR,991094400,D,4,4,False,72.0,60.0,10.0,3.0,39.0,43.0,21.0,29.0,3.0,,,90.0,75.0,7.0,12.0,0.0,0.0,0.0269321,0,,,,1.0,4.0,2.0,5.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389971,home,Toulouse,Rasmus Nicolaisen,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,94.0,76.0,14.0,4.0,60.0,68.0,16.0,26.0,10.0,,,90.0,103.0,7.1,18.0,0.0,0.0,0.011987,0,,,,2.0,4.0,2.0,6.0,,,,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10389971,home,Toulouse,Moussa Diarra,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,23,23,False,61.0,54.0,5.0,3.0,39.0,43.0,15.0,18.0,9.0,,,83.0,81.0,7.3,12.0,0.0,0.0,0.0200411,0,,,,2.0,3.0,3.0,8.0,,2.0,,,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10389971,home,Toulouse,Brecht Dejaegere,brecht-dejaegere,B. Dejaegere,M,19,174,153,M,122859,EUR,675475200,M,10,10,False,18.0,15.0,1.0,1.0,7.0,8.0,8.0,12.0,3.0,,,70.0,31.0,8.3,8.0,0.4192,0.3521,0.227645,2,,,,2.0,,3.0,3.0,,2.0,1.0,1.0,,,1.0,1.0,3.0,,1.0,2.0,True,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10389971,home,Toulouse,Stijn Spierings,spierings-stijn,S. Spierings,M,6,189,224,M,788977,EUR,826588800,M,17,17,False,65.0,59.0,4.0,3.0,30.0,31.0,29.0,34.0,10.0,,,90.0,81.0,7.3,6.0,0.1591,0.0,0.0508201,2,,,,1.0,2.0,6.0,10.0,,1.0,,1.0,,1.0,3.0,3.0,,4.0,2.0,1.0,,,,,,3.0,1.0,,,,,,,,,,,
10389971,home,Toulouse,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1185,M,190883,EUR,806284800,M,8,8,False,74.0,62.0,15.0,13.0,24.0,30.0,40.0,54.0,6.0,,,90.0,95.0,7.6,23.0,0.0393,0.0,0.211038,1,,,,,,2.0,4.0,,3.0,,,,,1.0,,2.0,1.0,1.0,2.0,,,10.0,,2.0,,1.0,2.0,,,,,,,,,,
10389971,home,Toulouse,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17753,M,1192318,EUR,1038441600,F,28,28,False,43.0,34.0,4.0,2.0,10.0,11.0,25.0,35.0,4.0,,,90.0,57.0,6.7,15.0,0.1587,0.0,0.154322,1,,,fareschaibi28,1.0,1.0,4.0,3.0,1.0,1.0,,,,,,,3.0,1.0,1.0,1.0,,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10389971,home,Toulouse,Ado Onaiwu,ado-onaiwu,A. Onaiwu,M,45,180,644,M,489180,EUR,815788800,F,7,7,False,16.0,12.0,1.0,1.0,3.0,3.0,9.0,13.0,1.0,,,70.0,22.0,6.7,7.0,0.0745,0.0,0.0102627,1,,,,3.0,5.0,6.0,5.0,2.0,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
