match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,captain,stat_goalAssist,stat_penaltyFaced,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyConceded
11067363,home,Grêmio,Gabriel Grando,Gabriel Grando,gabriel-grando,G. Grando,G,12,192,1323,M,1111770,EUR,954288000,G,12,12,False,31.0,12.0,25.0,7.0,7.0,11.0,5.0,20.0,1.0,4.0,11.0,1.0,1.0,1.0,5.0,1.0,90.0,46.0,6.9,19.0,0.0,0.0,0.00077214,0,-0.0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067363,home,Grêmio,Thomas Luciano,,thomas-luciano,T. Luciano,D,2,180,71,M,1117180,EUR,1010966400,D,58,58,False,33.0,22.0,3.0,,8.0,11.0,14.0,25.0,8.0,5.0,4.0,2.0,,,,,90.0,68.0,6.7,23.0,0.0845,0.0,0.0431729,1,,,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,
11067363,home,Grêmio,Bruno Alves,,bruno-alves,B. Alves,D,3,184,261,M,551810,EUR,671760000,D,34,34,False,30.0,25.0,7.0,4.0,12.0,13.0,13.0,17.0,6.0,12.0,4.0,,,,,,90.0,50.0,6.9,5.0,0.1093,0.0,0.00361103,1,,,,3.0,6.0,5.0,,,,,3.0,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
11067363,home,Grêmio,Bruno Uvini,,bruno-uvini,Bruno Uvini,D,,187,190,M,158267,EUR,675907200,D,15,15,False,25.0,19.0,3.0,,13.0,18.0,6.0,7.0,6.0,5.0,3.0,1.0,,,,,90.0,40.0,6.4,6.0,0.0,0.0,0.00211773,0,,,,3.0,4.0,4.0,,,,,1.0,1.0,1.0,,,1.0,,3.0,1.0,,,,,,,,,,,,
11067363,home,Grêmio,Diogo Barbosa,,diogo-barbosa,D. Barbosa,D,16,180,555,M,243107,EUR,714009600,D,6,6,False,29.0,19.0,1.0,,9.0,14.0,10.0,15.0,4.0,3.0,8.0,1.0,,,,,90.0,49.0,6.1,16.0,0.0,0.0,0.0511417,0,,,,2.0,2.0,5.0,1.0,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,
11067363,home,Grêmio,Lucas Silva,,lucas-silva,L. Silva,M,16,182,2401,M,245159,EUR,729820800,M,16,16,False,17.0,14.0,2.0,2.0,8.0,9.0,6.0,9.0,3.0,,5.0,,,,,,45.0,27.0,6.6,6.0,0.0,0.0,0.0151892,0,,,1.0,,,4.0,2.0,,,,,3.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,
11067363,home,Grêmio,Lucas Milla,,lucas-milla,Lucas Milla,M,2,176,304,M,1176212,EUR,1043712000,M,45,45,False,29.0,18.0,3.0,,7.0,13.0,11.0,16.0,6.0,,4.0,,,,,,68.0,42.0,6.7,13.0,0.0,0.0,0.0194998,0,,,,1.0,,5.0,1.0,2.0,2.0,,,4.0,1.0,1.0,,2.0,,2.0,1.0,1.0,,,,,,,,,,,
11067363,home,Grêmio,Bitello,Bitello,bitello,Bitello,M,10,179,1768,M,1106839,EUR,947203200,M,39,39,False,36.0,30.0,1.0,1.0,12.0,14.0,18.0,23.0,11.0,4.0,9.0,6.0,,,,,90.0,64.0,6.8,13.0,0.1386,0.0,0.13118,2,,,1.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,,2.0,1.0,3.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,
11067363,home,Grêmio,Franco Cristaldo,,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,M,19,19,False,33.0,24.0,2.0,2.0,8.0,11.0,17.0,25.0,6.0,,2.0,3.0,,,,,68.0,53.0,6.8,15.0,0.9127,0.9945,0.0963617,3,,,3.0,4.0,,10.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,,4.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,
11067363,home,Grêmio,Vina,,vina,Vina,M,29,177,1454,M,1101714,EUR,671673600,M,11,11,False,15.0,11.0,1.0,,5.0,6.0,6.0,9.0,3.0,,2.0,1.0,,,,,45.0,23.0,6.1,7.0,0.0522,0.0,0.0186338,1,,,,1.0,2.0,4.0,2.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
