match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,player_firstName,player_lastName,stat_dispossessed,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_errorLeadToAShot,stat_bigChanceCreated,stat_totalOffside,stat_penaltyConceded
12117212,home,Atlético Goianiense,Ronaldo,ronaldo,Ronaldo,G,96,193,1025,M,840106,EUR,840672000,G,1,1,False,29.0,18.0,20.0,9.0,0.0,11.0,11.0,7.0,18.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,90.0,34.0,7.0,11.0,0.00196952,0,-0.4072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117212,home,Atlético Goianiense,Bruno Tubarão,bruno-tubarao,B. Tubarão,D,29,180,421,M,931588,EUR,796348800,D,2,2,False,25.0,21.0,2.0,1.0,0.0,12.0,12.0,11.0,15.0,3.0,2.0,2.0,,,,,80.0,40.0,6.5,6.0,0.107438,2,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0585,2.0,,,,,,,,,,,,,,,,,,,,,
12117212,home,Atlético Goianiense,Adriano Martins,adriano-martins,Adriano Martins,D,4,193,138,M,1008459,EUR,859852800,D,3,3,False,32.0,26.0,10.0,4.0,0.0,16.0,16.0,10.0,16.0,4.0,9.0,5.0,1.0,,,,90.0,50.0,7.3,7.0,0.00694746,1,,,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.1298,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12117212,home,Atlético Goianiense,Luiz Felipe,luiz-felipe,Luiz Felipe,D,3,187,139,M,831993,EUR,747532800,D,4,4,False,26.0,20.0,6.0,2.0,0.0,14.0,16.0,6.0,10.0,3.0,7.0,3.0,1.0,,,,90.0,35.0,6.6,6.0,0.0836401,0,,,,2.0,5.0,,,1.0,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,
12117212,home,Atlético Goianiense,Guilherme Romão,guilherme-romao,G. Romão,D,5,179,114,M,883908,EUR,876182400,D,6,6,False,24.0,14.0,4.0,1.0,0.0,6.0,9.0,8.0,17.0,1.0,3.0,2.0,,,,,90.0,49.0,6.7,23.0,0.00658035,1,,2.0,,,5.0,,1.0,1.0,1.0,1.0,3.0,,,,2.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,
12117212,home,Atlético Goianiense,Rhaldney,rhaldney,Rhaldney,M,26,184,223,M,992024,EUR,911520000,M,8,8,False,34.0,30.0,3.0,3.0,0.0,12.0,13.0,18.0,21.0,6.0,,5.0,1.0,,,,62.0,41.0,7.0,5.0,0.169253,1,,,,2.0,4.0,,,,2.0,,,2.0,0.0661,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.1904,,,,,,,,,,,
12117212,home,Atlético Goianiense,Gonzalo Freitas,gonzalo-freitas,G. Freitas,M,5,186,80,M,162579,EUR,686361600,M,5,5,False,22.0,21.0,1.0,1.0,0.0,9.0,10.0,12.0,12.0,4.0,5.0,1.0,,,,,90.0,36.0,6.8,1.0,0.00507179,2,,,,1.0,5.0,1.0,1.0,1.0,3.0,1.0,,1.0,0.06,,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,
12117212,home,Atlético Goianiense,Janderson,janderson,Janderson,M,99,161,276,M,870898,EUR,919987200,M,7,7,False,13.0,12.0,1.0,1.0,0.0,3.0,4.0,11.0,14.0,3.0,,3.0,1.0,,,,75.0,27.0,6.9,9.0,0.197819,1,,5.0,2.0,,2.0,,,,2.0,1.0,4.0,,0.2343,1.0,,1.0,,,,,,1.0,1.0,0.3684,,,,,,,,,,,
12117212,home,Atlético Goianiense,Joel Campbell,joel-campbell,J. Campbell,F,10,178,1405,M,154508,EUR,709516800,M,10,10,False,18.0,15.0,,,0.0,7.0,7.0,10.0,15.0,3.0,1.0,3.0,,,,,62.0,32.0,7.0,9.0,0.0935165,1,,4.0,2.0,1.0,4.0,1.0,,,2.0,2.0,2.0,,0.1982,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,
12117212,home,Atlético Goianiense,Luiz Fernando,luiz-fernando,Luiz Fernando,M,32,178,624,M,874143,EUR,845424000,M,11,11,False,15.0,8.0,2.0,1.0,0.0,4.0,6.0,4.0,9.0,5.0,,8.0,1.0,,,,84.0,32.0,7.3,11.0,0.0111134,3,,,,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,0.2569,,,2.0,1.0,,,,1.0,,1.0,0.8652,True,,,,,,,,,,
