match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_goals,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_totalContest,stat_wonContest,stat_totalCross,stat_bigChanceMissed,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_penaltyWon,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
11352332,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,35.0,25.0,14.0,4.0,25.0,29.0,6.0,1.0,9.0,1.0,5.0,1.0,6.0,90.0,51.0,7.5,11.0,0.00010791,0,-0.4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352332,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49594,M,ReeceJ,885908,EUR,944611200,D,24,24,False,33.0,27.0,4.0,3.0,18.0,20.0,13.0,1.0,1.0,,,,,64.0,49.0,7.2,8.0,0.0270803,2,,,,True,1.0,9.0,1.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0871,0.2607,2.0,,,,,,,,,,,,,,,,,
11352332,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,axel_disasi,827243,EUR,889574400,D,2,2,False,70.0,66.0,6.0,3.0,55.0,58.0,12.0,7.0,5.0,,,,,90.0,82.0,6.3,5.0,0.00308379,0,,,,,,11.0,,2.0,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11352332,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,55.0,51.0,6.0,3.0,45.0,47.0,8.0,1.0,4.0,,,,,90.0,61.0,6.8,4.0,0.00198456,1,,,,,,6.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,0.0693,0.1449,,,,1.0,2.0,,,,,,,,,,,,,
11352332,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,38.0,32.0,4.0,2.0,23.0,27.0,11.0,2.0,2.0,,,,,90.0,59.0,6.2,7.0,0.00530639,0,,,,,,9.0,,4.0,6.0,2.0,,,,,4.0,3.0,1.0,2.0,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,
11352332,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,34.0,30.0,1.0,1.0,23.0,26.0,8.0,1.0,6.0,,,,,89.0,39.0,6.5,5.0,0.00716308,1,,,,,,7.0,,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,0.0347,,2.0,,,,,,3.0,1.0,1.0,,,,,,,,,
11352332,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,41.0,35.0,2.0,1.0,21.0,25.0,17.0,1.0,4.0,,,,,64.0,52.0,6.5,9.0,0.00961499,1,,,,,,14.0,,3.0,4.0,2.0,1.0,,,1.0,1.0,1.0,,2.0,0.0412,,,,,,,,,1.0,1.0,1.0,,,,,,,,
11352332,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,33.0,26.0,2.0,2.0,16.0,18.0,17.0,1.0,4.0,,,,,90.0,52.0,6.7,15.0,0.0405761,3,,,,,,10.0,,4.0,3.0,1.0,1.0,,2.0,1.0,1.0,1.0,4.0,1.0,1.3114,1.9182,1.0,1.0,,1.0,,,,2.0,1.0,2.0,1.0,,,,,,,
11352332,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,40.0,38.0,4.0,3.0,18.0,18.0,23.0,,6.0,,,,,90.0,61.0,7.5,6.0,0.0962917,3,,,,,1.0,21.0,,6.0,6.0,1.0,,,2.0,,3.0,2.0,4.0,2.0,0.0952,0.1302,2.0,,,,,,5.0,1.0,1.0,1.0,,1.0,1.0,,,,,
11352332,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,M,7,7,False,25.0,15.0,,,4.0,6.0,22.0,1.0,8.0,,,,,90.0,55.0,7.1,21.0,0.13863,2,,,,,,11.0,,12.0,10.0,2.0,,,1.0,,3.0,,1.0,3.0,0.4537,0.9475,1.0,1.0,,1.0,1.0,,3.0,10.0,4.0,3.0,,,1.0,1.0,,,,
11352332,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,12.0,6.0,,,4.0,6.0,6.0,1.0,1.0,,,,,89.0,23.0,7.0,11.0,0.011664,3,,Nicolas Jackson,,,,2.0,1.0,3.0,2.0,,1.0,,2.0,1.0,,,1.0,,0.681,0.6972,,,,1.0,,,,3.0,1.0,,,,,,,,,
11352332,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,True,26.0,24.0,1.0,1.0,17.0,18.0,8.0,1.0,,,,,,26.0,31.0,6.4,3.0,0.00641479,1,,,,,,7.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,0.1969,,,,,,,,,,,,1.0,,1.0,,,,,
11352332,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175,54452,M,MMudryk10,958966,EUR,978652800,M,10,10,True,2.0,2.0,,,,,2.0,,,,,,,26.0,8.0,6.3,3.0,0.00178977,0,,,,,,2.0,,3.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,
11352332,home,Chelsea,Lesley Ugochukwu,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,l.ugochukwu8,1048916,EUR,1080259200,M,16,16,True,,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352332,home,Chelsea,Armando Broja,armando-broja,A. Broja,F,27,191,8716,M,armando.broja,996985,EUR,1000080000,F,19,19,True,,,,,,,,,1.0,,,,,11.0,3.0,6.9,1.0,,0,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,,
11352332,home,Chelsea,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352332,home,Chelsea,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,maatsen_,976263,EUR,1015718400,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352332,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10555,M,badiashile,904827,EUR,985564800,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
