match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wasFouled,stat_challengeLost,stat_interceptionWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_goalAssist
11396312,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,48.0,39.0,18.0,10.0,34.0,34.0,5.0,14.0,6.0,1.0,2.0,1.0,1.0,90.0,53.0,6.7,9.0,0.00132995,0,0.2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396312,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,D,3,3,False,,28.0,22.0,3.0,2.0,12.0,14.0,11.0,17.0,1.0,,,,,63.0,42.0,7.1,9.0,0.333128,0,,,,3.0,1.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11396312,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,84.0,76.0,8.0,3.0,48.0,51.0,28.0,33.0,8.0,,,,,90.0,92.0,7.0,9.0,0.0459624,0,,,,,,3.0,4.0,4.0,6.0,,,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
11396312,home,TSG Hoffenheim,John Brooks,john-brooks,J. Brooks,D,25,193,355,M,132149,EUR,728179200,D,23,23,False,,100.0,90.0,16.0,10.0,53.0,58.0,37.0,42.0,8.0,,,,,90.0,112.0,7.5,10.0,0.0894635,0,,,,,,1.0,6.0,5.0,8.0,,,,3.0,1.0,,,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11396312,home,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,,61.0,49.0,2.0,1.0,20.0,21.0,29.0,44.0,8.0,,,,,90.0,99.0,7.6,23.0,0.0865513,0,,,,4.0,,,2.0,5.0,12.0,7.0,4.0,,,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
11396312,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,37.0,29.0,1.0,1.0,16.0,19.0,13.0,18.0,8.0,,,,,63.0,54.0,7.4,11.0,0.221121,4,,,,,,,2.0,3.0,5.0,,,,2.0,3.0,2.0,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,0.1983,0.035,,,,,,,,,,
11396312,home,TSG Hoffenheim,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,M,11,11,False,,86.0,71.0,6.0,3.0,31.0,36.0,41.0,51.0,11.0,,,,,90.0,103.0,7.4,16.0,0.134127,1,,,,1.0,1.0,2.0,3.0,8.0,9.0,2.0,2.0,,2.0,3.0,2.0,,2.0,,,1.0,4.0,3.0,,,1.0,,0.0311,0.2381,,,,,,,,,,
11396312,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,49.0,39.0,3.0,1.0,18.0,19.0,21.0,30.0,3.0,,,,,90.0,57.0,6.7,11.0,0.284706,1,,,,,,1.0,1.0,5.0,3.0,,,,,1.0,,1.0,1.0,,,1.0,3.0,1.0,,1.0,,,0.0941,,,,,,,,,,,
11396312,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,,43.0,39.0,,,10.0,10.0,33.0,42.0,6.0,,,,,86.0,62.0,7.9,12.0,0.297536,4,,,,9.0,4.0,1.0,,4.0,,3.0,,,,,,,,6.0,,,,,,1.0,2.0,1.0,1.0455,1.2072,andrejkramaric,1.0,,,,,,,,
11396312,home,TSG Hoffenheim,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197,6772,M,252215,EUR,713145600,F,10,10,False,,37.0,26.0,,,9.0,10.0,18.0,29.0,1.0,,,,,86.0,50.0,7.8,14.0,0.481311,4,,,,2.0,1.0,3.0,8.0,5.0,9.0,,,,,,,2.0,1.0,3.0,,1.0,1.0,,,,1.0,3.0,0.4661,0.0639,wout.weghorst,,,,,,,,,
