match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_wasFouled,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
14167941,home,Stade Brestois,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191.0,1544,M,849114,EUR,942710400,G,1,1,False,27.0,24.0,4.0,1.0,0.0,24.0,26.0,1.0,1.0,12.0,1.0,2.0,90.0,38.0,7.4,3.0,0.00012017,0.1512,0,0.1074,0.01,0.01,0.3,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167941,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178.0,604,M,141080,EUR,686448000,D,77,77,False,44.0,39.0,7.0,5.0,0.0,25.0,26.0,18.0,2.0,3.0,,,90.0,65.0,7.0,14.0,0.456098,,0,,0.51,-0.08,-0.03,,14.0,3.0,2.0,8.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14167941,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181.0,234,M,328035,EUR,788054400,D,5,5,False,64.0,54.0,8.0,3.0,0.0,40.0,42.0,22.0,5.0,4.0,,,90.0,71.0,6.9,11.0,0.0151108,,0,,0.06,0.17,0.2,,14.0,1.0,,4.0,,,,,,2.0,,,,True,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
14167941,home,Stade Brestois,Soumaila Coulibaly,soumaila-coulibaly,S. Coulibaly,D,44,190.0,1100,M,1001858,EUR,1066089600,D,44,44,False,53.0,47.0,8.0,5.0,0.0,29.0,30.0,23.0,4.0,5.0,,,90.0,62.0,7.4,7.0,0.00676353,,1,,0.14,0.13,0.43,,18.0,,,2.0,,,,,1.0,2.0,,,,,,4.0,4.0,,1.0,1.0,1.0,0.0531,-0.21,,,,,,,,,,,,,,
14167941,home,Stade Brestois,Bradley Locko,bradley-locko,B. Locko,D,2,180.0,637,M,1129382,EUR,1020643200,D,2,2,False,35.0,25.0,4.0,4.0,0.0,11.0,16.0,19.0,,3.0,,,90.0,56.0,7.1,18.0,0.0178747,,0,,0.13,0.08,0.14,,14.0,2.0,,3.0,,,3.0,,4.0,1.0,,,,,2.0,1.0,5.0,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,,,
14167941,home,Stade Brestois,Joris Chotard,joris-chotard,J. Chotard,M,13,179.0,541,M,976396,EUR,1001289600,M,13,13,False,43.0,34.0,2.0,,0.0,14.0,15.0,28.0,3.0,6.0,,,90.0,52.0,6.7,11.0,0.0164584,,0,,0.02,0.13,0.22,,20.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,
14167941,home,Stade Brestois,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185.0,452,M,787889,EUR,862272000,M,24,24,False,19.0,17.0,2.0,2.0,0.0,6.0,6.0,13.0,,1.0,,,71.0,36.0,7.0,5.0,0.0630754,,1,,0.18,0.33,0.13,,11.0,1.0,1.0,5.0,,1.0,,,1.0,2.0,1.0,,,,2.0,2.0,6.0,,1.0,,,0.0314,-0.04,,4.0,3.0,,,,,,,,,,,
14167941,home,Stade Brestois,Mama Baldé,mama-balde,M. Baldé,F,17,183.0,1081,M,557166,EUR,815616000,M,17,17,False,17.0,12.0,2.0,,0.0,1.0,2.0,15.0,1.0,2.0,,,72.0,30.0,6.5,8.0,0.0143845,,3,,0.03,0.15,-0.04,,11.0,1.0,1.0,4.0,,,3.0,,1.0,2.0,,,,,1.0,2.0,4.0,1.0,2.0,,2.0,0.1107,-0.13,1.0,,,1.0,,,,,,,,,,
14167941,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172.0,689,M,825681,EUR,828057600,M,10,10,False,36.0,25.0,1.0,1.0,0.0,5.0,5.0,31.0,,4.0,,,90.0,77.0,6.4,40.0,0.331165,,0,,0.26,0.07,-0.15,,20.0,20.0,4.0,5.0,,2.0,3.0,1.0,8.0,,4.0,,,,,,2.0,,,,,,,,2.0,2.0,,1.0,,,,,,,,,
14167941,home,Stade Brestois,Pathé Mboup,pathe-mboup,P. Mboup,M,99,175.0,1976,M,1410231,EUR,1066521600,M,99,99,False,14.0,13.0,,,0.0,4.0,4.0,10.0,1.0,7.0,,,82.0,43.0,6.6,15.0,0.0303129,,1,,0.23,0.03,-0.05,,9.0,,,9.0,1.0,1.0,8.0,,8.0,4.0,1.0,Pathé Mboup,,,,1.0,8.0,1.0,,,3.0,0.3067,0.03,4.0,2.0,1.0,,,1.0,1.0,1.0,0.319,,,,,
