match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,injury,from
11048674,FT,0.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
11048674,,0.0,3.0,,90,5.0,,1,,,goal,168462542.0,False,regular,1194545.0,Fernando Garcia,,,,,
11048674,,,,,90,4.0,,1,,,card,120675255.0,False,yellow,155859.0,Christopher Nanco,Christopher Nanco,Time wasting,False,,
11048674,,,,,83,,,8,,,substitution,121645213.0,False,injury,,,,,,True,
11048674,,,,,83,,,8,,,substitution,121645212.0,True,regular,,,,,,False,
11048674,,,,,69,,,22,,,substitution,121645193.0,True,regular,,,,,,False,
11048674,,,,,69,,,22,,,substitution,121645195.0,False,regular,,,,,,False,
11048674,,,,,69,,,22,,,substitution,121645194.0,False,injury,,,,,,True,
11048674,,,,,62,,,29,,,substitution,121645181.0,False,regular,,,,,,False,
11048674,,,,,62,,,29,,,card,120675230.0,False,yellow,925436.0,Duván Angarita Canchilla,Duván Angarita Canchilla,Foul,False,,
11048674,,0.0,2.0,,57,,,34,,,goal,168462212.0,False,penalty,982907.0,Gabriel Rodriguez,,,,,penalty
11048674,,,,,53,,,38,,,substitution,121645178.0,True,regular,,,,,,False,
11048674,,,,,46,,,45,,,substitution,121645172.0,False,regular,,,,,,False,
11048674,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
11048674,,,,,43,,,3,,,card,120675195.0,True,yellow,1479783.0,Gian-Luca Schunke,Gian-Luca Schunke,Foul,False,,
11048674,,,,,38,,,8,,,card,120675193.0,False,yellow,984459.0,Duran Lee,Duran Lee,Argument,False,,
11048674,,,,,38,,,8,,,card,120675191.0,True,yellow,1479743.0,Seth Poku,Seth Poku,Argument,False,,
11048674,,,,,34,,,12,,,card,120675188.0,False,yellow,983287.0,Nicolas Torres Massafierro,Nicolas Torres Massafierro,Foul,False,,
11048674,,0.0,1.0,,21,,,25,,,goal,168461772.0,False,regular,982907.0,Gabriel Rodriguez,,,,,
11048674,,,,,17,,,29,,,card,120675172.0,True,yellow,1479706.0,Enil García,Enil García,Foul,False,,
