match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_keyPass,stat_totalCross,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_fouls,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_goals
11877066,home,Gillingham,Oliver Hawkins,,,oliver-hawkins,O. Hawkins,F,12,195,24,M,770467,EUR,702691200,F,12,12,False,24.0,17.0,2.0,2.0,1.0,2.0,16.0,22.0,3.0,,4.0,,,86.0,40.0,7.2,11.0,2,6.0,6.0,,1.0,1.0,1.0,,8.0,11.0,,,2.0,1.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,2.0,,,
11877066,home,Gillingham,Jayden Clarke,Jayden Clarke,,jayden-clarke,J. Clarke,M,14,175,29,M,1488359,EUR,989280000,M,17,17,True,6.0,5.0,,,2.0,2.0,3.0,4.0,1.0,,1.0,,,30.0,14.0,6.6,3.0,0,,2.0,1.0,2.0,1.0,1.0,,,2.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,
11877066,home,Gillingham,Tom Nichols,,,tom-nichols,T. Nichols,M,7,178,25,M,73529,EUR,746496000,F,9,9,True,4.0,2.0,,,,,2.0,4.0,,,3.0,,,30.0,10.0,6.3,6.0,0,,3.0,2.0,,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,
11877066,home,Gillingham,George Lapslie,,,george-lapslie,G. Lapslie,M,32,180,122,M,864504,EUR,873417600,M,7,7,True,,,,,,,,,,,1.0,,,4.0,2.0,,1.0,1,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
11877066,home,Gillingham,Timothée Dieng,Timothée,Dieng,timothee-dieng,T. Dieng,M,38,189,17,M,178945,EUR,702777600,M,38,38,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,4.0,3.0,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,home,Gillingham,Macauley Bonne,Macauley,Bonne,macauley-bonne,M. Bonne,F,17,180,153,M,360390,EUR,814665600,M,45,45,True,2.0,1.0,,,,,1.0,2.0,,,,,,4.0,4.0,,1.0,0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11877066,home,Gillingham,Glenn Morris,,,glenn-morris,G. Morris,G,1,183,14,M,20214,EUR,440726400,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,home,Gillingham,Max Clark,,,max-clark,M. Clark,D,3,180,31,M,836797,EUR,822009600,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,home,Gillingham,Robbie McKenzie,,,robbie-mckenzie,R. McKenzie,M,14,184,18,M,895587,EUR,906681600,D,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,home,Gillingham,Shaun Williams,,,shaun-williams,S. Williams,M,,176,14,M,55253,EUR,530064000,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,away,Sheffield United,Wesley Foderingham,,,wesley-foderingham,W. Foderingham,G,25,185,330,M,187861,EUR,663811200,G,18,18,False,27.0,22.0,8.0,3.0,21.0,23.0,1.0,4.0,4.0,,,1.0,1.0,90.0,30.0,6.9,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,away,Sheffield United,Femi Seriki,,,femi-seriki,F. Seriki,D,38,180,154,M,966458,EUR,1019952000,D,38,38,False,51.0,47.0,2.0,1.0,23.0,24.0,24.0,28.0,5.0,,3.0,,,90.0,85.0,6.7,14.0,1,,7.0,,1.0,,,1.0,2.0,5.0,,,1.0,1.0,,1.0,,,2.0,2.0,,4.0,,,,1.0,,,,
11877066,away,Sheffield United,Jack Robinson,,,jack-robinson,J. Robinson,D,6,180,147,M,98454,EUR,746841600,D,19,19,False,87.0,80.0,9.0,5.0,52.0,55.0,28.0,32.0,1.0,,1.0,,,90.0,99.0,7.3,8.0,0,5.0,6.0,,4.0,,,,3.0,4.0,,1.0,,,True,,,,1.0,1.0,,1.0,1.0,,,,,,,
11877066,away,Sheffield United,Rhys Norrington-Davies,,,rhys-norrington-davies,R. Norrington-Davies,D,18,181,104,M,911708,EUR,924739200,D,33,33,False,84.0,81.0,7.0,6.0,60.0,61.0,21.0,23.0,2.0,,,,,86.0,94.0,6.8,5.0,0,2.0,5.0,,6.0,,,,2.0,2.0,,,,,,2.0,,,1.0,,,,,,,,,,,
11877066,away,Sheffield United,Luke Thomas,,,luke-thomas,L. Thomas,D,33,178,488,M,991584,EUR,992131200,D,14,14,False,99.0,90.0,11.0,4.0,47.0,48.0,43.0,52.0,6.0,,,,,90.0,121.0,7.8,13.0,1,,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,,,,,,,,,,2.0,1.0,,,1.0,,,,
11877066,away,Sheffield United,James McAtee,,,james-mcatee,J. McAtee,M,24,180,10486,M,1003334,EUR,1034899200,M,28,28,False,44.0,39.0,,,6.0,6.0,33.0,40.0,4.0,,1.0,,,90.0,72.0,9.3,16.0,5,1.0,10.0,,1.0,,3.0,2.0,,7.0,1.0,,1.0,1.0,,2.0,2.0,,1.0,1.0,,11.0,5.0,,,2.0,,jamesmcatee_,1.0,2.0
11877066,away,Sheffield United,Gustavo Hamer,,,gustavo-hamer,G. Hamer,M,8,169,1006,M,837495,EUR,867110400,M,8,8,False,73.0,59.0,7.0,1.0,17.0,19.0,42.0,57.0,3.0,,1.0,,,90.0,94.0,8.0,20.0,3,,3.0,,2.0,,7.0,3.0,,6.0,2.0,,3.0,3.0,,1.0,1.0,,1.0,1.0,,3.0,2.0,1.0,,,,,1.0,
11877066,away,Sheffield United,Oliver Norwood,,,oliver-norwood,O. Norwood,M,26,180,229,M,100637,EUR,671414400,M,16,16,False,96.0,81.0,16.0,10.0,37.0,43.0,44.0,53.0,4.0,,1.0,,,90.0,102.0,7.7,17.0,0,,3.0,,,,1.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,2.0,,,,,1.0,,,,,1.0,
11877066,away,Sheffield United,Andre Brooks,,,andre-brooks,A. Brooks,M,11,180,248,M,1396445,EUR,1061337600,M,35,35,False,35.0,33.0,,,19.0,20.0,14.0,16.0,5.0,,3.0,,,77.0,54.0,7.1,11.0,1,1.0,7.0,,,,,1.0,1.0,8.0,,,2.0,1.0,,2.0,1.0,,1.0,2.0,,6.0,3.0,,,,,,,
11877066,away,Sheffield United,Cameron Archer,,,cameron-archer,C. Archer,F,19,181,981,M,993451,EUR,1007856000,M,10,10,False,25.0,23.0,1.0,1.0,6.0,6.0,17.0,21.0,2.0,,3.0,,,72.0,42.0,6.8,10.0,5,,4.0,1.0,1.0,,1.0,2.0,,2.0,2.0,,1.0,1.0,,2.0,2.0,,,,,2.0,1.0,,1.0,1.0,1.0,,,
11877066,away,Sheffield United,William Osula,,,osula-william,W. Osula,F,18,191,2970,M,1122603,EUR,1059955200,F,32,32,False,8.0,7.0,1.0,1.0,,,7.0,8.0,2.0,,1.0,,,72.0,20.0,8.2,4.0,4,2.0,3.0,,1.0,,1.0,,1.0,3.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,2.0,,,,2.0
11877066,away,Sheffield United,Ben Brereton Díaz,,,ben-brereton-diaz,B. Brereton Díaz,M,25,188,6392,M,867583,EUR,924393600,F,11,11,True,10.0,8.0,,,,1.0,8.0,9.0,1.0,,1.0,,,18.0,13.0,6.9,3.0,1,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,ben.brereton,,
11877066,away,Sheffield United,Rhian Brewster,,,rhian-brewster,R. Brewster,F,10,180,881,M,878705,EUR,954547200,F,7,7,True,6.0,5.0,,,2.0,2.0,3.0,4.0,2.0,,,,,18.0,11.0,6.4,1.0,2,1.0,1.0,,,,,,,3.0,1.0,,,,,,,,,3.0,,,,,1.0,1.0,,,,
11877066,away,Sheffield United,Vinícius Souza,,,vinicius-souza,Vinicius,M,5,187,1715,M,979290,EUR,929577600,M,21,21,True,9.0,8.0,,,2.0,3.0,6.0,6.0,,,,,,13.0,11.0,6.7,1.0,0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11877066,away,Sheffield United,Ben Osborn,Ben,Osborn,ben-osborn,B. Osborn,M,23,176,75,M,282665,EUR,776044800,M,23,23,True,2.0,2.0,,,,,2.0,2.0,,,,,,4.0,3.0,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,away,Sheffield United,Adam Davies,,,adam-davies,A. Davies,G,17,185,111,M,288997,EUR,711331200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,away,Sheffield United,Evan Easton,,,easton-evan,E. Easton,D,35,188,12,M,1403156,EUR,1105660800,D,43,43,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,away,Sheffield United,Ismaila Cheick Coulibaly,,,ismaila-cheick-coulibaly,I. C. Coulibaly,M,4,183,274,M,873632,EUR,977702400,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,away,Sheffield United,Jili Buyabu,Jili,Buyabu,jili-buyabu,J. Buyabu,M,24,182,21,M,1973066,EUR,1031443200,D,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877066,away,Sheffield United,Oliver McBurnie,,,oliver-mcburnie,O. McBurnie,F,9,188,1008,M,367228,EUR,833846400,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
