match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_penaltyMiss,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_wasFouled,player_sofascoreId,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_penaltyWon,stat_goals,stat_errorLeadToAGoal,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_goalAssist
10437997,home,FC Arouca,Thiago Rodrigues,Thiago Rodrigues,da Silva,thiago-da-silva,Thiago,G,1,188,92,M,358544,EUR,834537600,G,16,16,False,16.0,14.0,6.0,4.0,12.0,13.0,2.0,3.0,2.0,2.0,2.0,10.0,2.0,4.0,4.0,1.0,90.0,35.0,6.9,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437997,home,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,38.0,30.0,9.0,4.0,11.0,12.0,19.0,28.0,,4.0,4.0,2.0,,,,,90.0,65.0,6.8,12.0,0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10437997,home,FC Arouca,João Basso,,,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,63.0,59.0,5.0,3.0,36.0,37.0,23.0,26.0,2.0,3.0,7.0,4.0,,,,,90.0,78.0,6.7,4.0,2,,3.0,4.0,1.0,,,1.0,1.0,,,True,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10437997,home,FC Arouca,Nino Galović,,,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,False,45.0,40.0,3.0,,36.0,38.0,4.0,7.0,1.0,1.0,5.0,3.0,,,,,90.0,54.0,6.7,6.0,0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10437997,home,FC Arouca,Mateus Quaresma,,,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,False,43.0,34.0,6.0,3.0,23.0,27.0,12.0,19.0,,4.0,,8.0,,,,,90.0,70.0,6.8,16.0,0,3.0,1.0,5.0,2.0,5.0,4.0,,,1.0,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10437997,home,FC Arouca,Ismaila Soro,,,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,False,47.0,38.0,6.0,4.0,22.0,26.0,16.0,21.0,,4.0,1.0,6.0,,,,,84.0,58.0,6.6,11.0,1,,,5.0,,2.0,1.0,3.0,2.0,4.0,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,
10437997,home,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,67.0,61.0,4.0,3.0,34.0,34.0,27.0,34.0,1.0,3.0,1.0,5.0,,,,,90.0,78.0,7.0,8.0,1,1.0,1.0,5.0,3.0,1.0,1.0,,,1.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10437997,home,FC Arouca,Morlaye Sylla,,,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,35.0,27.0,4.0,2.0,8.0,8.0,22.0,35.0,1.0,5.0,1.0,5.0,,,,,90.0,60.0,7.4,18.0,1,8.0,,1.0,,1.0,,2.0,2.0,,,,,1.0,,,1.0,,3.0,2.0,2.0,,2.0,morlayesylla2,,,,,,,,,,,
10437997,home,FC Arouca,Alan Ruiz,,,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,M,10,10,False,53.0,45.0,8.0,6.0,17.0,20.0,28.0,36.0,5.0,13.0,1.0,2.0,,,,,90.0,77.0,8.2,19.0,2,3.0,3.0,11.0,,7.0,3.0,,,3.0,,,,1.0,,,,,,3.0,5.0,,5.0,,1.0,1.0,1.0,1.0,,,,,,,
10437997,home,FC Arouca,Antony Alves,Antony,,antony-alves,A. Alves,M,11,178,335,M,1105971,EUR,999907200,M,11,11,False,22.0,21.0,1.0,1.0,9.0,9.0,12.0,13.0,,2.0,,5.0,,,,,76.0,31.0,6.5,6.0,1,,,5.0,,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,
10437997,home,FC Arouca,Rafa Mújica,,,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,8.0,6.0,,,1.0,2.0,5.0,6.0,,6.0,2.0,,,,,,84.0,28.0,7.8,5.0,9,,5.0,11.0,,3.0,2.0,,,4.0,,,1.0,4.0,1.0,,,,,1.0,1.0,1.0,4.0,,1.0,,4.0,,1.0,,,,,,
10437997,home,FC Arouca,Arsénio Nunes,,,arsenio-nunes,A. Nunes,F,12,180,45,M,252087,EUR,620438400,M,8,8,True,10.0,6.0,,,2.0,2.0,4.0,8.0,,1.0,,1.0,,,,,14.0,12.0,6.2,5.0,0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10437997,home,FC Arouca,Yusuf Lawal,,,yusuf-lawal,Y. Lawal,M,24,175,112,M,898808,EUR,890611200,F,7,7,True,3.0,3.0,,,,,3.0,3.0,,2.0,,1.0,,,,,10.0,5.0,6.7,,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10437997,home,FC Arouca,Bruno Marques,,,bruno-marques,Bruno Marques,F,22,194,113,M,978517,EUR,919641600,F,9,9,True,1.0,,,,,,,1.0,1.0,1.0,,,,,,,10.0,1.0,6.5,1.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10437997,home,FC Arouca,João Valido,,,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,92,92,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437997,home,FC Arouca,Sema Velázquez,,,sema-velazquez,S. Velázquez,D,4,184,107,M,838389,EUR,652752000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437997,home,FC Arouca,Weverson,,,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
