match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialWon,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_aerialLost,stat_keyPass,stat_challengeLost,stat_totalOffside,stat_blockedScoringAttempt,stat_goalAssist,stat_accurateCross,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
10878378,home,Milton Keynes Dons,Jamie Cumming,jamie-cumming,J. Cumming,G,1,185,226,M,836696,EUR,936403200,G,1,1,False,49.0,28.0,36.0,15.0,17.0,20.0,11.0,29.0,1.0,11.0,5.0,5.0,1.0,90.0,59.0,6.8,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10878378,home,Milton Keynes Dons,Jack Tucker,tucker-jack,J. Tucker,D,5,192,39,M,906660,EUR,942451200,D,4,4,False,14.0,12.0,1.0,,11.0,12.0,1.0,2.0,,2.0,,,,45.0,15.0,6.3,2.0,0,Jack,Tucker,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10878378,home,Milton Keynes Dons,Warren O'Hora,warren-ohora,W. O'Hora,D,5,188,69,M,970352,EUR,924480000,D,5,5,False,32.0,28.0,3.0,1.0,25.0,27.0,3.0,5.0,3.0,5.0,,,,90.0,44.0,6.6,4.0,0,,,3.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10878378,home,Milton Keynes Dons,Zak Jules,zak-jules,Z. Jules,D,3,190,13,M,556774,EUR,867801600,D,33,33,False,32.0,23.0,6.0,2.0,20.0,23.0,3.0,11.0,5.0,4.0,,,,90.0,55.0,6.3,16.0,1,,,6.0,2.0,2.0,,1.0,3.0,1.0,,1.0,,2.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,
10878378,home,Milton Keynes Dons,Tennai Watson,tennai-watson,T. Watson,D,27,183,29,M,838703,EUR,857433600,M,2,2,False,12.0,8.0,1.0,,6.0,7.0,2.0,5.0,1.0,5.0,,,,61.0,25.0,7.0,5.0,1,,,8.0,1.0,1.0,,5.0,2.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
10878378,home,Milton Keynes Dons,Josh McEachran,josh-mceachran,J. McEachran,M,20,178,39,M,98439,EUR,730944000,M,6,6,False,19.0,17.0,1.0,,10.0,11.0,7.0,9.0,,4.0,,,,61.0,29.0,6.4,6.0,0,,,1.0,,,,,3.0,,3.0,,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,
10878378,home,Milton Keynes Dons,Dawson Devoy,dawson-devoy,D. Devoy,M,10,177,99,M,985462,EUR,1006214400,M,28,28,False,33.0,25.0,4.0,,14.0,17.0,11.0,17.0,2.0,4.0,,,,90.0,45.0,6.3,11.0,0,,,3.0,2.0,,,,3.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,
10878378,home,Milton Keynes Dons,Daniel Harvie,daniel-harvie,D. Harvie,D,3,170,20,M,795697,EUR,900374400,M,21,21,False,17.0,13.0,2.0,1.0,9.0,10.0,4.0,8.0,4.0,3.0,,,,90.0,35.0,6.5,7.0,0,,,4.0,1.0,,,1.0,3.0,,,1.0,,1.0,,1.0,1.0,,1.0,3.0,,,1.0,,,,,,,,
10878378,home,Milton Keynes Dons,Conor Grant,conor-grant,C. Grant,F,11,178,59,M,988332,EUR,995846400,F,16,16,False,12.0,6.0,1.0,,1.0,2.0,5.0,10.0,1.0,1.0,,,,74.0,22.0,6.4,11.0,0,,,2.0,,,,,4.0,,1.0,1.0,,,2.0,3.0,1.0,,1.0,,1.0,,,,,,,,,,
10878378,home,Milton Keynes Dons,Mohamed Eisa,mohamed-eisa,M. Eisa,F,7,183,498,M,886961,EUR,773971200,F,10,10,False,7.0,6.0,,,5.0,5.0,1.0,2.0,,,,,,78.0,13.0,6.3,3.0,2,,,1.0,1.0,1.0,,,3.0,,,,3.0,,,,,,2.0,2.0,,1.0,,2.0,,,,,,,
