match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,stat_shotOffTarget,player_lastName,stat_dispossessed,stat_wasFouled,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_clearanceOffLine,stat_totalOffside
11368697,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,25.0,11.0,21.0,7.0,5.0,7.0,6.0,18.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,90.0,36.0,7.5,14.0,0.00239379,0,0.2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368697,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,12,12,False,59.0,45.0,6.0,2.0,20.0,23.0,27.0,40.0,1.0,4.0,3.0,4.0,,,,,90.0,91.0,7.4,19.0,0.384651,1,,True,4.0,2.0,1.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0148,3.0,,,,,,,,,,,
11368697,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,,1144630,EUR,1088294400,D,3,3,False,52.0,45.0,2.0,1.0,34.0,37.0,11.0,15.0,3.0,3.0,4.0,1.0,,,,,90.0,64.0,7.4,7.0,0.00518695,1,,,,,2.0,3.0,1.0,,,,2.0,1.0,,,,,0.0686,,Cristhian Mosquera,1.0,,,,,,,,,
11368697,home,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,,953097,EUR,970790400,D,15,15,False,52.0,43.0,6.0,1.0,30.0,33.0,13.0,19.0,4.0,6.0,3.0,2.0,,,,,90.0,60.0,7.0,9.0,0.00461134,0,,,,,6.0,7.0,,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,
11368697,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,False,41.0,31.0,6.0,4.0,17.0,19.0,14.0,23.0,,3.0,1.0,5.0,,,,,65.0,69.0,6.6,20.0,0.0118532,0,,,1.0,,,3.0,,5.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11368697,home,Valencia,Fran Pérez,fran-perez,F. Pérez,M,21,176,466,M,,966637,EUR,1031529600,M,23,23,False,24.0,20.0,2.0,,9.0,11.0,11.0,15.0,,1.0,,5.0,,,,,80.0,40.0,6.6,14.0,0.040835,2,,,2.0,,1.0,5.0,,3.0,1.0,1.0,,3.0,,,5.0,1.0,0.0683,1.0,,1.0,,1.0,,,,,,,
11368697,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,,855830,EUR,949276800,M,6,6,False,65.0,59.0,8.0,8.0,25.0,28.0,35.0,39.0,1.0,6.0,,4.0,,,,,80.0,77.0,7.6,8.0,0.153764,0,,,2.0,1.0,,1.0,,,,,,1.0,2.0,2.0,,,,2.0,,,,1.0,3.0,,,,,,
11368697,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,78.0,64.0,7.0,1.0,33.0,37.0,33.0,45.0,1.0,4.0,2.0,13.0,,,,,90.0,101.0,7.6,20.0,0.372396,1,,,4.0,2.0,2.0,8.0,2.0,2.0,,,2.0,3.0,3.0,2.0,,,0.0846,3.0,,,,2.0,,1.0,1.0,0.489,,,
11368697,home,Valencia,Peter González,peter-gonzalez,P. González,F,22,178,1171,M,,1048927,EUR,1027555200,M,11,11,False,9.0,6.0,1.0,1.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,1.0,,,,,65.0,15.0,6.4,4.0,0.00553103,1,,,,,2.0,3.0,,,,,,,,,,,0.8224,,,,,1.0,1.0,1.0,,,1.0,,
11368697,home,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,,909119,EUR,942192000,F,9,9,False,19.0,15.0,,,5.0,5.0,10.0,14.0,2.0,10.0,1.0,1.0,,,,,90.0,42.0,7.6,9.0,0.0760555,5,,,,,5.0,10.0,,3.0,1.0,1.0,,,1.0,,3.0,3.0,0.4217,1.0,,2.0,,,6.0,2.0,1.0,0.1247,,,
11368697,home,Valencia,Roman Yaremchuk,roman-yaremchuk,R. Yaremchuk,F,11,191,4167,M,r.yaremchuk,829296,EUR,817430400,F,17,17,False,3.0,2.0,,,,,2.0,3.0,,,,1.0,,,,,17.0,6.0,6.5,4.0,0.00850377,0,,,,,,1.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,
11368697,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,F,16,16,True,28.0,24.0,,,8.0,8.0,16.0,23.0,,1.0,,5.0,,,,,73.0,43.0,6.7,12.0,0.0213851,2,,,3.0,,2.0,7.0,1.0,2.0,1.0,1.0,,2.0,,,1.0,,0.0588,1.0,,1.0,,3.0,,,,,,,
11368697,home,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,,996929,EUR,1041465600,D,21,21,True,8.0,6.0,1.0,,4.0,5.0,2.0,4.0,,,1.0,2.0,,,,,25.0,14.0,6.3,4.0,0.00076181,0,,,1.0,,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11368697,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,8,8,True,14.0,11.0,,,4.0,7.0,7.0,7.0,,1.0,,1.0,,,,,25.0,17.0,6.7,3.0,0.0358699,0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
11368697,home,Valencia,Selim Amallah,amallah-selim,S. Amallah,M,21,187,6523,M,selim_amallah,801211,EUR,848016000,M,19,19,True,2.0,2.0,,,,,2.0,2.0,,1.0,,,,,,,10.0,6.0,6.9,1.0,0.0129798,1,,,,,,,,,,,,1.0,,,1.0,,0.0281,,,,,,1.0,1.0,,0.0458,,,
11368697,home,Valencia,Alberto Mari,alberto-mari,A. Marí,F,14,183,112,M,,990232,EUR,994809600,F,22,22,True,5.0,3.0,,,1.0,1.0,2.0,4.0,1.0,1.0,,2.0,,,,,10.0,6.0,6.6,3.0,0.00294887,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11368697,home,Valencia,Jaume Doménech,jaume-domenech,J. Doménech,G,,186,177,M,,235386,EUR,657763200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368697,home,Valencia,Cristian Rivero,cristian-rivero,C. Rivero,G,13,188,101,M,,914744,EUR,890438400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368697,home,Valencia,Rubén Iranzo,ruben-iranzo,R. Iranzo,D,26,182,56,M,,1167704,EUR,1047600000,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368697,home,Valencia,Yarek Gasiorowski,gasiorowski-yarek,Y. Gasiorowski,D,3,190,1668,M,,1184317,EUR,1105488000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Yarek Gasiorowski,,,,,,,,,,
11368697,home,Valencia,Hugo González,hugo-gonzalez,H. González,M,30,181,89,M,,996931,EUR,1044576000,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368697,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368697,home,Valencia,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,,996932,EUR,988588800,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368697,away,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,,791046,EUR,860284800,G,13,13,False,29.0,21.0,19.0,11.0,11.0,11.0,10.0,18.0,,,,6.0,,2.0,4.0,,90.0,36.0,7.8,8.0,0.00637931,0,0.6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368697,away,Mallorca,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,,844752,EUR,790905600,D,22,22,False,25.0,22.0,,,6.0,7.0,17.0,20.0,2.0,6.0,,3.0,,,,,71.0,44.0,7.8,6.0,0.0224582,2,,,2.0,1.0,1.0,4.0,2.0,,,,1.0,1.0,4.0,2.0,2.0,1.0,0.1482,,,1.0,,,,1.0,,0.1331,,1.0,
11368697,away,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,,590404,EUR,780019200,D,20,20,False,54.0,44.0,11.0,4.0,26.0,30.0,18.0,25.0,1.0,2.0,5.0,2.0,,,,,90.0,70.0,7.0,11.0,0.00782098,0,,,1.0,,1.0,3.0,,,,,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,
11368697,away,Mallorca,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,,98440,EUR,733276800,D,2,2,False,34.0,30.0,3.0,2.0,23.0,25.0,7.0,9.0,5.0,6.0,10.0,1.0,,,,,90.0,49.0,7.3,5.0,0.00243021,0,,,,,2.0,4.0,,,,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,
11368697,away,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,,913695,EUR,939513600,D,6,6,False,59.0,44.0,14.0,8.0,19.0,22.0,25.0,38.0,2.0,7.0,3.0,6.0,,,,,90.0,74.0,7.8,17.0,0.18679,0,,,1.0,,,1.0,1.0,,,,1.0,2.0,4.0,2.0,1.0,,,,,,,,1.0,,,,,,
11368697,away,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,,44577,EUR,574646400,D,11,11,False,27.0,21.0,,,6.0,8.0,15.0,22.0,1.0,2.0,1.0,,,,,,71.0,48.0,7.0,12.0,0.0633829,0,,True,3.0,,,1.0,1.0,1.0,1.0,,,1.0,,,3.0,,,2.0,,,,,,,,,,,1.0
11368697,away,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,,110783,EUR,756518400,M,10,10,False,42.0,37.0,5.0,4.0,13.0,14.0,27.0,35.0,,4.0,2.0,9.0,,,,,90.0,61.0,7.1,13.0,0.192741,0,,,7.0,3.0,1.0,6.0,1.0,4.0,2.0,,,,2.0,1.0,1.0,1.0,,2.0,,,,1.0,,,,,,,
11368697,away,Mallorca,Omar Mascarell,omar-mascarell,O. Mascarell,M,5,181,553,M,,255999,EUR,728611200,M,5,5,False,23.0,20.0,4.0,2.0,12.0,12.0,9.0,12.0,,2.0,,1.0,,,,,35.0,34.0,6.7,4.0,0.0057793,2,,,1.0,1.0,,2.0,,,,1.0,1.0,,1.0,1.0,,1.0,0.1206,,,1.0,,1.0,1.0,,,,,,
11368697,away,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,,826004,EUR,916099200,M,8,8,False,36.0,33.0,4.0,2.0,12.0,12.0,21.0,25.0,,4.0,,6.0,,,,,78.0,47.0,7.1,6.0,0.269915,0,,,1.0,,,3.0,1.0,1.0,,,,,2.0,2.0,,,,1.0,,,,1.0,2.0,,,,,,
11368697,away,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,,790179,EUR,798076800,F,17,17,False,8.0,5.0,,,1.0,2.0,4.0,6.0,1.0,1.0,,,,,,,45.0,14.0,6.4,8.0,0.00769337,0,,,,,2.0,3.0,,,,,,,,,4.0,,,,,,,1.0,,,,,,,
11368697,away,Mallorca,Vedat Muriqi,vedat-muriqi,V. Muriqi,F,7,194,5879,M,vedatmuriqi,310874,EUR,767145600,F,7,7,False,34.0,23.0,2.0,2.0,11.0,12.0,12.0,23.0,5.0,8.0,,5.0,,,,,90.0,53.0,7.0,17.0,0.0174795,4,,,1.0,,6.0,9.0,1.0,2.0,1.0,3.0,,,1.0,,4.0,1.0,0.3474,,,1.0,,,1.0,,,,,,
11368697,away,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,,988351,EUR,975283200,M,12,12,True,30.0,17.0,4.0,1.0,12.0,15.0,5.0,15.0,1.0,5.0,2.0,5.0,,,,,55.0,41.0,6.8,15.0,0.00514353,0,,,,,1.0,4.0,,,,,,2.0,2.0,1.0,2.0,3.0,,,,,,,2.0,,,,,,
11368697,away,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,,146852,EUR,724550400,F,9,9,True,8.0,4.0,,,2.0,2.0,2.0,6.0,3.0,3.0,,1.0,,,,,45.0,13.0,6.8,6.0,0.0034179,2,,,,,3.0,5.0,,2.0,,1.0,1.0,,,,,,0.1931,,,,,,,1.0,,0.0352,,,
11368697,away,Mallorca,Toni Lato,toni-lato,T. Lato,D,3,173,265,M,,828239,EUR,880070400,D,3,3,True,9.0,7.0,,,4.0,5.0,3.0,4.0,,2.0,,3.0,,,,,19.0,14.0,6.7,2.0,0.00126033,0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,
