match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_aerialLost,stat_wonTackle,stat_unsuccessfulTouch,player_lastName,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_goodHighClaim,stat_goals,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside
12437509,home,Girona FC,Vladyslav Krapyvtsov,vladyslav-krapyvtsov,V. Krapyvtsov,G,25,188,588,M,1521733,EUR,1119657600,G,25,25,False,26.0,19.0,12.0,6.0,0.0,15.0,18.0,4.0,8.0,1.0,10.0,1.0,5.0,8.0,90.0,44.0,6.9,7.0,0.00145025,0,-0.0489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437509,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,44.0,40.0,1.0,,0.0,17.0,19.0,25.0,27.0,1.0,5.0,,,,90.0,65.0,6.2,6.0,0.11527,0,,Arnau Martinez,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12437509,home,Girona FC,Alejandro Francés,alejandro-frances,A. Francés,D,16,180,576,M,1002347,EUR,1028160000,D,16,16,False,49.0,40.0,7.0,3.0,0.0,18.0,18.0,22.0,31.0,6.0,2.0,,,,64.0,58.0,7.1,9.0,0.0127962,0,,,,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12437509,home,Girona FC,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191,2172,M,856250,EUR,924566400,D,18,18,False,47.0,44.0,7.0,5.0,0.0,29.0,32.0,15.0,15.0,3.0,4.0,1.0,,,90.0,54.0,5.7,4.0,0.0137452,0,,,,,2.0,1.0,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12437509,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,55.0,53.0,5.0,5.0,0.0,23.0,24.0,30.0,32.0,4.0,4.0,1.0,,,90.0,77.0,6.4,5.0,0.0930881,1,,,1.0,,2.0,4.0,,1.0,2.0,1.0,3.0,,,1.0,2.0,,2.0,,,1.0,1.0,0.026,,,,,,,,,,
12437509,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,M,8,8,False,34.0,28.0,2.0,2.0,0.0,8.0,8.0,20.0,28.0,4.0,3.0,,,,90.0,52.0,6.5,12.0,0.0401518,0,,,2.0,,3.0,2.0,,1.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,viktortsygankov,,,,,,,,,
12437509,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,24.0,18.0,4.0,3.0,0.0,5.0,6.0,14.0,20.0,1.0,2.0,,,,73.0,44.0,6.9,14.0,0.0173152,1,,,2.0,1.0,9.0,5.0,1.0,4.0,1.0,1.0,,4.0,,3.0,3.0,,1.0,3.0,,,1.0,0.0208,YangelHerrera8,1.0,0.0259,,,,,,,
12437509,home,Girona FC,Arthur,arthur,Arthur,M,29,172,8988,M,794927,EUR,839808000,M,12,12,False,43.0,40.0,3.0,2.0,0.0,15.0,17.0,25.0,27.0,1.0,3.0,,,,73.0,55.0,6.4,7.0,0.0278211,0,,,1.0,,6.0,3.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,,,3.0,,arthurmelo,,,,,,,,,
12437509,home,Girona FC,Yáser Asprilla,yaser-asprilla,Y. Asprilla,M,22,176,9605,M,1092769,EUR,1069200000,M,10,10,False,31.0,22.0,1.0,1.0,0.0,10.0,12.0,13.0,25.0,3.0,7.0,,,,90.0,54.0,6.5,19.0,0.0319704,0,,Yaser Asprilla,6.0,1.0,4.0,5.0,,2.0,3.0,1.0,1.0,,,,3.0,,,1.0,,,1.0,,yaser_asprilla_10,,,1.0,,,,,,
12437509,home,Girona FC,Cristhian Stuani,cristhian-stuani,C. Stuani,F,7,184,1894,M,32048,EUR,529459200,F,7,7,False,15.0,9.0,2.0,1.0,0.0,5.0,7.0,4.0,8.0,2.0,2.0,,,,89.0,20.0,6.6,6.0,0.00499138,0,,,,,6.0,2.0,,,,,2.0,5.0,1.0,,,1.0,,,,,1.0,,,,,,True,,,,,
12437509,home,Girona FC,Portu,portu,Portu,F,8,167,868,M,218616,EUR,706406400,F,24,24,False,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,1.0,,,,64.0,7.0,6.5,2.0,0.00841321,0,,,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,
12437509,home,Girona FC,Juanpe,juanpe,Juanpe,D,6,189,179,M,129861,EUR,672969600,D,15,15,True,17.0,14.0,4.0,2.0,0.0,8.0,9.0,6.0,8.0,2.0,,,,,26.0,19.0,5.8,3.0,0.00346167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437509,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,M,23,23,True,14.0,12.0,,,0.0,7.0,9.0,5.0,5.0,,1.0,,,,26.0,17.0,6.2,2.0,0.00245628,0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
