match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_challengeLost,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_accurateCross,captain,stat_penaltyConceded,stat_totalOffside,stat_goalAssist,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,stat_hitWoodwork,stat_penaltyWon
11067532,home,América Mineiro,Mateus Pasinato,,,mateus-pasinato,Mateus Pasinato,G,41,192,80,M,914169,EUR,709689600,G,14,14,False,23.0,9.0,20.0,6.0,3.0,4.0,6.0,19.0,1.0,2.0,11.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,34.0,7.6,14.0,0.0,0.0,0.00189084,0,0.3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067532,home,América Mineiro,Mateus Henrique,Mateus Henrique,,mateus-henrique,Mateus Henrique,D,75,178,168,M,1175493,EUR,1033516800,D,36,36,False,33.0,22.0,4.0,2.0,10.0,16.0,12.0,20.0,4.0,1.0,6.0,2.0,,,,,,,,80.0,54.0,6.9,19.0,0.0,0.0,0.0627738,0,,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11067532,home,América Mineiro,Wanderson,,,wanderson,Wanderson,D,,186,41,M,368846,EUR,665884800,D,4,4,False,17.0,12.0,7.0,4.0,6.0,8.0,6.0,9.0,1.0,4.0,3.0,,,,,,,,,90.0,22.0,6.7,5.0,0.0,0.0,0.00143197,0,,,1.0,1.0,5.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
11067532,home,América Mineiro,Danilo Avelar,,,danilo-avelar,Danilo Avelar,D,,184,107,M,121221,EUR,613353600,D,22,22,False,22.0,14.0,6.0,2.0,10.0,14.0,4.0,8.0,7.0,2.0,6.0,1.0,,,,,,,,90.0,34.0,7.6,9.0,0.817,0.9953,0.00179592,3,,,1.0,7.0,2.0,,,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11067532,home,América Mineiro,Marlon Lopes,,,marlon-lopes,Marlon,D,6,177,100,M,870933,EUR,761097600,D,6,6,False,36.0,23.0,5.0,1.0,8.0,10.0,15.0,28.0,7.0,,10.0,2.0,,,,,,,,90.0,65.0,7.5,20.0,0.0,0.0,0.0269327,0,,2.0,,1.0,3.0,,,2.0,2.0,1.0,5.0,2.0,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,
11067532,home,América Mineiro,Lucas Kal,,,lucas-kal,Lucas Kal,M,21,186,179,M,840118,EUR,826934400,M,21,21,False,18.0,15.0,2.0,1.0,7.0,10.0,8.0,8.0,2.0,,4.0,,,,,,,,,85.0,28.0,7.0,4.0,0.0409,0.0,0.0115608,1,,,,,2.0,,1.0,3.0,1.0,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,
11067532,home,América Mineiro,Felipe Azevedo,,,felipe-azevedo,Felipe Azevedo,M,11,175,88,M,166471,EUR,537235200,M,11,11,False,24.0,11.0,6.0,2.0,1.0,3.0,13.0,26.0,7.0,1.0,4.0,3.0,,,,,,,,90.0,45.0,7.0,17.0,0.0594,0.0255,0.0972587,2,,5.0,4.0,2.0,9.0,1.0,,,1.0,2.0,3.0,2.0,1.0,1.0,,,2.0,2.0,,,3.0,,,,,,,,,,
11067532,home,América Mineiro,Juninho,,,juninho,Juninho,M,28,173,218,M,330691,EUR,561945600,M,8,8,False,25.0,18.0,3.0,1.0,5.0,7.0,13.0,20.0,5.0,1.0,9.0,1.0,,,,,,,,90.0,37.0,6.9,11.0,0.0,0.0,0.0505126,0,,2.0,,1.0,3.0,,,,1.0,2.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,,True,,,,,,,,,
11067532,home,América Mineiro,Breno Cascardo,Breno Cascardo,,breno-cascardo,Breno Cascardo,M,80,183,161,M,1469514,EUR,1064448000,M,28,28,False,31.0,25.0,2.0,2.0,8.0,9.0,18.0,23.0,6.0,,3.0,,,,,,,,,85.0,57.0,6.7,16.0,0.0467,0.3095,0.0403487,2,,1.0,2.0,1.0,9.0,3.0,,,4.0,1.0,1.0,6.0,,1.0,1.0,,,3.0,2.0,2.0,1.0,,,,,,,,,,
11067532,home,América Mineiro,Gonzalo Mastriani,,,gonzalo-mastriani,G. Mastriani,F,39,180,1585,M,345847,EUR,735955200,F,17,17,False,15.0,9.0,1.0,,4.0,4.0,5.0,11.0,4.0,,5.0,,,,,,,,,65.0,26.0,6.8,10.0,0.0548,0.012,0.00815398,2,,,7.0,2.0,10.0,2.0,,,2.0,1.0,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,
