match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_wonContest,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_goalAssist,stat_blockedScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_fouls,player_sofascoreId,stat_goals,stat_ownGoals,stat_errorLeadToAGoal
11369803,home,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188.0,1350,M,599114,EUR,802569600,G,1,1,False,34.0,31.0,9.0,6.0,29.0,30.0,2.0,4.0,1.0,8.0,1.0,1.0,1.0,90.0,39.0,7.5,3.0,0.0,0.0,0.300002,1.0,0,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369803,home,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175.0,224,M,889387,EUR,927158400,D,34,34,False,86.0,77.0,5.0,3.0,29.0,31.0,51.0,60.0,,9.0,,,,90.0,121.0,8.0,14.0,0.0,0.0,0.458211,5.0,0,,5.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369803,home,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186.0,1445,M,44575,EUR,604800000,D,23,23,False,105.0,98.0,18.0,12.0,51.0,52.0,47.0,54.0,1.0,10.0,,,,90.0,113.0,7.8,8.0,0.0,0.0,0.146258,1.0,0,,1.0,,,1.0,,1.0,2.0,,,,,,True,1.0,,,,,,,,,,,,,,,,
11369803,home,Royal Antwerp FC,Ritchie De Laet,ritchie-de-laet,R. De Laet,D,,186.0,92,M,30420,EUR,596678400,D,2,2,False,77.0,73.0,3.0,1.0,42.0,43.0,31.0,34.0,,3.0,,,,90.0,85.0,7.2,4.0,0.0708,0.0,0.00890065,,1,,,,5.0,4.0,2.0,,2.0,1.0,2.0,1.0,,1.0,,,,,3.0,1.0,1.0,,,,,,,,,,,
11369803,home,Royal Antwerp FC,Gastón Ávila,gaston-avila,G. Ávila,D,3,182.0,1203,M,975526,EUR,1001808000,D,22,22,False,71.0,59.0,10.0,7.0,27.0,28.0,33.0,44.0,,7.0,,,,90.0,94.0,7.9,15.0,0.0517,0.0,0.148691,2.0,2,,1.0,1.0,5.0,8.0,4.0,1.0,,,3.0,2.0,1.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11369803,home,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188.0,1195,M,904887,EUR,954892800,M,24,24,False,33.0,32.0,2.0,2.0,15.0,15.0,17.0,18.0,,6.0,,,,63.0,43.0,6.6,4.0,0.716,0.4352,0.0117761,,2,,,,5.0,2.0,,1.0,,,2.0,1.0,1.0,,,,,,2.0,,,,,,1.0,1.0,2.0,1.0,,,,
11369803,home,Royal Antwerp FC,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180.0,4699,M,1149127,EUR,1107734400,M,48,48,False,71.0,65.0,4.0,2.0,28.0,29.0,37.0,42.0,,9.0,,,,90.0,88.0,7.2,12.0,0.0,0.0,0.0375523,1.0,0,,,,8.0,4.0,3.0,,1.0,3.0,3.0,2.0,3.0,1.0,,,Arthur Vermeeren,,1.0,,,,,,2.0,,,2.0,arthurvermeeren,,,
11369803,home,Royal Antwerp FC,Michel Ange Balikwisha,michel-ange-balikwisha,M. A. Balikwisha,M,10,177.0,4201,M,923969,EUR,989452800,M,10,10,False,56.0,48.0,2.0,1.0,20.0,21.0,31.0,39.0,1.0,9.0,,,,83.0,74.0,8.3,14.0,0.3803,0.0,0.265251,5.0,2,,4.0,3.0,3.0,6.0,1.0,2.0,,,3.0,2.0,3.0,1.0,,1.0,,,,1.0,2.0,2.0,,,1.0,1.0,,,,,,
11369803,home,Royal Antwerp FC,Gyrano Kerk,gyrano-kerk,G. Kerk,M,7,175.0,505,M,386950,EUR,817862400,F,7,7,False,27.0,19.0,,,2.0,2.0,17.0,26.0,,3.0,,,,72.0,51.0,7.6,18.0,0.8674,0.9544,0.0200751,,3,,1.0,,11.0,7.0,2.0,7.0,,1.0,4.0,3.0,2.0,,,2.0,,,1.0,1.0,2.0,,,,2.0,,1.0,1.0,,1.0,,
11369803,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184.0,1452,M,339901,EUR,771552000,F,18,18,False,29.0,21.0,5.0,4.0,11.0,11.0,10.0,18.0,,3.0,,,,72.0,52.0,9.8,13.0,1.09,1.2766,0.0937575,,10,,,,5.0,3.0,,2.0,,1.0,,,1.0,2.0,,,,,,1.0,4.0,,2.0,,2.0,,4.0,1.0,,3.0,,
