match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goals,stat_lastManTackle,player_sofascoreId,stat_goalAssist
10388451,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,33.0,23.0,21.0,11.0,13.0,14.0,10.0,19.0,1.0,1.0,10.0,1.0,2.0,2.0,90.0,38.0,5.8,11.0,0.0,0.0,0.0044582,0,-1.7636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388451,home,1. FSV Mainz 05,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190,345,M,330099,EUR,829526400,D,20,20,False,59.0,49.0,15.0,10.0,32.0,35.0,17.0,26.0,,2.0,14.0,,,,90.0,81.0,6.9,16.0,0.0782,0.0,0.0168649,2,,,,2.0,3.0,2.0,2.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388451,home,1. FSV Mainz 05,Alexander Hack,alexander-hack,A. Hack,D,42,186,103,M,142208,EUR,747446400,D,42,42,False,55.0,42.0,15.0,8.0,18.0,22.0,24.0,33.0,1.0,6.0,8.0,,,,90.0,68.0,6.8,14.0,0.0,0.0,0.107909,0,,,,,7.0,,,,,1.0,,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10388451,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,D,19,19,False,48.0,37.0,13.0,6.0,23.0,26.0,14.0,22.0,1.0,4.0,8.0,,,,78.0,60.0,6.8,11.0,0.0,0.0,0.0185482,0,,,,,4.0,,,,,1.0,4.0,3.0,3.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,
10388451,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,M,30,30,False,22.0,19.0,2.0,1.0,8.0,9.0,11.0,17.0,,1.0,3.0,,,,71.0,41.0,6.9,12.0,0.0789,0.0,0.094899,1,,,,4.0,2.0,1.0,,,1.0,,2.0,1.0,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,
10388451,home,1. FSV Mainz 05,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,6,6,False,24.0,18.0,4.0,1.0,5.0,5.0,13.0,19.0,5.0,8.0,8.0,,,,78.0,37.0,6.8,12.0,0.0933,0.0,0.234783,1,,,,,3.0,1.0,1.0,,1.0,,1.0,2.0,2.0,1.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,
10388451,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,M,31,31,False,46.0,34.0,6.0,1.0,19.0,21.0,15.0,25.0,2.0,6.0,7.0,,,,90.0,57.0,6.9,13.0,0.0569,0.0636,0.0341805,2,,,,,4.0,1.0,,,1.0,,1.0,3.0,2.0,1.0,2.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
10388451,home,1. FSV Mainz 05,Aarón Martín,aaron-martin,A. Martín,D,3,180,1160,M,797286,EUR,861667200,M,3,3,False,42.0,36.0,4.0,3.0,11.0,13.0,27.0,41.0,,7.0,5.0,,,,90.0,81.0,7.1,21.0,0.0,0.0,0.324178,0,,,,12.0,7.0,3.0,6.0,4.0,,2.0,1.0,2.0,2.0,3.0,1.0,,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,
10388451,home,1. FSV Mainz 05,Marcus Ingvartsen,marcus-ingvartsen,M. Ingvartsen,F,7,182,364,M,280721,EUR,820713600,F,11,11,False,23.0,14.0,,,1.0,1.0,13.0,24.0,2.0,4.0,1.0,,,,71.0,44.0,5.9,19.0,0.563,0.1619,0.0149993,5,,,,2.0,7.0,1.0,3.0,2.0,2.0,,,,,,3.0,,,6.0,,2.0,,1.0,,,,,2.0,2.0,,,,,,,
10388451,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,42.0,32.0,7.0,2.0,14.0,14.0,18.0,30.0,2.0,6.0,6.0,,,,84.0,56.0,6.7,13.0,0.0285,0.0,0.0242607,1,,,,2.0,9.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,3.0,,,2.0,4.0,,,,,,,,1.0,,,,,,,
