match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_wasFouled,stat_penaltyMiss,stat_totalCross,stat_wonContest,stat_fouls,stat_keyPass,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyWon,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_blockedScoringAttempt,player_sofascoreId
12451034,home,Auxerre,Donovan Léon,,,donovan-leon,D. Léon,G,16,186.0,316,M,159837,EUR,720748800,G,16,16,False,22.0,7.0,22.0,7.0,0.0,1.0,1.0,6.0,21.0,1.0,1.0,14.0,2.0,2.0,90.0,34.0,6.8,15.0,0.0048357,0,-0.6693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451034,home,Auxerre,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184.0,714,M,996951,EUR,986774400,D,20,20,False,19.0,14.0,4.0,2.0,0.0,9.0,13.0,5.0,6.0,1.0,2.0,1.0,,,90.0,38.0,7.8,8.0,0.00172347,1,,2.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,0.8438,0.995,,,,,,,,,,,,,,,,,,,,,,
12451034,home,Auxerre,Jubal,,,jubal,Jubal,D,5,190.0,384,M,329195,EUR,746582400,D,4,4,False,25.0,21.0,3.0,,0.0,19.0,20.0,2.0,5.0,3.0,8.0,4.0,,,90.0,46.0,6.9,5.0,0.00155384,1,,,,,,1.0,,9.0,,,4.0,3.0,1.0,0.7884,0.8026,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12451034,home,Auxerre,Gabriel Osho,,,gabriel-osho,G. Osho,D,4,185.0,1150,M,920680,EUR,903052800,D,3,3,False,24.0,23.0,1.0,,0.0,21.0,21.0,2.0,3.0,,2.0,1.0,,,69.0,36.0,6.9,1.0,0.00147096,0,,,1.0,1.0,,,,5.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12451034,home,Auxerre,Ki-Jana Hoever,,,ki-jana-hoever,K. Hoever,D,12,180.0,945,M,954044,EUR,1011312000,M,23,23,False,24.0,15.0,4.0,1.0,0.0,6.0,7.0,9.0,18.0,2.0,3.0,3.0,,,90.0,36.0,6.6,12.0,0.105651,0,,1.0,4.0,2.0,1.0,,,2.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12451034,home,Auxerre,Rayan Raveloson,,,rayan-raveloson,R. Raveloson,M,45,182.0,2740,M,757742,EUR,853372800,M,97,97,False,18.0,14.0,,,0.0,9.0,10.0,5.0,10.0,1.0,2.0,6.0,,,90.0,31.0,6.9,8.0,0.0515387,1,,1.0,4.0,1.0,,1.0,,3.0,2.0,1.0,,,,0.0817,0.041,,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,
12451034,home,Auxerre,Kévin Danois,Kévin Danois,,kevin-danois,K. Danois,M,5,183.0,449,M,1151803,EUR,1088380800,M,27,27,False,25.0,23.0,2.0,2.0,0.0,10.0,11.0,14.0,15.0,,8.0,8.0,,,90.0,48.0,7.0,8.0,0.210584,0,,,8.0,3.0,3.0,,,1.0,,2.0,7.0,5.0,1.0,,,,,1.0,,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,
12451034,home,Auxerre,Gideon Mensah,,,gideon-mensah,G. Mensah,D,14,177.0,2401,M,844942,EUR,900720000,M,14,14,False,34.0,25.0,10.0,5.0,1.0,13.0,19.0,13.0,17.0,2.0,6.0,7.0,,,90.0,64.0,7.3,18.0,0.156801,0,,1.0,8.0,3.0,2.0,,,5.0,,1.0,2.0,2.0,3.0,,,,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
12451034,home,Auxerre,Gaëtan Perrin,,,gaetan-perrin,G. Perrin,M,28,169.0,447,M,827506,EUR,834105600,F,10,10,False,16.0,11.0,2.0,2.0,1.0,2.0,2.0,10.0,21.0,,5.0,4.0,,,84.0,35.0,7.6,13.0,0.412428,1,,1.0,5.0,2.0,1.0,1.0,,,,1.0,5.0,2.0,,0.059,0.0312,,,,,7.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,
12451034,home,Auxerre,Hamed Junior Traorè,,,hamed-junior-traore,H. J. Traorè,M,20,177.0,3127,M,892924,EUR,950659200,F,25,25,False,16.0,14.0,1.0,,0.0,7.0,7.0,7.0,10.0,,8.0,5.0,,,75.0,38.0,7.8,9.0,0.00373603,4,,,9.0,3.0,7.0,2.0,1.0,,,,,,2.0,0.9686,1.0482,,,5.0,,1.0,3.0,2.0,,,,,2.0,1.0,,,,,,,,,
12451034,home,Auxerre,Florian Ayé,,,florian-aye,F. Ayé,F,97,184.0,302,M,801280,EUR,853632000,F,19,19,False,13.0,11.0,,,0.0,3.0,4.0,8.0,9.0,2.0,5.0,2.0,,,76.0,23.0,7.1,4.0,0.0365604,1,,5.0,6.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,0.0622,0.0293,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
