match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork
12514003,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,1,1,False,True,26.0,10.0,23.0,7.0,0.0,4.0,10.0,6.0,16.0,1.0,13.0,1.0,1.0,90.0,30.0,6.3,16.0,0.00287414,0,-0.7254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514003,home,Santa Clara,Sidney Lima,Sidney,,sidney-lima,S. Lima,D,23,182,139,M,1131145,EUR,853459200,D,23,23,False,,33.0,27.0,6.0,4.0,0.0,13.0,15.0,14.0,18.0,1.0,1.0,,,90.0,43.0,6.8,8.0,0.0102216,0,,2.0,2.0,6.0,5.0,1.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
12514003,home,Santa Clara,Luís Rocha,,,luis-rocha,L. Rocha,D,13,186,44,M,141012,EUR,524275200,D,13,13,False,,39.0,29.0,11.0,5.0,0.0,21.0,23.0,8.0,16.0,7.0,1.0,,,90.0,49.0,7.0,10.0,0.00927746,1,,1.0,3.0,2.0,4.0,,,,,1.0,1.0,1.0,1.0,0.0125,0.0089,,,,,,,,,,,,,,,,
12514003,home,Santa Clara,Frederico Venâncio,,,frederico-venancio,F. Venâncio,D,21,186,71,M,254815,EUR,728784000,D,21,21,False,,55.0,43.0,7.0,2.0,0.0,29.0,34.0,14.0,21.0,5.0,3.0,,,90.0,65.0,6.9,12.0,0.00506273,0,,1.0,3.0,1.0,5.0,,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
12514003,home,Santa Clara,Lucas Soares,,,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,M,42,42,False,,27.0,21.0,1.0,,0.0,4.0,5.0,18.0,26.0,1.0,2.0,,,82.0,41.0,6.9,10.0,0.0620143,3,,1.0,2.0,3.0,3.0,,,,,2.0,1.0,,,0.0868,0.085,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
12514003,home,Santa Clara,Pedro Ferreira,,,ferreira-pedro,P. Ferreira,M,8,183,121,M,851277,EUR,883958400,M,8,8,False,,44.0,33.0,11.0,6.0,1.0,16.0,20.0,17.0,28.0,2.0,7.0,,,90.0,60.0,7.3,16.0,0.0325782,0,,1.0,,2.0,5.0,1.0,2.0,5.0,2.0,,,,,,,1.0,4.0,,,,,1.0,,,,,,,,,
12514003,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,6,6,False,,46.0,41.0,3.0,1.0,1.0,20.0,23.0,21.0,23.0,2.0,8.0,,,82.0,57.0,7.2,8.0,0.0237253,0,,1.0,,3.0,3.0,,1.0,2.0,2.0,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,
12514003,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,M,32,32,False,,44.0,36.0,7.0,3.0,0.0,14.0,18.0,22.0,29.0,6.0,4.0,,,90.0,77.0,7.5,14.0,0.158507,0,,2.0,,4.0,5.0,1.0,2.0,3.0,2.0,1.0,,,,,,2.0,3.0,,2.0,2.0,,2.0,,1.0,,,,,,,
12514003,home,Santa Clara,Vinícius Lopes,,,vinicius-lopes,V. Lopes,F,70,175,316,M,1001753,EUR,926035200,F,70,70,False,,11.0,8.0,,,0.0,1.0,1.0,7.0,12.0,2.0,2.0,,,60.0,30.0,7.0,10.0,0.482115,2,,2.0,1.0,4.0,5.0,,,1.0,,1.0,,,1.0,0.1067,,1.0,2.0,,2.0,2.0,1.0,3.0,1.0,,1.0,,,,,,
12514003,home,Santa Clara,Alisson Safira,,,allison-safira,A. Safira,F,25,178,356,M,870927,EUR,795398400,F,9,9,False,,34.0,19.0,1.0,,0.0,7.0,8.0,12.0,26.0,2.0,4.0,,,89.0,46.0,7.9,17.0,0.0164024,1,,3.0,11.0,3.0,13.0,,,,,1.0,1.0,,2.0,0.0727,0.6511,3.0,,,,,,2.0,,,,1.0,,,,,
