match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,captain,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_wonTackle,stat_expectedGoalsOnTarget,stat_dispossessed,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalOffside,stat_goals
14053835,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190.0,290,M,837072,EUR,940464000,G,22,22,False,35.0,24.0,21.0,10.0,0.0,17.0,18.0,7.0,17.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,40.0,6.6,11.0,0.0248958,44.933291624076,6.0,29.996638948964,0.1002,0,-0.263,0.21,0.0,-0.07,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053835,home,Go Ahead Eagles,Giovanni van Zwam,giovanni-van-zwam,G. v. Zwam,D,25,185.0,62,M,1119473,EUR,1073001600,D,25,25,False,30.0,23.0,4.0,1.0,0.0,7.0,8.0,16.0,22.0,4.0,3.0,2.0,,,,,90.0,57.0,6.6,16.0,0.242448,50.163040145546,10.0,8.8172577919608,,1,,0.37,0.05,-0.2,,Giovanni van Zwam,,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0382,2.0,-0.08,,,,,,,,,,,,,,,,,
14053835,home,Go Ahead Eagles,Julius Dirksen,julius-dirksen,J. Dirksen,D,26,185.0,74,M,1001943,EUR,1044144000,D,26,26,False,41.0,37.0,7.0,5.0,0.0,20.0,21.0,17.0,20.0,1.0,,3.0,1.0,,,,71.0,47.0,7.2,4.0,0.013563,74.676227029952,11.0,-15.346470837089,,0,,0.16,-0.01,0.27,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
14053835,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190.0,140,M,793742,EUR,838944000,D,4,4,False,60.0,50.0,10.0,5.0,0.0,28.0,29.0,22.0,31.0,9.0,13.0,6.0,2.0,,,,90.0,89.0,7.4,13.0,0.022197,142.31197122566,19.0,91.257524510751,,3,,0.24,0.16,0.16,,,,2.0,,,4.0,,,,1.0,1.0,1.0,1.0,0.4385,,-0.61,1.0,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3684,,,,,,,
14053835,home,Go Ahead Eagles,Aske Adelgaard,aske-adelgaard,A. Adelgaard,D,29,175.0,109,M,1133233,EUR,1068422400,D,29,29,False,34.0,28.0,4.0,1.0,0.0,6.0,6.0,22.0,28.0,6.0,2.0,4.0,,,,,81.0,59.0,7.0,17.0,0.0667673,146.80263731506,16.0,96.089842582363,,1,,0.05,0.26,0.24,,,,8.0,1.0,1.0,2.0,7.0,1.0,,,,3.0,1.0,0.0313,2.0,-0.11,1.0,,2.0,1.0,,1.0,,,1.0,,2.0,2.0,22.086311228384,62.711763531766,3.0,,
14053835,home,Go Ahead Eagles,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185.0,201,M,891795,EUR,931046400,M,21,21,False,32.0,29.0,2.0,2.0,0.0,7.0,8.0,22.0,24.0,8.0,2.0,7.0,3.0,,,,90.0,51.0,7.0,8.0,0.0303181,137.54977330479,13.0,62.573244213057,,4,,0.18,0.02,-0.03,,,,,,3.0,2.0,6.0,,,1.0,2.0,3.0,3.0,0.409,,0.12,,,1.0,,1.0,1.0,2.0,,1.0,0.2637,1.0,2.0,20.008050740584,47.847114591693,3.0,,
14053835,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187.0,123,M,932555,EUR,952041600,M,8,8,False,41.0,37.0,5.0,3.0,0.0,8.0,10.0,29.0,31.0,2.0,,7.0,,,,,90.0,45.0,6.8,5.0,0.0381219,132.7688213133,16.0,43.108292577754,,0,,0.25,0.11,-0.06,,,,1.0,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,
14053835,home,Go Ahead Eagles,Jaden Slory,slory-jaden,J. Slory,M,19,175.0,403,M,1218004,EUR,1115596800,M,19,19,False,15.0,12.0,,,0.0,3.0,3.0,9.0,12.0,6.0,,2.0,3.0,,,,71.0,27.0,7.0,4.0,0.180123,105.68162868016,12.0,37.761136764955,,1,,0.26,0.03,0.0,,,,4.0,3.0,1.0,1.0,1.0,,,,1.0,,,0.0208,1.0,0.0,,,2.0,2.0,,,1.0,,,0.019,,,12.507501823217,36.989078981349,2.0,,
14053835,home,Go Ahead Eagles,Jakob Breum,jakob-breum,J. Breum,M,7,173.0,868,M,1029724,EUR,1069027200,M,7,7,False,28.0,24.0,2.0,1.0,0.0,7.0,7.0,17.0,21.0,6.0,1.0,5.0,2.0,,,,81.0,53.0,7.6,16.0,0.251398,141.87468262488,18.0,7.4300527763947,,3,,0.48,0.1,0.15,,,,13.0,4.0,,3.0,1.0,,2.0,,1.0,,2.0,0.189,8.0,-0.51,,,2.0,1.0,,2.0,1.0,,,0.1662,,,11.134622975888,26.66632673105,2.0,,
14053835,home,Go Ahead Eagles,Thibo Baeten,thibo-baeten,T. Baeten,F,23,183.0,162,M,964766,EUR,1023148800,M,23,23,False,18.0,14.0,2.0,1.0,1.0,3.0,5.0,11.0,13.0,5.0,,,,,,,90.0,50.0,7.5,23.0,0.659165,143.31760623095,15.0,64.451311068753,,4,,0.41,0.33,-0.08,,,,6.0,,1.0,,5.0,,1.0,,2.0,3.0,7.0,0.3871,1.0,0.03,,,5.0,2.0,2.0,2.0,2.0,,2.0,0.3184,1.0,,19.409049018672,63.325318964765,3.0,,
14053835,home,Go Ahead Eagles,Victor Kaj Edvardsen,victor-kaj-edvardsen,V. K. Edvardsen,F,16,185.0,433,M,841420,EUR,821577600,F,16,16,False,22.0,13.0,2.0,1.0,0.0,5.0,5.0,8.0,17.0,5.0,1.0,3.0,,,,,90.0,36.0,6.9,13.0,0.241101,58.2433563966,7.0,45.12617510421,,1,,0.31,0.28,0.17,,,,1.0,1.0,3.0,3.0,5.0,,1.0,,,1.0,2.0,0.0844,6.0,-0.37,,,2.0,1.0,,1.0,,,1.0,,1.0,,9.3478841928473,19.674135106165,2.0,1.0,
14053835,home,Go Ahead Eagles,Oskar Siira Sivertsen,oskar-siira-sivertsen,O. S. Sivertsen,M,11,177.0,192,M,1022552,EUR,1076803200,F,11,11,True,8.0,7.0,1.0,1.0,0.0,3.0,4.0,4.0,4.0,2.0,,1.0,1.0,,,,19.0,20.0,6.9,4.0,0.523498,75.129414270766,7.0,49.059030506765,,2,,0.51,0.26,0.13,,,,5.0,3.0,,,,,,,,,1.0,0.0925,2.0,-0.36,,,1.0,1.0,,,2.0,,,0.1982,,,13.48153750608,48.463575111137,3.0,,
14053835,home,Go Ahead Eagles,Søren Tengstedt,soren-tengstedt,S. Tengstedt,M,10,187.0,88,M,987647,EUR,962323200,M,10,10,True,10.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,8.0,1.0,2.0,2.0,,,,,19.0,23.0,6.4,5.0,0.0184186,57.828648511941,7.0,22.240201944608,,2,,0.12,0.19,-0.02,,,,,,1.0,,3.0,,,1.0,,,1.0,0.1775,1.0,-0.51,,,2.0,1.0,,1.0,,,,,1.0,,9.1521950561517,15.687454382404,1.0,,
14053835,home,Go Ahead Eagles,Yassir Rahmouni,yassir-rahmouni,Y. Rahmouni,M,34,,133,M,2180363,EUR,1150156800,M,34,34,True,7.0,7.0,,,0.0,5.0,5.0,2.0,2.0,1.0,,,1.0,,,,9.0,9.0,6.5,,0.00218302,21.58054888753,2.0,9.5974226891419,,0,,0.0,0.01,-0.05,,Yassir Rahmouni,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14053835,home,Go Ahead Eagles,Stefán Ingi Sigurðarson,stefan-ingi-sigurdarson,S. I. Sigurðarson,F,9,191.0,282,M,907517,EUR,980553600,F,9,9,True,6.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,,2.0,,,,,9.0,10.0,7.6,2.0,0.00060254,,,,,2,,-0.03,,0.14,,,,,,,2.0,,,,,2.0,,,0.5841,,0.52,,,,,1.0,,2.0,,,0.9375,,,,,,,1.0
14053835,home,Go Ahead Eagles,Nando Verdoni,nando-verdoni,N. Verdoni,G,33,189.0,34,M,1130708,EUR,1096243200,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053835,home,Go Ahead Eagles,Luca Plogmann,luca-plogmann,L. Plogmann,G,1,187.0,85,M,877840,EUR,952646400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053835,home,Go Ahead Eagles,Eus Waayers,eus-waayers,E. Waayers,D,20,181.0,80,M,1479476,EUR,1144454400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
