match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,captain,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal
12765139,home,FK TSC Bačka Topola,Veljko Ilić,,,veljko-ilic,V. Ilić,G,30,195,415,M,1132010,EUR,1058745600,G,12,12,False,28.0,13.0,22.0,7.0,0.0,6.0,7.0,7.0,21.0,1.0,7.0,1.0,1.0,1.0,90.0,31.0,6.5,15.0,0.02358,0,-0.2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765139,home,FK TSC Bačka Topola,Stefan Jovanović,,,stefan-jovanovic,S. Jovanović,D,22,178,28,M,879556,EUR,765676800,D,22,22,False,23.0,20.0,2.0,,0.0,6.0,7.0,14.0,16.0,2.0,6.0,,,,90.0,44.0,6.9,5.0,0.0131546,0,,6.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,
12765139,home,FK TSC Bačka Topola,Mateja Đorđević,Mateja Djordjevic,,mateja-dordevic,M. Đorđević,D,35,191,72,M,1124028,EUR,1042761600,D,25,25,False,34.0,28.0,6.0,4.0,0.0,15.0,18.0,13.0,16.0,5.0,4.0,,,,90.0,41.0,6.5,6.0,0.011267,1,,4.0,1.0,,,,,1.0,1.0,,,1.0,3.0,1.0,1.0,0.0499,,,,,,,,,,,,,,,,,
12765139,home,FK TSC Bačka Topola,Dušan Stevanović,,,dusan-stevanovic,D. Stevanović,D,15,186,44,M,574872,EUR,835401600,D,5,5,False,24.0,19.0,7.0,4.0,0.0,11.0,12.0,8.0,12.0,3.0,,,,,90.0,36.0,7.4,5.0,0.00359643,1,,4.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,,1.0,0.0273,1.0,1.0,2.0,,,,,,,,,,,,,,
12765139,home,FK TSC Bačka Topola,Nemanja Petrović,,,nemanja-petrovic,N. Petrović,D,44,176,35,M,126626,EUR,703468800,D,30,30,False,46.0,34.0,4.0,3.0,0.0,10.0,12.0,24.0,34.0,3.0,5.0,,,,90.0,69.0,7.2,17.0,0.0267359,0,,5.0,6.0,,4.0,2.0,3.0,1.0,1.0,,,1.0,2.0,,,,3.0,,1.0,True,,,,,,,,,,,,,
12765139,home,FK TSC Bačka Topola,Milan Radin,,,milan-radin,M. Radin,M,7,173,40,M,267591,EUR,677808000,M,7,7,False,47.0,39.0,5.0,2.0,0.0,15.0,15.0,25.0,34.0,,5.0,,,,90.0,58.0,6.5,12.0,0.0913144,1,,5.0,4.0,3.0,,,,1.0,,3.0,2.0,2.0,,1.0,,0.0288,1.0,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,
12765139,home,FK TSC Bačka Topola,Mihajlo Banjac,,,mihajlo-banjac,M. Banjac,M,14,186,94,M,891991,EUR,942192000,M,18,18,False,33.0,27.0,2.0,2.0,0.0,6.0,6.0,24.0,31.0,2.0,3.0,,,,82.0,61.0,7.8,14.0,0.273164,5,,8.0,4.0,3.0,3.0,,1.0,2.0,2.0,2.0,,1.0,,,1.0,0.1895,2.0,,,,4.0,3.0,2.0,3.0,1.0,3.0,2.0,0.1255,,,,,
12765139,home,FK TSC Bačka Topola,Ifet Đakovac,,,ifet-dakovac,I. Đakovac,M,35,180,354,M,1046478,EUR,881280000,M,35,35,False,22.0,18.0,,,0.0,5.0,5.0,13.0,17.0,1.0,2.0,,,,72.0,37.0,7.0,8.0,0.0429674,2,,7.0,5.0,1.0,2.0,1.0,,3.0,3.0,3.0,,3.0,2.0,,1.0,0.2318,1.0,,,,,,1.0,,,,,0.13,,,,,
12765139,home,FK TSC Bačka Topola,Petar Stanić,,,petar-stanic,P. Stanić,M,14,186,983,M,1128120,EUR,997747200,M,14,14,False,29.0,25.0,,,0.0,4.0,4.0,21.0,25.0,,4.0,,,,90.0,52.0,9.5,8.0,0.18488,3,,9.0,12.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,5.0,3.0,1.0,,,0.1972,,,,,,,3.0,2.0,2.0,,,1.1425,2.0,,,,
12765139,home,FK TSC Bačka Topola,Aleksandar Ćirković,,,aleksandar-cirkovic,A. Ćirković,M,8,180,290,M,998446,EUR,1001030400,M,10,10,False,32.0,22.0,3.0,2.0,2.0,2.0,2.0,21.0,33.0,,7.0,,,,90.0,51.0,7.8,18.0,0.334415,0,,7.0,4.0,1.0,5.0,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,,3.0,1.0,,6.0,1.0,,,,,,,,
