match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,stat_goals,stat_shotOffTarget,stat_penaltyWon,player_sofascoreId,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded
12421239,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,True,23.0,18.0,8.0,3.0,0.0,16.0,17.0,2.0,6.0,2.0,2.0,2.0,7.0,2.0,1.0,1.0,2.0,90.0,32.0,7.1,5.0,0.00037059,0,0.3351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421239,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175,9946,M,895327,EUR,878860800,D,5,5,False,,52.0,46.0,2.0,1.0,0.0,24.0,24.0,22.0,29.0,2.0,8.0,5.0,2.0,,,,,90.0,76.0,7.1,10.0,0.0127614,0,,1.0,4.0,7.0,1.0,3.0,6.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12421239,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,311,M,303634,EUR,686793600,D,16,16,False,,66.0,55.0,9.0,4.0,0.0,28.0,34.0,27.0,32.0,3.0,4.0,9.0,4.0,,,,,90.0,79.0,7.0,12.0,0.0180552,0,,,2.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421239,home,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190,1344,M,790977,EUR,872467200,D,28,28,False,,56.0,52.0,5.0,2.0,0.0,22.0,23.0,30.0,35.0,,1.0,4.0,5.0,,,,,90.0,75.0,6.9,9.0,0.0181022,0,,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12421239,home,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183,2317,M,1403362,EUR,1094169600,M,25,25,False,,42.0,32.0,6.0,3.0,0.0,15.0,18.0,18.0,28.0,3.0,6.0,2.0,7.0,,,,,90.0,71.0,7.1,20.0,0.060734,4,,4.0,4.0,10.0,2.0,1.0,3.0,2.0,2.0,,,3.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.4296,1.0214,3.0,,,,,,,,
12421239,home,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15438,M,1171539,EUR,1103241600,M,27,27,False,,45.0,42.0,4.0,4.0,0.0,22.0,22.0,20.0,23.0,1.0,5.0,1.0,5.0,,,,,65.0,58.0,7.1,5.0,0.0148269,1,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,0.1796,0.2251,,,,,,,,,
12421239,home,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180,239,M,834244,EUR,880416000,M,4,4,False,,48.0,41.0,3.0,2.0,1.0,24.0,27.0,19.0,25.0,1.0,8.0,3.0,5.0,,,,,90.0,69.0,8.4,12.0,0.14927,2,,4.0,1.0,3.0,2.0,,3.0,1.0,1.0,2.0,,2.0,,,2.0,,,,1.0,1.0,,,0.1217,0.2826,2.0,2.0,1.0,,,,,,
12421239,home,Royale Union Saint-Gilloise,Ousseynou Niang,ousseynou-niang,O. Niang,M,22,168,3149,M,880780,EUR,1002844800,M,22,22,False,,39.0,34.0,3.0,1.0,0.0,16.0,17.0,18.0,29.0,,6.0,,7.0,,,,,83.0,66.0,6.6,20.0,0.0189621,2,,7.0,,5.0,6.0,,1.0,1.0,3.0,3.0,,1.0,,,,,,1.0,,1.0,,,0.1336,,1.0,2.0,,1.0,,,,,
12421239,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167,2677,M,964764,EUR,1019260800,F,10,10,False,,43.0,36.0,5.0,4.0,1.0,14.0,16.0,22.0,28.0,,2.0,,1.0,,,,,77.0,55.0,8.3,10.0,0.0519217,4,,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,1.0,4.0,,,1.0,0.6602,1.4864,1.0,1.0,1.0,,,,,,
12421239,home,Royale Union Saint-Gilloise,Franjo Ivanović,franjo-ivanovic,F. Ivanović,F,9,185,6334,M,1103333,EUR,1064966400,F,9,9,False,,17.0,14.0,,,0.0,2.0,2.0,13.0,16.0,,4.0,,4.0,,,,,65.0,35.0,7.5,10.0,0.0583222,3,,1.0,1.0,6.0,3.0,,1.0,1.0,4.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,3.0,,1.0,,0.6086,1.0649,2.0,1.0,,,1.0,,,,
