match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_penaltyWon,player_sofascoreId,stat_bigChanceMissed,stat_dispossessed,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_lastManTackle,stat_penaltyConceded
14109801,home,Alanyaspor,Paulo Victor,,,paulo-victor,P. Victor,G,48,187,212,M,34142,EUR,537408000,G,48,48,False,19.0,10.0,17.0,8.0,0.0,6.0,9.0,4.0,10.0,6.0,1.0,1.0,90.0,23.0,6.2,9.0,0.00075155,60.30995982077,5.0,18.570766493587,0.0,-0.0011,0,-0.8866,0.06,0.0,-0.07,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109801,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189,69,M,827922,EUR,878774400,D,20,20,False,46.0,40.0,8.0,5.0,0.0,20.0,22.0,20.0,24.0,5.0,,,90.0,63.0,7.2,8.0,0.0254753,36.926802846609,7.0,22.299682843895,0.0,,0,,0.17,0.14,0.16,,True,1.0,1.0,4.0,2.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14109801,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,43.0,41.0,4.0,3.0,0.0,27.0,27.0,14.0,16.0,3.0,,,90.0,54.0,7.1,3.0,0.0164774,74.596867517972,11.0,52.621005397963,1.0,,0,,0.19,0.08,-0.06,,,,,2.0,2.0,5.0,1.0,,,5.0,1.0,,,1.0,3.0,,1.0,18.622358064876,22.318653386797,,,,,,,,,,,,,,,,,,,,,
14109801,home,Alanyaspor,Ümit Akdağ,Umit Akdag,,umit-akdag,Ü. Akdağ,D,50,192,604,M,1215071,EUR,1065398400,D,50,50,False,45.0,40.0,3.0,1.0,0.0,21.0,22.0,19.0,23.0,2.0,,,90.0,62.0,6.9,7.0,0.0358978,120.13841605297,13.0,66.310371671481,1.0,,2,,0.37,0.1,-0.05,,,2.0,1.0,3.0,3.0,4.0,,,,6.0,,1.0,1.0,1.0,,,2.0,31.141136710426,31.141627703124,1.0,1.0,1.0,0.201,-0.44,,,,,,,,,,,,,,,,
14109801,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,M,94,94,False,26.0,21.0,3.0,2.0,0.0,6.0,8.0,15.0,18.0,3.0,,,90.0,55.0,7.8,11.0,0.0588016,67.570013293671,8.0,58.088394275303,1.0,,2,,0.25,0.2,0.17,,,7.0,,,,5.0,,2.0,2.0,2.0,,1.0,2.0,,1.0,,,10.97418322483,10.977854480726,2.0,,,0.8124,0.31,2.0,1.0,1.0,1.0,1.1031,,,,,,,,,,,
14109801,home,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180,298,M,847013,EUR,869788800,M,42,42,False,38.0,37.0,2.0,2.0,0.0,12.0,12.0,25.0,26.0,4.0,,,90.0,49.0,7.5,4.0,0.41406,173.62546605423,17.0,83.125703671721,5.0,,0,,0.53,0.31,-0.11,,,2.0,,1.0,2.0,4.0,,1.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,20.310632329311,101.55201047358,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,
14109801,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,False,43.0,42.0,2.0,2.0,0.0,12.0,12.0,30.0,31.0,6.0,,,84.0,53.0,6.8,2.0,0.062827,83.087141389547,18.0,24.023180038027,0.0,,2,,0.22,0.18,-0.04,,,1.0,,,3.0,4.0,1.0,,,,,1.0,4.0,,,,2.0,,,1.0,1.0,,0.0533,-0.32,1.0,,3.0,,0.1393,,,,,,,,,,,
14109801,home,Alanyaspor,Ruan,,,ruan,Ruan,M,11,172,179,M,1400494,EUR,1115078400,M,11,11,False,30.0,29.0,2.0,2.0,0.0,8.0,8.0,21.0,22.0,1.0,,,90.0,52.0,8.3,6.0,0.0833396,127.47254359937,15.0,71.427499591595,2.0,,3,,0.07,0.26,-0.11,,,4.0,1.0,,3.0,3.0,2.0,,,2.0,,1.0,2.0,1.0,1.0,2.0,,19.562196684269,37.60760840938,1.0,1.0,1.0,0.2386,0.51,1.0,1.0,2.0,,0.3655,1.0,1.0,,,,,,,,,
14109801,home,Alanyaspor,Ianis Hagi,,,ianis-hagi,I. Hagi,M,14,180,7108,M,756344,EUR,909014400,F,14,14,False,25.0,19.0,1.0,,0.0,3.0,4.0,16.0,21.0,6.0,,,66.0,46.0,7.0,12.0,0.115595,133.7053812001,14.0,72.165290289373,5.0,,3,,0.05,0.36,0.0,,,3.0,,,2.0,7.0,1.0,2.0,1.0,,,,1.0,3.0,5.0,3.0,,25.549595639499,93.207833837376,2.0,2.0,1.0,0.189,-0.52,,,1.0,,,,,ianishagi,1.0,,,,,,,
14109801,home,Alanyaspor,Ui-Jo Hwang,,,ui-jo-hwang,U. Hwang,F,16,186,1040,M,791314,EUR,714960000,F,16,16,False,20.0,17.0,1.0,,1.0,7.0,8.0,10.0,12.0,2.0,,,84.0,31.0,6.4,8.0,0.00951146,37.200680383474,5.0,-0.5992493533295,0.0,,1,,0.0,-0.53,-0.07,,,1.0,,,3.0,1.0,1.0,1.0,,,,,1.0,2.0,,1.0,1.0,,,,,1.0,0.0552,-0.05,,,,,,,,,,,,,,,,
