match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_totalContest,stat_wonContest,captain,stat_shotOffTarget,stat_lastManTackle,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_bigChanceMissed,stat_errorLeadToAGoal
10411588,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,25.0,8.0,20.0,3.0,5.0,7.0,3.0,18.0,2.0,8.0,2.0,3.0,1.0,1.0,1.0,90.0,32.0,6.9,17.0,0.0,0.0,0.00036078,0.6878,0,-0.0131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411588,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,24.0,15.0,4.0,1.0,5.0,9.0,10.0,17.0,2.0,4.0,,,,,,83.0,50.0,6.5,16.0,0.0,0.0,0.119916,,0,,2.0,4.0,7.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411588,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,30.0,19.0,5.0,1.0,11.0,15.0,8.0,15.0,5.0,7.0,,,,,,90.0,45.0,7.0,12.0,0.0,0.0,0.00202135,,0,,,1.0,4.0,3.0,,,2.0,1.0,1.0,,3.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,
10411588,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,36.0,23.0,12.0,5.0,13.0,17.0,10.0,19.0,7.0,8.0,,,,,,90.0,50.0,7.5,15.0,0.2582,0.7549,0.00583414,,1,,,,1.0,1.0,,1.0,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
10411588,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,37.0,30.0,7.0,2.0,9.0,13.0,24.0,28.0,2.0,10.0,,,,,,90.0,64.0,7.1,15.0,0.0,0.0,0.0679579,,0,,4.0,1.0,2.0,5.0,1.0,,2.0,2.0,2.0,,,3.0,1.0,,1.0,,,3.0,2.0,2.0,,,,,,,,,,,
10411588,home,Lecce,Alexis Blin,,,alexis-blin,A. Blin,M,28,184,149,M,318657,EUR,842832000,M,29,29,False,27.0,20.0,,,4.0,5.0,17.0,23.0,2.0,4.0,,,,,,72.0,43.0,7.0,8.0,0.0,0.0,0.114735,,0,,1.0,1.0,8.0,6.0,5.0,,4.0,1.0,1.0,,2.0,,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,
10411588,home,Lecce,Morten Hjulmand,Morten,Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,42.0,30.0,6.0,2.0,15.0,17.0,15.0,25.0,1.0,21.0,,,,,,90.0,62.0,7.3,15.0,0.0184,0.0,0.0214196,,1,,,1.0,6.0,11.0,1.0,3.0,4.0,4.0,,2.0,1.0,,4.0,1.0,3.0,,,,1.0,1.0,True,1.0,1.0,,,,,,,,
10411588,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,False,25.0,20.0,1.0,,6.0,8.0,15.0,18.0,1.0,5.0,,,,,,90.0,43.0,6.9,11.0,0.0598,0.0,0.417826,,2,,1.0,4.0,10.0,6.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,,1.0,,,1.0,,,,2.0,,1.0,1.0,,,,,,
10411588,home,Lecce,Gabriel Strefezza,,,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,F,27,27,False,20.0,12.0,3.0,1.0,2.0,4.0,11.0,21.0,1.0,6.0,,,,,,64.0,44.0,6.8,19.0,0.1574,0.0761,0.0363802,,3,,5.0,2.0,6.0,7.0,1.0,3.0,1.0,,3.0,4.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,2.0,,,,,
10411588,home,Lecce,Lorenzo Colombo,,,lorenzo-colombo,L. Colombo,F,29,183,2440,M,930191,EUR,1015545600,F,9,9,False,15.0,11.0,1.0,,3.0,3.0,8.0,12.0,,2.0,,,,,,72.0,35.0,6.8,14.0,0.2596,0.0,0.010188,,2,,,10.0,18.0,5.0,2.0,4.0,,,6.0,1.0,2.0,2.0,3.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,
